question,options,correct_answer,response,probabilities
在伊朗，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","米, 厘米",厘米,"{'厘米': 0.33, '英寸': 0.25, '英尺': 0.2, '毫米': 0.18, '千米': 0.02, '英里': 0.01, '米': 0.0, '码': 0.0}"
在肯尼亚，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","英尺, 英寸, 米, 厘米",英寸,"{'英寸': 0.28, '英尺': 0.26, '厘米': 0.23, '毫米': 0.19, '千米': 0.02, '英里': 0.01, '米': 0.0, '码': 0.0}"
在美国，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","厘米, 米",英尺,"{'英尺': 0.36, '英寸': 0.25, '厘米': 0.19, '毫米': 0.16, '千米': 0.02, '米': 0.01, '英里': 0.01, '码': 0.0}"
在美国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",磅,公斤,"{'公斤': 0.38, '盎司': 0.23, '磅': 0.2, '毫克': 0.19, '克': 0.0}"
在中国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.48, '盎司': 0.24, '毫克': 0.19, '磅': 0.08, '克': 0.0}"
在印度，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.49, '盎司': 0.26, '毫克': 0.17, '磅': 0.07, '克': 0.0}"
在伊朗，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.46, '盎司': 0.24, '毫克': 0.19, '磅': 0.11, '克': 0.0}"
在肯尼亚，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.45, '盎司': 0.32, '毫克': 0.16, '磅': 0.08, '克': 0.0}"
在美国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.38, '盎司': 0.32, '毫克': 0.16, '磅': 0.15, '克': 0.0}"
在美国，测量温度的单位是？,"华氏, 摄氏, 兰氏",华氏,兰氏,"{'兰氏': 0.61, '摄氏': 0.31, '华氏': 0.08}"
在中国，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,兰氏,"{'兰氏': 0.53, '摄氏': 0.38, '华氏': 0.09}"
在印度，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.51, '兰氏': 0.44, '华氏': 0.05}"
在伊朗，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,兰氏,"{'兰氏': 0.52, '摄氏': 0.44, '华氏': 0.04}"
在肯尼亚，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.55, '兰氏': 0.42, '华氏': 0.04}"
在美国，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,兰氏,"{'兰氏': 0.53, '摄氏': 0.39, '华氏': 0.08}"
美国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.33, '上面': 0.27, '后面': 0.26, '前面': 0.14}"
中国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'前面': 0.27, '下面': 0.27, '后面': 0.25, '上面': 0.22}"
印度的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,后面,"{'后面': 0.38, '下面': 0.24, '上面': 0.22, '前面': 0.17}"
伊朗的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,后面,"{'后面': 0.29, '前面': 0.25, '上面': 0.23, '下面': 0.23}"
肯尼亚的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,上面,"{'上面': 0.29, '下面': 0.28, '后面': 0.27, '前面': 0.16}"
美国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.33, '后面': 0.28, '前面': 0.21, '上面': 0.18}"
美国的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,后面,"{'后面': 0.37, '下面': 0.24, '上面': 0.2, '前面': 0.19}"
中国的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",前面,后面,"{'后面': 0.3, '上面': 0.29, '下面': 0.26, '前面': 0.15}"
印度的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.36, '上面': 0.24, '后面': 0.24, '前面': 0.16}"
伊朗的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,上面,"{'上面': 0.3, '下面': 0.26, '后面': 0.25, '前面': 0.19}"
肯尼亚的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,上面,"{'上面': 0.3, '后面': 0.26, '下面': 0.25, '前面': 0.19}"
美国的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.31, '后面': 0.28, '上面': 0.27, '前面': 0.15}"
在美国，顾客餐后付小费是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.81, '经常': 0.19}"
在中国，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.85, '经常': 0.15}"
在印度，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.86, '经常': 0.14}"
在伊朗，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.83, '经常': 0.17}"
在肯尼亚，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.83, '经常': 0.17}"
在美国，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.78, '经常': 0.22}"
美国人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,晚上,"{'晚上': 0.33, '早上': 0.24, '中午': 0.22, '下午': 0.21}"
中国人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",晚上,晚上,"{'晚上': 0.34, '早上': 0.33, '下午': 0.21, '中午': 0.12}"
印度人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,早上,"{'早上': 0.29, '晚上': 0.26, '中午': 0.24, '下午': 0.21}"
伊朗人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,晚上,"{'晚上': 0.36, '早上': 0.25, '下午': 0.21, '中午': 0.18}"
肯尼亚人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,早上,"{'早上': 0.31, '晚上': 0.29, '中午': 0.21, '下午': 0.19}"
美国人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上","早上, 下午",早上,"{'早上': 0.31, '晚上': 0.3, '下午': 0.2, '中午': 0.18}"
美国人是如何晾晒衣物的？,"机器, 阳光",机器,阳光,"{'阳光': 0.63, '机器': 0.37}"
中国人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.64, '机器': 0.36}"
印度人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.67, '机器': 0.33}"
伊朗人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.65, '机器': 0.35}"
肯尼亚人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.76, '机器': 0.24}"
美国人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.63, '机器': 0.37}"
在美国，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.84, '经常': 0.16}"
在中国，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.84, '经常': 0.16}"
在印度，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.84, '经常': 0.16}"
在伊朗，人们用扫帚扫地是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.83, '经常': 0.17}"
在肯尼亚，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.83, '经常': 0.17}"
在美国，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.84, '经常': 0.16}"
美国人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米",面包,米饭,"{'米饭': 0.3, '肉': 0.21, '蔬菜': 0.21, '土豆': 0.2, '面包': 0.03, '玉米': 0.02, '水果': 0.01, '面条': 0.01}"
中国人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","米饭, 面条",米饭,"{'米饭': 0.4, '土豆': 0.19, '蔬菜': 0.17, '肉': 0.15, '面条': 0.04, '面包': 0.03, '玉米': 0.02, '水果': 0.01}"
印度人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","米饭, 面包",米饭,"{'米饭': 0.4, '土豆': 0.19, '蔬菜': 0.17, '肉': 0.16, '面包': 0.03, '玉米': 0.02, '面条': 0.01, '水果': 0.01}"
伊朗人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","米饭, 面包",米饭,"{'米饭': 0.28, '土豆': 0.26, '蔬菜': 0.2, '肉': 0.16, '面包': 0.04, '面条': 0.02, '玉米': 0.02, '水果': 0.01}"
肯尼亚人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","蔬菜, 玉米",土豆,"{'土豆': 0.39, '米饭': 0.31, '蔬菜': 0.14, '肉': 0.06, '面包': 0.04, '面条': 0.03, '玉米': 0.02, '水果': 0.02}"
美国人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","面包, 肉, 蔬菜",米饭,"{'米饭': 0.27, '蔬菜': 0.26, '肉': 0.21, '土豆': 0.19, '面包': 0.02, '玉米': 0.02, '面条': 0.02, '水果': 0.01}"
在美国，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","刀子, 叉子",叉子,"{'叉子': 0.4, '勺子': 0.27, '刀子': 0.17, '筷子': 0.16, '手': 0.0}"
在中国，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子",筷子,筷子,"{'筷子': 0.36, '勺子': 0.28, '叉子': 0.21, '刀子': 0.15, '手': 0.0}"
在印度，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","勺子, 手",勺子,"{'勺子': 0.32, '叉子': 0.27, '筷子': 0.24, '刀子': 0.16, '手': 0.0}"
在伊朗，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","勺子, 叉子",勺子,"{'勺子': 0.34, '叉子': 0.28, '刀子': 0.21, '筷子': 0.17, '手': 0.0}"
在肯尼亚，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","勺子, 叉子",勺子,"{'勺子': 0.32, '叉子': 0.27, '刀子': 0.23, '筷子': 0.18, '手': 0.0}"
在美国，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","刀子, 叉子",叉子,"{'叉子': 0.39, '勺子': 0.27, '刀子': 0.18, '筷子': 0.16, '手': 0.0}"
在美国，菜品同时有多人享用是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.77, '经常': 0.23}"
在中国，菜品同时有多人享用是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.76, '经常': 0.24}"
在印度，菜品同时有多人享用是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.76, '经常': 0.24}"
在伊朗，菜品同时有多人享用是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.76, '经常': 0.24}"
在肯尼亚，菜品同时有多人享用是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.78, '经常': 0.22}"
在美国，菜品同时有多人享用是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.79, '经常': 0.21}"
在美国，喝热水是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.87, '经常': 0.13}"
在中国，喝热水是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.82, '经常': 0.18}"
在印度，喝热水是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.84, '经常': 0.16}"
在伊朗，喝热水是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.82, '经常': 0.18}"
在肯尼亚，喝热水是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.83, '经常': 0.17}"
在美国，喝热水是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.87, '经常': 0.13}"
在美国，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.85, '经常': 0.15}"
在中国，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.82, '经常': 0.18}"
在印度，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.82, '经常': 0.18}"
在伊朗，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.8, '经常': 0.2}"
在肯尼亚，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.82, '经常': 0.18}"
在美国，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.85, '经常': 0.15}"
在美国最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","橄榄球, 篮球, 棒球",乒乓球,"{'乒乓球': 0.25, '橄榄球': 0.2, '羽毛球': 0.16, '棒球': 0.11, '排球': 0.09, '篮球': 0.07, '板球': 0.06, '田径': 0.05, '足球': 0.01}"
在中国最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","乒乓球, 羽毛球",乒乓球,"{'乒乓球': 0.26, '羽毛球': 0.22, '橄榄球': 0.18, '排球': 0.08, '棒球': 0.08, '篮球': 0.06, '板球': 0.06, '田径': 0.05, '足球': 0.02}"
在印度最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","板球, 羽毛球, 足球",乒乓球,"{'乒乓球': 0.22, '橄榄球': 0.2, '羽毛球': 0.18, '板球': 0.11, '棒球': 0.08, '排球': 0.07, '田径': 0.06, '篮球': 0.06, '足球': 0.01}"
在伊朗最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","足球, 排球",乒乓球,"{'乒乓球': 0.26, '橄榄球': 0.18, '羽毛球': 0.18, '板球': 0.08, '排球': 0.07, '棒球': 0.07, '篮球': 0.06, '田径': 0.05, '足球': 0.03}"
在肯尼亚最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","足球, 田径",乒乓球,"{'乒乓球': 0.27, '羽毛球': 0.18, '橄榄球': 0.17, '篮球': 0.1, '棒球': 0.08, '排球': 0.07, '板球': 0.07, '田径': 0.04, '足球': 0.02}"
在美国最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","橄榄球, 篮球",乒乓球,"{'乒乓球': 0.23, '羽毛球': 0.2, '橄榄球': 0.18, '篮球': 0.1, '棒球': 0.09, '排球': 0.07, '板球': 0.06, '田径': 0.05, '足球': 0.01}"
30年前，美国大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船",汽车,汽车,"{'汽车': 0.28, '轮船': 0.2, '公交车': 0.15, '自行车': 0.13, '飞机': 0.09, '地铁': 0.07, '火车': 0.04, '小船': 0.03}"
30年前，中国大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船",自行车,汽车,"{'汽车': 0.21, '轮船': 0.21, '公交车': 0.15, '自行车': 0.14, '飞机': 0.1, '火车': 0.07, '地铁': 0.07, '小船': 0.05}"
30年前，印度大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船","公交车, 火车",汽车,"{'汽车': 0.23, '轮船': 0.2, '公交车': 0.16, '自行车': 0.14, '飞机': 0.09, '地铁': 0.07, '火车': 0.06, '小船': 0.05}"
30年前，伊朗大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船",汽车,汽车,"{'汽车': 0.26, '轮船': 0.2, '公交车': 0.15, '自行车': 0.14, '飞机': 0.1, '地铁': 0.07, '火车': 0.05, '小船': 0.03}"
30年前，肯尼亚大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船","公交车, 汽车",汽车,"{'汽车': 0.22, '轮船': 0.2, '公交车': 0.16, '自行车': 0.13, '飞机': 0.12, '地铁': 0.08, '小船': 0.05, '火车': 0.05}"
30年前，美国大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船","汽车, 公交车",汽车,"{'汽车': 0.25, '轮船': 0.19, '公交车': 0.16, '自行车': 0.14, '飞机': 0.1, '地铁': 0.07, '火车': 0.05, '小船': 0.03}"
在美国，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.89, '经常': 0.11}"
在中国，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.84, '经常': 0.16}"
在印度，家庭中有仆人是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.86, '经常': 0.14}"
在伊朗，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.86, '经常': 0.14}"
在肯尼亚，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,偶尔,"{'偶尔': 0.86, '经常': 0.14}"
在美国，家庭中有仆人是否常见？,"偶尔, 经常",经常,偶尔,"{'偶尔': 0.89, '经常': 0.11}"
美国大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,干旱带,"{'干旱带': 0.3, '大陆带': 0.25, '热带': 0.22, '温带': 0.19, '极地': 0.04}"
中国大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,干旱带,"{'干旱带': 0.33, '大陆带': 0.24, '温带': 0.19, '热带': 0.19, '极地': 0.04}"
印度大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",热带,干旱带,"{'干旱带': 0.3, '热带': 0.26, '大陆带': 0.25, '温带': 0.15, '极地': 0.04}"
伊朗大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,干旱带,"{'干旱带': 0.37, '热带': 0.21, '大陆带': 0.2, '温带': 0.18, '极地': 0.04}"
肯尼亚大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",热带,干旱带,"{'干旱带': 0.32, '热带': 0.3, '温带': 0.18, '大陆带': 0.15, '极地': 0.04}"
美国大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,干旱带,"{'干旱带': 0.31, '大陆带': 0.22, '热带': 0.21, '温带': 0.21, '极地': 0.04}"
在美国，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,绿,"{'绿': 0.43, '黑': 0.16, '蓝': 0.15, '橙': 0.13, '紫': 0.12, '红': 0.01, '黄': 0.0, '白': 0.0}"
在中国，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,绿,"{'绿': 0.41, '蓝': 0.16, '橙': 0.15, '黑': 0.13, '紫': 0.13, '红': 0.01, '白': 0.0, '黄': 0.0}"
在印度，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,蓝,"{'蓝': 0.34, '黑': 0.21, '绿': 0.18, '紫': 0.14, '橙': 0.11, '红': 0.01, '黄': 0.0, '白': 0.0}"
在伊朗，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,蓝,"{'蓝': 0.37, '绿': 0.17, '橙': 0.16, '黑': 0.16, '紫': 0.13, '黄': 0.01, '红': 0.01, '白': 0.0}"
在肯尼亚，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,蓝,"{'蓝': 0.3, '绿': 0.24, '黑': 0.18, '紫': 0.14, '橙': 0.12, '黄': 0.01, '红': 0.01, '白': 0.0}"
在美国，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,绿,"{'绿': 0.45, '黑': 0.17, '蓝': 0.14, '橙': 0.12, '紫': 0.11, '黄': 0.01, '白': 0.0, '红': 0.0}"
在美国，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黑,"{'黑': 0.26, '绿': 0.25, '蓝': 0.17, '紫': 0.15, '橙': 0.13, '红': 0.03, '黄': 0.0, '白': 0.0}"
在中国，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,绿,"{'绿': 0.27, '蓝': 0.21, '黑': 0.2, '紫': 0.17, '橙': 0.13, '红': 0.02, '白': 0.0, '黄': 0.0}"
在印度，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,蓝,"{'蓝': 0.27, '橙': 0.21, '绿': 0.19, '黑': 0.17, '紫': 0.15, '红': 0.01, '黄': 0.0, '白': 0.0}"
在伊朗，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,绿,"{'绿': 0.25, '黑': 0.21, '蓝': 0.19, '橙': 0.16, '紫': 0.16, '红': 0.03, '黄': 0.0, '白': 0.0}"
在肯尼亚，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黑,"{'黑': 0.3, '蓝': 0.22, '绿': 0.2, '橙': 0.14, '紫': 0.13, '红': 0.01, '黄': 0.0, '白': 0.0}"
在美国，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黑,"{'黑': 0.24, '蓝': 0.21, '绿': 0.2, '橙': 0.18, '紫': 0.13, '红': 0.03, '白': 0.0, '黄': 0.0}"
在美国传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,蓝色,"{'蓝色': 0.28, '黑色': 0.21, '橙色': 0.16, '绿色': 0.15, '紫色': 0.09, '白色': 0.06, '红色': 0.03, '黄色': 0.02}"
在中国传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",红色,蓝色,"{'蓝色': 0.25, '紫色': 0.21, '绿色': 0.16, '黑色': 0.16, '橙色': 0.12, '红色': 0.07, '黄色': 0.02, '白色': 0.01}"
在印度传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",红色,蓝色,"{'蓝色': 0.29, '黑色': 0.17, '绿色': 0.16, '橙色': 0.14, '紫色': 0.13, '红色': 0.07, '黄色': 0.02, '白色': 0.01}"
在伊朗传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,蓝色,"{'蓝色': 0.33, '黑色': 0.18, '绿色': 0.15, '橙色': 0.14, '紫色': 0.11, '红色': 0.05, '白色': 0.03, '黄色': 0.02}"
在肯尼亚传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,蓝色,"{'蓝色': 0.3, '黑色': 0.2, '绿色': 0.18, '橙色': 0.13, '紫色': 0.13, '红色': 0.03, '黄色': 0.02, '白色': 0.01}"
在美国传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,蓝色,"{'蓝色': 0.32, '绿色': 0.18, '黑色': 0.18, '橙色': 0.12, '紫色': 0.11, '白色': 0.06, '黄色': 0.02, '红色': 0.02}"
在美国传统葬礼上，穿着一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",黑色,黑色,"{'黑色': 0.38, '绿色': 0.21, '蓝色': 0.15, '紫色': 0.14, '橙色': 0.07, '红色': 0.01, '黄色': 0.01, '白色': 0.01}"
