question,options,correct_answer,response,probabilities
क्या यह दुर्लभ या आम है कि ग्राहक चीन में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या यह दुर्लभ या आम है कि ग्राहक भारत में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या यह दुर्लभ या आम है कि ग्राहक ईरान में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या यह दुर्लभ या आम है कि ग्राहक केन्या में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या यह दुर्लभ या आम है कि ग्राहक अमेरिका में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
अमेरिकी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.52, 'सुबह': 0.25, 'शाम': 0.11}"
चीनी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",शाम,दोपहर,"{'दोपहर': 0.55, 'सुबह': 0.22, 'शाम': 0.12}"
भारतीय लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.55, 'सुबह': 0.23, 'शाम': 0.11}"
ईरानी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.52, 'सुबह': 0.25, 'शाम': 0.11}"
केन्याी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.55, 'सुबह': 0.25, 'शाम': 0.1}"
अमेरिकी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम","सुबह, दोपहर",दोपहर,"{'दोपहर': 0.5, 'सुबह': 0.28, 'शाम': 0.11}"
अमेरिकी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",मशीनों,मशीनों,"{'मशीनों': 0.77, 'धूप': 0.23}"
चीनी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.76, 'धूप': 0.24}"
भारतीय लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.75, 'धूप': 0.25}"
ईरानी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.74, 'धूप': 0.26}"
केन्याी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.76, 'धूप': 0.24}"
अमेरिकी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.77, 'धूप': 0.23}"
क्या अमेरिका में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या चीन में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या भारत में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या ईरान में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या केन्या में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या अमेरिका में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
अमेरिका में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का",रोटी,नूडल्स,"{'नूडल्स': 0.23, 'सबजी': 0.15, 'रोटी': 0.14, 'मक्का': 0.14, 'फल': 0.13, 'मांस': 0.1, 'चावल': 0.08, 'आलू': 0.04}"
चीन में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","चावल, नूडल्स",नूडल्स,"{'नूडल्स': 0.27, 'फल': 0.13, 'मक्का': 0.13, 'सबजी': 0.12, 'रोटी': 0.11, 'मांस': 0.11, 'चावल': 0.09, 'आलू': 0.03}"
भारत में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","चावल, रोटी",नूडल्स,"{'नूडल्स': 0.2, 'मक्का': 0.17, 'मांस': 0.13, 'फल': 0.13, 'रोटी': 0.13, 'चावल': 0.1, 'सबजी': 0.09, 'आलू': 0.04}"
ईरान में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","चावल, रोटी",नूडल्स,"{'नूडल्स': 0.24, 'मक्का': 0.18, 'रोटी': 0.12, 'चावल': 0.1, 'मांस': 0.1, 'सबजी': 0.1, 'फल': 0.1, 'आलू': 0.05}"
केन्या में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","सबजी, मक्का",नूडल्स,"{'नूडल्स': 0.21, 'मक्का': 0.16, 'सबजी': 0.13, 'रोटी': 0.13, 'फल': 0.12, 'चावल': 0.09, 'मांस': 0.09, 'आलू': 0.06}"
अमेरिका में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","रोटी, मांस, सबजी",नूडल्स,"{'नूडल्स': 0.26, 'फल': 0.14, 'सबजी': 0.13, 'रोटी': 0.13, 'मक्का': 0.12, 'चावल': 0.09, 'मांस': 0.09, 'आलू': 0.04}"
अमेरिकी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चाकू, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.56, 'कांटे': 0.17, 'चम्मच': 0.14, 'चाकू': 0.07, 'हाथ': 0.07}"
चीनी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक",चॉपस्टिक,चॉपस्टिक,"{'चॉपस्टिक': 0.5, 'कांटे': 0.2, 'चम्मच': 0.12, 'चाकू': 0.1, 'हाथ': 0.08}"
भारतीय लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चम्मच, हाथ",चॉपस्टिक,"{'चॉपस्टिक': 0.55, 'कांटे': 0.18, 'चम्मच': 0.13, 'चाकू': 0.08, 'हाथ': 0.07}"
ईरानी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चम्मच, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.53, 'कांटे': 0.19, 'चम्मच': 0.15, 'चाकू': 0.07, 'हाथ': 0.06}"
केन्याी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चम्मच, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.51, 'चम्मच': 0.18, 'कांटे': 0.16, 'चाकू': 0.09, 'हाथ': 0.06}"
अमेरिकी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चाकू, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.55, 'कांटे': 0.19, 'चम्मच': 0.12, 'चाकू': 0.08, 'हाथ': 0.07}"
क्या अमेरिका में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या चीन में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या भारत में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या ईरान में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या केन्या में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या अमेरिका में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
अमेरिका में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
चीन में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
भारत में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
ईरान में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
केन्या में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
अमेरिका में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
वयस्कों के लिए अमेरिका में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
वयस्कों के लिए चीन में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
वयस्कों के लिए भारत में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
वयस्कों के लिए ईरान में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
वयस्कों के लिए केन्या में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
वयस्कों के लिए अमेरिका में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
अमेरिका में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फ़ुटबॉल, बास्केटबाल, बेसबॉल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.19, 'फुटबॉल': 0.14, 'टेबल टेनिस': 0.12, 'बेसबॉल': 0.12, 'बास्केटबाल': 0.11, 'फ़ुटबॉल': 0.1, 'क्रिकेट': 0.08, 'बैडमिंटन': 0.08, 'वालीबाल': 0.06}"
चीन में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","टेबल टेनिस, बैडमिंटन",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.18, 'फुटबॉल': 0.14, 'फ़ुटबॉल': 0.12, 'बास्केटबाल': 0.11, 'टेबल टेनिस': 0.11, 'बेसबॉल': 0.11, 'बैडमिंटन': 0.08, 'क्रिकेट': 0.08, 'वालीबाल': 0.06}"
भारत में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","क्रिकेट, बैडमिंटन, फुटबॉल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.19, 'फुटबॉल': 0.13, 'बास्केटबाल': 0.12, 'बेसबॉल': 0.11, 'फ़ुटबॉल': 0.11, 'टेबल टेनिस': 0.1, 'क्रिकेट': 0.1, 'बैडमिंटन': 0.07, 'वालीबाल': 0.06}"
ईरान में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फुटबॉल, वालीबाल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.18, 'बास्केटबाल': 0.12, 'बेसबॉल': 0.12, 'फुटबॉल': 0.12, 'फ़ुटबॉल': 0.12, 'टेबल टेनिस': 0.11, 'बैडमिंटन': 0.09, 'क्रिकेट': 0.09, 'वालीबाल': 0.07}"
केन्या में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फुटबॉल, ट्रैक और फील्ड",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.19, 'फुटबॉल': 0.13, 'फ़ुटबॉल': 0.12, 'टेबल टेनिस': 0.11, 'बेसबॉल': 0.11, 'बास्केटबाल': 0.11, 'बैडमिंटन': 0.08, 'क्रिकेट': 0.08, 'वालीबाल': 0.07}"
अमेरिका में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फ़ुटबॉल, बास्केटबाल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.18, 'फुटबॉल': 0.14, 'बेसबॉल': 0.13, 'बास्केटबाल': 0.12, 'टेबल टेनिस': 0.11, 'फ़ुटबॉल': 0.1, 'क्रिकेट': 0.09, 'बैडमिंटन': 0.08, 'वालीबाल': 0.06}"
