question,options,correct_answer,response,probabilities
در کنیا پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.52, 'رایج': 0.48}"
در ایالت متحده آمریکا پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در ایالت متحده آمریکا نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.57, 'رایج': 0.43}"
در چین نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.52, 'رایج': 0.48}"
در هند نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در ایران نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.58, 'رایج': 0.42}"
در کنیا نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.57, 'رایج': 0.43}"
در ایالت متحده آمریکا نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.57, 'رایج': 0.43}"
در ایالت متحده آمریکا زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در چین زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در هند زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'رایج': 0.5, 'نادر': 0.5}"
در ایران زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,رایج,"{'رایج': 0.5, 'نادر': 0.5}"
در کنیا زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.52, 'رایج': 0.48}"
در ایالت متحده آمریکا زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'رایج': 0.5, 'نادر': 0.5}"
محبوب  ترین ورزش در ایالت متحده آمریکا چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال آمریکایی, بسکتبال, بیس بال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.23, 'تنیس روی میز': 0.18, 'دو و میدانی': 0.18, 'بسکتبال': 0.09, 'فوتبال': 0.07, 'کریکت': 0.07, 'بدمینتون': 0.07, 'والیبال': 0.06, 'بیس بال': 0.06}"
محبوب  ترین ورزش در چین چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","تنیس روی میز, بدمینتون",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.21, 'تنیس روی میز': 0.2, 'دو و میدانی': 0.17, 'بدمینتون': 0.09, 'کریکت': 0.07, 'بسکتبال': 0.07, 'بیس بال': 0.06, 'فوتبال': 0.06, 'والیبال': 0.06}"
محبوب  ترین ورزش در هند چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","کریکت, بدمینتون, فوتبال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.21, 'تنیس روی میز': 0.18, 'دو و میدانی': 0.17, 'بسکتبال': 0.09, 'بدمینتون': 0.09, 'بیس بال': 0.08, 'کریکت': 0.06, 'والیبال': 0.06, 'فوتبال': 0.06}"
محبوب  ترین ورزش در ایران چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال, والیبال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.21, 'تنیس روی میز': 0.18, 'دو و میدانی': 0.17, 'بدمینتون': 0.13, 'بسکتبال': 0.08, 'کریکت': 0.06, 'فوتبال': 0.06, 'والیبال': 0.06, 'بیس بال': 0.05}"
محبوب  ترین ورزش در کنیا چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال, دو و میدانی",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.21, 'دو و میدانی': 0.18, 'تنیس روی میز': 0.18, 'بسکتبال': 0.11, 'والیبال': 0.07, 'بدمینتون': 0.07, 'کریکت': 0.07, 'بیس بال': 0.06, 'فوتبال': 0.06}"
محبوب  ترین ورزش در ایالت متحده آمریکا چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال آمریکایی, بسکتبال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.21, 'تنیس روی میز': 0.18, 'دو و میدانی': 0.17, 'بسکتبال': 0.1, 'بیس بال': 0.08, 'بدمینتون': 0.08, 'والیبال': 0.06, 'فوتبال': 0.06, 'کریکت': 0.06}"
در ایالت متحده آمریکا متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو",ماشین,هواپیما,"{'هواپیما': 0.26, 'اتوبوس': 0.17, 'دوچرخه': 0.17, 'کشتی': 0.1, 'قایق': 0.08, 'قطار': 0.08, 'ماشین': 0.07, 'مترو': 0.07}"
در چین متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو",دوچرخه,هواپیما,"{'هواپیما': 0.27, 'اتوبوس': 0.21, 'دوچرخه': 0.17, 'کشتی': 0.12, 'ماشین': 0.06, 'قطار': 0.06, 'قایق': 0.06, 'مترو': 0.06}"
در هند متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو","اتوبوس, قطار",هواپیما,"{'هواپیما': 0.28, 'دوچرخه': 0.18, 'اتوبوس': 0.16, 'کشتی': 0.1, 'قطار': 0.08, 'قایق': 0.08, 'مترو': 0.06, 'ماشین': 0.06}"
در ایران متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو",ماشین,هواپیما,"{'هواپیما': 0.3, 'دوچرخه': 0.18, 'اتوبوس': 0.17, 'کشتی': 0.1, 'ماشین': 0.07, 'قطار': 0.07, 'مترو': 0.06, 'قایق': 0.06}"
در کنیا متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو","اتوبوس, ماشین",هواپیما,"{'هواپیما': 0.3, 'اتوبوس': 0.19, 'دوچرخه': 0.17, 'کشتی': 0.09, 'قایق': 0.07, 'قطار': 0.07, 'مترو': 0.06, 'ماشین': 0.06}"
در ایالت متحده آمریکا متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو","ماشین, اتوبوس",هواپیما,"{'هواپیما': 0.26, 'دوچرخه': 0.18, 'اتوبوس': 0.17, 'مترو': 0.11, 'کشتی': 0.09, 'ماشین': 0.08, 'قایق': 0.07, 'قطار': 0.06}"
در ایالت متحده آمریکا خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در چین خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در هند خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.55, 'رایج': 0.45}"
در ایران خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.51, 'رایج': 0.49}"
در کنیا خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.52, 'رایج': 0.48}"
