question,options,correct_answer,response,probabilities
What is the unit of measuring weight in Greece?,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,"{'miligram': 0.69, 'ounce': 0.23, 'kilogram': 0.05, 'pound': 0.03, 'gram': 0.0}"
What is the unit of measuring temperature in the United States?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Fahrenheit,"{'Fahrenheit': 0.69, 'Celsius': 0.17, 'Rankine': 0.14}"
What is the unit of measuring temperature in China?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.38, 'Rankine': 0.33, 'Celsius': 0.29}"
What is the unit of measuring temperature in India?,"Fahrenheit, Celsius, Rankine",Celsius,Rankine,"{'Rankine': 0.38, 'Celsius': 0.32, 'Fahrenheit': 0.3}"
What is the unit of measuring temperature in Iran?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.51, 'Rankine': 0.27, 'Fahrenheit': 0.22}"
What is the unit of measuring temperature in Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.38, 'Celsius': 0.37, 'Rankine': 0.25}"
What is the unit of measuring temperature in Greece?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.6, 'Rankine': 0.21, 'Fahrenheit': 0.19}"
"In United States, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.67, 'above': 0.2, 'below': 0.08, 'before': 0.05}"
"In China, does the month appear before/after the year in the date format?","before, after, below, above",after,after,"{'after': 0.36, 'above': 0.3, 'before': 0.19, 'below': 0.14}"
"In India, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.65, 'above': 0.19, 'before': 0.09, 'below': 0.07}"
"In Iran, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.39, 'above': 0.3, 'before': 0.18, 'below': 0.13}"
"In Kenya, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.55, 'above': 0.26, 'before': 0.1, 'below': 0.08}"
"In Greece, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.4, 'above': 0.31, 'before': 0.21, 'below': 0.08}"
"In United States, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.63, 'above': 0.23, 'below': 0.11, 'before': 0.03}"
"In China, does the year appear before/after the month in the date format?","before, after, below, above",before,after,"{'after': 0.67, 'above': 0.14, 'before': 0.11, 'below': 0.07}"
"In India, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.72, 'above': 0.12, 'before': 0.1, 'below': 0.05}"
"In Iran, does the year appear before/after the month in the date format?","before, after, below, above",after,above,"{'above': 0.41, 'after': 0.3, 'below': 0.15, 'before': 0.14}"
"In Kenya, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.85, 'above': 0.07, 'below': 0.04, 'before': 0.03}"
"In Greece, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.62, 'before': 0.22, 'above': 0.12, 'below': 0.04}"
"In United States, is it rare or common that customers pay tips after a meal?","rare, common",common,common,"{'common': 0.99, 'rare': 0.01}"
"In China, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.56, 'common': 0.44}"
"In India, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.97, 'rare': 0.03}"
"In Iran, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.97, 'rare': 0.03}"
"In Kenya, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.98, 'rare': 0.02}"
"In Greece, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.63, 'rare': 0.37}"
What time of the day American people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 0.73, 'morning': 0.14, 'afternoon': 0.12, 'evening': 0.0}"
What time of the day Chinese people usually take the shower?,"morning, noon, afternoon, evening",evening,noon,"{'noon': 0.87, 'afternoon': 0.1, 'morning': 0.02, 'evening': 0.0}"
What time of the day Indian people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 0.83, 'morning': 0.09, 'afternoon': 0.08, 'evening': 0.0}"
What time of the day Iranian people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 0.95, 'morning': 0.02, 'afternoon': 0.02, 'evening': 0.0}"
What time of the day Kenyan people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 0.97, 'afternoon': 0.02, 'morning': 0.01, 'evening': 0.0}"
What time of the day Greek people usually take the shower?,"morning, noon, afternoon, evening","morning, afternoon",noon,"{'noon': 0.96, 'afternoon': 0.02, 'morning': 0.02, 'evening': 0.0}"
How do American people dry their wet clothes?,"machines, sun",machines,machines,"{'machines': 0.52, 'sun': 0.48}"
How do Chinese people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.71, 'machines': 0.29}"
How do Indian people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.86, 'machines': 0.14}"
How do Iranian people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.84, 'machines': 0.16}"
How do Kenyan people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.89, 'machines': 0.11}"
How do Greek people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.95, 'machines': 0.05}"
Is it rare or common for people to use broom to clean the floor in the United States?,"rare, common",common,common,"{'common': 0.99, 'rare': 0.01}"
Is it rare or common for people to use broom to clean the floor in China?,"rare, common",common,common,"{'common': 0.97, 'rare': 0.03}"
Is it rare or common for people to use broom to clean the floor in India?,"rare, common",common,rare,"{'rare': 0.51, 'common': 0.49}"
Is it rare or common for people to use broom to clean the floor in Iran?,"rare, common",rare,common,"{'common': 0.97, 'rare': 0.03}"
Is it rare or common for people to use broom to clean the floor in Kenya?,"rare, common",common,common,"{'common': 0.98, 'rare': 0.02}"
Is it rare or common for people to use broom to clean the floor in Greece?,"rare, common",common,common,"{'common': 0.98, 'rare': 0.02}"
What is the staple food in United States?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,noodles,"{'noodles': 0.47, 'potato': 0.42, 'vegetable': 0.06, 'maize': 0.04, 'rice': 0.0, 'bread': 0.0, 'meat': 0.0, 'fruit': 0.0}"
What is the staple food in China?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, noodles",noodles,"{'noodles': 0.47, 'potato': 0.41, 'vegetable': 0.09, 'maize': 0.03, 'fruit': 0.0, 'meat': 0.0, 'bread': 0.0, 'rice': 0.0}"
What is the staple food in India?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.53, 'potato': 0.32, 'vegetable': 0.13, 'maize': 0.02, 'fruit': 0.0, 'rice': 0.0, 'meat': 0.0, 'bread': 0.0}"
What is the staple food in Iran?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.45, 'potato': 0.44, 'vegetable': 0.09, 'maize': 0.02, 'bread': 0.0, 'meat': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in Kenya?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",potato,"{'potato': 0.6, 'noodles': 0.34, 'maize': 0.04, 'vegetable': 0.03, 'bread': 0.0, 'meat': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in Greece?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","bread, meat, vegetable",noodles,"{'noodles': 0.54, 'potato': 0.37, 'vegetable': 0.07, 'maize': 0.02, 'meat': 0.0, 'fruit': 0.0, 'rice': 0.0, 'bread': 0.0}"
Which tools do American people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.99, 'spoon': 0.0, 'knife': 0.0, 'fork': 0.0, 'hand': 0.0}"
Which tools do Chinese people usually eat food with?,"knife, fork, spoon, hand, chopsticks",chopsticks,chopsticks,"{'chopsticks': 1.0, 'spoon': 0.0, 'hand': 0.0, 'knife': 0.0, 'fork': 0.0}"
Which tools do Indian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, hand",chopsticks,"{'chopsticks': 0.98, 'spoon': 0.01, 'hand': 0.0, 'fork': 0.0, 'knife': 0.0}"
Which tools do Iranian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.99, 'knife': 0.0, 'hand': 0.0, 'spoon': 0.0, 'fork': 0.0}"
Which tools do Kenyan people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.98, 'spoon': 0.01, 'knife': 0.01, 'hand': 0.0, 'fork': 0.0}"
Which tools do Greek people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.99, 'spoon': 0.0, 'fork': 0.0, 'knife': 0.0, 'hand': 0.0}"
"In United States, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.86, 'rare': 0.14}"
"In China, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.98, 'rare': 0.02}"
"In India, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.98, 'rare': 0.02}"
"In Iran, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.98, 'rare': 0.02}"
"In Kenya, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.72, 'rare': 0.28}"
"In Greece, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.71, 'rare': 0.29}"
"In United States, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.98, 'rare': 0.02}"
"In China, is it rare or common to see people drink hot water?","rare, common",common,common,"{'common': 0.93, 'rare': 0.07}"
"In India, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.52, 'common': 0.48}"
"In Iran, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.9, 'rare': 0.1}"
"In Kenya, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.96, 'rare': 0.04}"
"In Greece, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.95, 'rare': 0.05}"
Is it rare or common for adults to live with their parents in the United States?,"rare, common",rare,common,"{'common': 1.0, 'rare': 0.0}"
Is it rare or common for adults to live with their parents in the China?,"rare, common",common,common,"{'common': 0.99, 'rare': 0.01}"
Is it rare or common for adults to live with their parents in India?,"rare, common",common,common,"{'common': 0.99, 'rare': 0.01}"
Is it rare or common for adults to live with their parents in Iran?,"rare, common",rare,common,"{'common': 0.53, 'rare': 0.47}"
Is it rare or common for adults to live with their parents in Kenya?,"rare, common",rare,common,"{'common': 0.65, 'rare': 0.35}"
Is it rare or common for adults to live with their parents in Greece?,"rare, common",common,common,"{'common': 0.73, 'rare': 0.27}"
What are the most popular sports in the United States?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",badminton,"{'badminton': 0.44, 'volleyball': 0.32, 'athletics': 0.18, 'cricket': 0.04, 'soccer': 0.02, 'table tennis': 0.01, 'basketball': 0.0, 'baseball': 0.0, 'football': 0.0}"
What are the most popular sports in China?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",badminton,"{'badminton': 0.47, 'volleyball': 0.29, 'athletics': 0.18, 'soccer': 0.03, 'cricket': 0.03, 'table tennis': 0.01, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What are the most popular sports in India?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",badminton,"{'badminton': 0.34, 'volleyball': 0.3, 'cricket': 0.21, 'athletics': 0.14, 'soccer': 0.01, 'table tennis': 0.01, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What are the most popular sports in Iran?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",badminton,"{'badminton': 0.42, 'athletics': 0.27, 'volleyball': 0.24, 'cricket': 0.04, 'soccer': 0.02, 'table tennis': 0.01, 'baseball': 0.0, 'football': 0.0, 'basketball': 0.0}"
What are the most popular sports in Kenya?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",badminton,"{'badminton': 0.44, 'volleyball': 0.28, 'athletics': 0.17, 'cricket': 0.06, 'soccer': 0.03, 'table tennis': 0.02, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What are the most popular sports in Greece?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball",volleyball,"{'volleyball': 0.55, 'badminton': 0.27, 'athletics': 0.14, 'soccer': 0.02, 'cricket': 0.02, 'table tennis': 0.01, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What was the most popular mode of transportation in the big cities of the United States 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 1.0, 'ship': 0.0, 'metro': 0.0, 'plane': 0.0, 'boat': 0.0, 'train': 0.0, 'car': 0.0, 'bus': 0.0}"
What was the most popular mode of transportation in the big cities of China 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,bicycle,"{'bicycle': 1.0, 'metro': 0.0, 'car': 0.0, 'plane': 0.0, 'boat': 0.0, 'train': 0.0, 'ship': 0.0, 'bus': 0.0}"
What was the most popular mode of transportation in the big cities of the India 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",bicycle,"{'bicycle': 0.99, 'metro': 0.01, 'bus': 0.0, 'train': 0.0, 'car': 0.0, 'ship': 0.0, 'plane': 0.0, 'boat': 0.0}"
What was the most popular mode of transportation in the big cities of Iran 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 0.99, 'metro': 0.01, 'plane': 0.0, 'train': 0.0, 'bus': 0.0, 'car': 0.0, 'ship': 0.0, 'boat': 0.0}"
What was the most popular mode of transportation in the big cities of Kenya 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",bicycle,"{'bicycle': 0.99, 'metro': 0.01, 'ship': 0.0, 'bus': 0.0, 'plane': 0.0, 'train': 0.0, 'boat': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Greece 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","car, bus",bicycle,"{'bicycle': 1.0, 'bus': 0.0, 'metro': 0.0, 'boat': 0.0, 'car': 0.0, 'ship': 0.0, 'plane': 0.0, 'train': 0.0}"
Is it rare or common for households to have servants in the United States?,"common, rare",rare,common,"{'common': 0.59, 'rare': 0.41}"
Is it rare or common for households to have servants in China?,"common, rare",rare,rare,"{'rare': 0.59, 'common': 0.41}"
Is it rare or common for households to have servants in India?,"common, rare",common,common,"{'common': 0.99, 'rare': 0.01}"
Is it rare or common for households to have servants in Iran?,"common, rare",rare,rare,"{'rare': 0.66, 'common': 0.34}"
Is it rare or common for households to have servants in Kenya?,"common, rare",rare,rare,"{'rare': 0.51, 'common': 0.49}"
Is it rare or common for households to have servants in Greece?,"common, rare",rare,common,"{'common': 0.57, 'rare': 0.43}"
Which climate zone does the United States belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.88, 'temperate': 0.12, 'polar': 0.0, 'dry': 0.0, 'tropical': 0.0}"
Which climate zone does China belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.82, 'temperate': 0.18, 'polar': 0.0, 'dry': 0.0, 'tropical': 0.0}"
Which climate zone does India belong to?,"tropical, temperate, dry, continental, polar",tropical,continental,"{'continental': 0.86, 'temperate': 0.14, 'dry': 0.0, 'polar': 0.0, 'tropical': 0.0}"
Which climate zone does Iran belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.85, 'temperate': 0.14, 'tropical': 0.0, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does Kenya belong to?,"tropical, temperate, dry, continental, polar",tropical,continental,"{'continental': 0.95, 'temperate': 0.05, 'dry': 0.0, 'tropical': 0.0, 'polar': 0.0}"
Which climate zone does Greece belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.86, 'temperate': 0.14, 'polar': 0.0, 'dry': 0.0, 'tropical': 0.0}"
Which color represents the rise in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.84, 'red': 0.08, 'white': 0.05, 'black': 0.02, 'yellow': 0.01, 'green': 0.01, 'blue': 0.0, 'orange': 0.0}"
Which color represents the rise in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.79, 'red': 0.11, 'black': 0.03, 'white': 0.03, 'green': 0.02, 'orange': 0.01, 'blue': 0.01, 'yellow': 0.01}"
Which color represents the rise in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.84, 'white': 0.09, 'red': 0.03, 'green': 0.02, 'yellow': 0.01, 'black': 0.01, 'orange': 0.0, 'blue': 0.0}"
Which color represents the rise in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.84, 'red': 0.07, 'white': 0.06, 'green': 0.01, 'black': 0.01, 'orange': 0.0, 'yellow': 0.0, 'blue': 0.0}"
Which color represents the rise in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.79, 'white': 0.12, 'black': 0.04, 'green': 0.02, 'red': 0.02, 'yellow': 0.01, 'blue': 0.0, 'orange': 0.0}"
Which color represents the rise in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.83, 'white': 0.11, 'red': 0.04, 'black': 0.01, 'green': 0.01, 'yellow': 0.0, 'orange': 0.0, 'blue': 0.0}"
Which color represents the drop in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.88, 'red': 0.07, 'black': 0.02, 'white': 0.02, 'green': 0.01, 'blue': 0.0, 'yellow': 0.0, 'orange': 0.0}"
Which color represents the drop in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.8, 'white': 0.09, 'black': 0.04, 'green': 0.03, 'red': 0.02, 'yellow': 0.01, 'blue': 0.0, 'orange': 0.0}"
Which color represents the drop in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.81, 'white': 0.1, 'red': 0.07, 'black': 0.01, 'green': 0.0, 'blue': 0.0, 'orange': 0.0, 'yellow': 0.0}"
Which color represents the drop in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.82, 'red': 0.11, 'black': 0.03, 'white': 0.03, 'blue': 0.0, 'orange': 0.0, 'green': 0.0, 'yellow': 0.0}"
Which color represents the drop in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.79, 'white': 0.1, 'red': 0.05, 'black': 0.04, 'yellow': 0.0, 'green': 0.0, 'blue': 0.0, 'orange': 0.0}"
Which color represents the drop in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.87, 'red': 0.04, 'white': 0.04, 'black': 0.03, 'green': 0.01, 'blue': 0.01, 'yellow': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in an American wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.77, 'white': 0.14, 'red': 0.06, 'black': 0.02, 'yellow': 0.0, 'orange': 0.0, 'green': 0.0, 'blue': 0.0}"
What is the color of the bridal outfit in an Chinese wedding?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.85, 'white': 0.06, 'red': 0.04, 'green': 0.03, 'yellow': 0.01, 'blue': 0.0, 'black': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in an Indian wedding?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.86, 'red': 0.05, 'green': 0.04, 'white': 0.04, 'orange': 0.0, 'black': 0.0, 'blue': 0.0, 'yellow': 0.0}"
What is the color of the bridal outfit in a Persian wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.92, 'red': 0.03, 'white': 0.02, 'blue': 0.01, 'orange': 0.01, 'green': 0.01, 'black': 0.0, 'yellow': 0.0}"
What is the color of the bridal outfit in a Kenyan wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.86, 'black': 0.08, 'red': 0.03, 'yellow': 0.01, 'green': 0.01, 'white': 0.01, 'orange': 0.0, 'blue': 0.0}"
What is the color of the bridal outfit in an Greek wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.62, 'white': 0.3, 'red': 0.07, 'green': 0.01, 'orange': 0.0, 'black': 0.0, 'yellow': 0.0, 'blue': 0.0}"
What is the color of the dress that Americans wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.84, 'red': 0.06, 'green': 0.04, 'black': 0.02, 'white': 0.02, 'blue': 0.01, 'orange': 0.0, 'yellow': 0.0}"
What is the color of the dress that Chinese wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.71, 'white': 0.16, 'black': 0.1, 'red': 0.02, 'blue': 0.0, 'yellow': 0.0, 'green': 0.0, 'orange': 0.0}"
What is the color of the dress that Indians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.88, 'red': 0.09, 'yellow': 0.01, 'green': 0.01, 'white': 0.01, 'black': 0.01, 'blue': 0.0, 'orange': 0.0}"
What is the color of the dress that Persians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.76, 'black': 0.14, 'green': 0.06, 'white': 0.02, 'yellow': 0.01, 'red': 0.01, 'orange': 0.0, 'blue': 0.0}"
What is the color of the dress that Kenyans wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.86, 'white': 0.11, 'red': 0.01, 'black': 0.01, 'orange': 0.0, 'yellow': 0.0, 'green': 0.0, 'blue': 0.0}"
What is the color of the dress that Greeks wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.95, 'white': 0.02, 'green': 0.01, 'red': 0.01, 'blue': 0.0, 'orange': 0.0, 'yellow': 0.0, 'black': 0.0}"
Does an American wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.95, 'less': 0.05}"
Does a Chinese wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 1.0, 'less': 0.0}"
Does an Indian wedding ceremony last for more than one day?,"less, more",more,more,"{'more': 0.97, 'less': 0.03}"
Does an Iranian wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 1.0, 'less': 0.0}"
Does a Kenyan wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 1.0, 'less': 0.0}"
Does an Greek wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.98, 'less': 0.02}"
