question,options,correct_answer,response,probabilities
在中国，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","米, 厘米",英尺,"{'英尺': 0.64, '英里': 0.34, '米': 0.01, '千米': 0.0, '英寸': 0.0, '毫米': 0.0, '厘米': 0.0, '码': 0.0}"
在印度，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","英尺, 英寸, 米, 厘米",英尺,"{'英尺': 0.65, '英里': 0.35, '英寸': 0.0, '千米': 0.0, '码': 0.0, '毫米': 0.0, '厘米': 0.0, '米': 0.0}"
在伊朗，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","米, 厘米",英里,"{'英里': 0.59, '英尺': 0.4, '米': 0.01, '千米': 0.0, '厘米': 0.0, '英寸': 0.0, '码': 0.0, '毫米': 0.0}"
在肯尼亚，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","英尺, 英寸, 米, 厘米",英里,"{'英里': 0.64, '英尺': 0.35, '米': 0.01, '码': 0.0, '英寸': 0.0, '毫米': 0.0, '千米': 0.0, '厘米': 0.0}"
在美国，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","厘米, 米",英尺,"{'英尺': 0.6, '英里': 0.39, '米': 0.01, '英寸': 0.0, '毫米': 0.0, '厘米': 0.0, '码': 0.0, '千米': 0.0}"
在美国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",磅,毫克,"{'毫克': 0.44, '盎司': 0.36, '克': 0.09, '磅': 0.07, '公斤': 0.04}"
在中国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,毫克,"{'毫克': 0.62, '盎司': 0.14, '克': 0.12, '公斤': 0.07, '磅': 0.05}"
在印度，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,毫克,"{'毫克': 0.55, '盎司': 0.21, '克': 0.18, '公斤': 0.05, '磅': 0.02}"
在伊朗，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,毫克,"{'毫克': 0.74, '盎司': 0.17, '克': 0.06, '公斤': 0.02, '磅': 0.01}"
在肯尼亚，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,毫克,"{'毫克': 0.41, '盎司': 0.28, '公斤': 0.18, '克': 0.1, '磅': 0.03}"
在美国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,盎司,"{'盎司': 0.47, '毫克': 0.36, '磅': 0.12, '克': 0.03, '公斤': 0.02}"
在美国，测量温度的单位是？,"华氏, 摄氏, 兰氏",华氏,华氏,"{'华氏': 0.84, '摄氏': 0.12, '兰氏': 0.05}"
在中国，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,华氏,"{'华氏': 0.5, '摄氏': 0.39, '兰氏': 0.1}"
在印度，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,华氏,"{'华氏': 0.75, '摄氏': 0.18, '兰氏': 0.06}"
在伊朗，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.56, '华氏': 0.38, '兰氏': 0.06}"
在肯尼亚，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.48, '华氏': 0.28, '兰氏': 0.25}"
在美国，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,华氏,"{'华氏': 0.84, '摄氏': 0.13, '兰氏': 0.03}"
美国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.84, '后面': 0.08, '前面': 0.06, '上面': 0.03}"
中国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.44, '后面': 0.31, '前面': 0.23, '上面': 0.02}"
印度的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.82, '前面': 0.1, '后面': 0.05, '上面': 0.02}"
伊朗的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.66, '前面': 0.17, '后面': 0.14, '上面': 0.03}"
肯尼亚的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.49, '后面': 0.35, '前面': 0.14, '上面': 0.02}"
美国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.84, '后面': 0.08, '前面': 0.06, '上面': 0.03}"
美国的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.54, '后面': 0.31, '前面': 0.13, '上面': 0.02}"
中国的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",前面,下面,"{'下面': 0.93, '前面': 0.03, '上面': 0.02, '后面': 0.02}"
印度的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.83, '后面': 0.1, '前面': 0.05, '上面': 0.03}"
伊朗的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.92, '后面': 0.04, '前面': 0.03, '上面': 0.01}"
肯尼亚的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.75, '后面': 0.15, '前面': 0.06, '上面': 0.03}"
美国的日期记法中年份是放在月份的前面还是后面？,"前面, 后面, 下面, 上面",后面,下面,"{'下面': 0.65, '后面': 0.18, '前面': 0.15, '上面': 0.02}"
在美国，顾客餐后付小费是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.76, '偶尔': 0.24}"
在中国，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.58, '偶尔': 0.42}"
在印度，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.76, '偶尔': 0.24}"
在伊朗，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.82, '偶尔': 0.18}"
在肯尼亚，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.9, '偶尔': 0.1}"
在美国，顾客餐后付小费是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.76, '偶尔': 0.24}"
美国人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,晚上,"{'晚上': 0.54, '早上': 0.29, '下午': 0.17, '中午': 0.0}"
中国人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",晚上,晚上,"{'晚上': 0.53, '早上': 0.26, '下午': 0.19, '中午': 0.02}"
印度人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,早上,"{'早上': 0.64, '晚上': 0.23, '下午': 0.12, '中午': 0.01}"
伊朗人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,晚上,"{'晚上': 0.68, '下午': 0.26, '早上': 0.05, '中午': 0.01}"
肯尼亚人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上",早上,晚上,"{'晚上': 0.42, '下午': 0.32, '早上': 0.24, '中午': 0.01}"
美国人一般都在什么时候洗澡？,"早上, 中午, 下午, 晚上","早上, 下午",晚上,"{'晚上': 0.73, '下午': 0.23, '早上': 0.04, '中午': 0.01}"
美国人是如何晾晒衣物的？,"机器, 阳光",机器,阳光,"{'阳光': 0.85, '机器': 0.15}"
中国人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.89, '机器': 0.11}"
印度人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.74, '机器': 0.26}"
伊朗人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.93, '机器': 0.07}"
肯尼亚人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.89, '机器': 0.11}"
美国人是如何晾晒衣物的？,"机器, 阳光",阳光,阳光,"{'阳光': 0.85, '机器': 0.15}"
在美国，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.81, '偶尔': 0.19}"
在中国，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.9, '偶尔': 0.1}"
在印度，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.91, '偶尔': 0.09}"
在伊朗，人们用扫帚扫地是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.92, '偶尔': 0.08}"
在肯尼亚，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.96, '偶尔': 0.04}"
在美国，人们用扫帚扫地是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.87, '偶尔': 0.13}"
美国人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米",面包,米饭,"{'米饭': 0.23, '面条': 0.19, '面包': 0.17, '肉': 0.15, '玉米': 0.1, '蔬菜': 0.09, '水果': 0.05, '土豆': 0.04}"
中国人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","米饭, 面条",米饭,"{'米饭': 0.87, '面条': 0.05, '面包': 0.03, '肉': 0.02, '蔬菜': 0.01, '玉米': 0.01, '水果': 0.0, '土豆': 0.0}"
印度人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","米饭, 面包",米饭,"{'米饭': 0.52, '肉': 0.22, '面包': 0.12, '蔬菜': 0.06, '玉米': 0.04, '面条': 0.02, '水果': 0.01, '土豆': 0.01}"
伊朗人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","米饭, 面包",面包,"{'面包': 0.4, '米饭': 0.28, '肉': 0.17, '玉米': 0.05, '蔬菜': 0.03, '水果': 0.03, '面条': 0.02, '土豆': 0.01}"
肯尼亚人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","蔬菜, 玉米",面包,"{'面包': 0.42, '玉米': 0.34, '土豆': 0.07, '米饭': 0.04, '肉': 0.04, '蔬菜': 0.03, '面条': 0.03, '水果': 0.02}"
美国人的主食是什么？,"面包, 米饭, 面条, 土豆, 肉, 蔬菜, 水果, 玉米","面包, 肉, 蔬菜",面包,"{'面包': 0.31, '米饭': 0.2, '玉米': 0.19, '面条': 0.15, '肉': 0.09, '水果': 0.04, '土豆': 0.02, '蔬菜': 0.01}"
在美国，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","刀子, 叉子",刀子,"{'刀子': 0.42, '叉子': 0.28, '勺子': 0.2, '手': 0.06, '筷子': 0.04}"
在中国，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子",筷子,勺子,"{'勺子': 0.46, '筷子': 0.28, '叉子': 0.15, '刀子': 0.08, '手': 0.02}"
在印度，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","勺子, 手",刀子,"{'刀子': 0.32, '勺子': 0.3, '叉子': 0.23, '手': 0.12, '筷子': 0.04}"
在伊朗，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","勺子, 叉子",勺子,"{'勺子': 0.39, '叉子': 0.33, '刀子': 0.17, '手': 0.08, '筷子': 0.03}"
在肯尼亚，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","勺子, 叉子",刀子,"{'刀子': 0.45, '勺子': 0.33, '叉子': 0.15, '手': 0.05, '筷子': 0.02}"
在美国，人们一般用什么工具吃东西？,"刀子, 叉子, 勺子, 手, 筷子","刀子, 叉子",叉子,"{'叉子': 0.39, '勺子': 0.24, '刀子': 0.21, '筷子': 0.09, '手': 0.07}"
在美国，菜品同时有多人享用是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.73, '偶尔': 0.27}"
在中国，菜品同时有多人享用是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.93, '偶尔': 0.07}"
在印度，菜品同时有多人享用是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.82, '偶尔': 0.18}"
在伊朗，菜品同时有多人享用是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.87, '偶尔': 0.13}"
在肯尼亚，菜品同时有多人享用是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.93, '偶尔': 0.07}"
在美国，菜品同时有多人享用是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.79, '偶尔': 0.21}"
在美国，喝热水是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.82, '偶尔': 0.18}"
在中国，喝热水是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.97, '偶尔': 0.03}"
在印度，喝热水是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.88, '偶尔': 0.12}"
在伊朗，喝热水是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.86, '偶尔': 0.14}"
在肯尼亚，喝热水是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.96, '偶尔': 0.04}"
在美国，喝热水是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.82, '偶尔': 0.18}"
在美国，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.79, '偶尔': 0.21}"
在中国，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.94, '偶尔': 0.06}"
在印度，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.92, '偶尔': 0.08}"
在伊朗，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.93, '偶尔': 0.07}"
在肯尼亚，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.97, '偶尔': 0.03}"
在美国，成年人和他们的父母住在一起是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.81, '偶尔': 0.19}"
在美国最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","橄榄球, 篮球, 棒球",棒球,"{'棒球': 0.5, '橄榄球': 0.29, '排球': 0.09, '田径': 0.07, '板球': 0.02, '篮球': 0.02, '乒乓球': 0.01, '足球': 0.01, '羽毛球': 0.0}"
在中国最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","乒乓球, 羽毛球",橄榄球,"{'橄榄球': 0.39, '排球': 0.24, '棒球': 0.2, '田径': 0.07, '足球': 0.03, '篮球': 0.03, '板球': 0.03, '乒乓球': 0.01, '羽毛球': 0.0}"
在印度最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","板球, 羽毛球, 足球",棒球,"{'棒球': 0.39, '排球': 0.21, '橄榄球': 0.19, '田径': 0.07, '板球': 0.07, '羽毛球': 0.04, '乒乓球': 0.01, '篮球': 0.01, '足球': 0.01}"
在伊朗最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","足球, 排球",排球,"{'排球': 0.3, '棒球': 0.23, '田径': 0.2, '橄榄球': 0.1, '足球': 0.06, '板球': 0.05, '篮球': 0.04, '乒乓球': 0.01, '羽毛球': 0.0}"
在肯尼亚最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","足球, 田径",棒球,"{'棒球': 0.3, '排球': 0.21, '田径': 0.21, '橄榄球': 0.18, '足球': 0.04, '板球': 0.03, '乒乓球': 0.01, '篮球': 0.01, '羽毛球': 0.0}"
在美国最受人们喜爱的运动有什么？,"橄榄球, 篮球, 棒球, 乒乓球, 羽毛球, 足球, 排球, 板球, 田径","橄榄球, 篮球",棒球,"{'棒球': 0.6, '排球': 0.17, '橄榄球': 0.14, '田径': 0.05, '板球': 0.02, '篮球': 0.01, '羽毛球': 0.0, '乒乓球': 0.0, '足球': 0.0}"
30年前，美国大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船",汽车,小船,"{'小船': 0.81, '汽车': 0.07, '轮船': 0.07, '自行车': 0.03, '飞机': 0.01, '火车': 0.0, '地铁': 0.0, '公交车': 0.0}"
30年前，中国大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船",自行车,小船,"{'小船': 0.66, '轮船': 0.13, '汽车': 0.1, '地铁': 0.05, '飞机': 0.03, '自行车': 0.02, '火车': 0.01, '公交车': 0.0}"
30年前，印度大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船","公交车, 火车",小船,"{'小船': 0.44, '轮船': 0.42, '汽车': 0.08, '地铁': 0.03, '火车': 0.02, '飞机': 0.01, '公交车': 0.0, '自行车': 0.0}"
30年前，伊朗大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船",汽车,小船,"{'小船': 0.56, '轮船': 0.25, '汽车': 0.1, '自行车': 0.03, '飞机': 0.02, '火车': 0.01, '公交车': 0.01, '地铁': 0.01}"
30年前，肯尼亚大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船","公交车, 汽车",小船,"{'小船': 0.52, '自行车': 0.18, '轮船': 0.15, '汽车': 0.09, '飞机': 0.03, '地铁': 0.01, '火车': 0.01, '公交车': 0.0}"
30年前，美国大城市中最流行的交通工具是什么？,"汽车, 公交车, 火车, 地铁, 自行车, 飞机, 轮船, 小船","汽车, 公交车",小船,"{'小船': 0.54, '轮船': 0.23, '飞机': 0.09, '汽车': 0.09, '地铁': 0.02, '自行车': 0.02, '火车': 0.0, '公交车': 0.0}"
在美国，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.61, '偶尔': 0.39}"
在中国，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.66, '偶尔': 0.34}"
在印度，家庭中有仆人是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.78, '偶尔': 0.22}"
在伊朗，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.9, '偶尔': 0.1}"
在肯尼亚，家庭中有仆人是否常见？,"偶尔, 经常",偶尔,经常,"{'经常': 0.93, '偶尔': 0.07}"
在美国，家庭中有仆人是否常见？,"偶尔, 经常",经常,经常,"{'经常': 0.69, '偶尔': 0.31}"
美国大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,大陆带,"{'大陆带': 0.47, '温带': 0.29, '极地': 0.15, '干旱带': 0.09, '热带': 0.01}"
中国大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,温带,"{'温带': 0.54, '极地': 0.21, '大陆带': 0.18, '干旱带': 0.05, '热带': 0.02}"
印度大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",热带,温带,"{'温带': 0.62, '极地': 0.17, '大陆带': 0.12, '干旱带': 0.06, '热带': 0.03}"
伊朗大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,温带,"{'温带': 0.37, '干旱带': 0.22, '大陆带': 0.22, '极地': 0.19, '热带': 0.0}"
肯尼亚大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",热带,温带,"{'温带': 0.57, '极地': 0.17, '干旱带': 0.11, '大陆带': 0.11, '热带': 0.03}"
美国大部分地区处于什么温度带？,"热带, 温带, 干旱带, 大陆带, 极地",温带,大陆带,"{'大陆带': 0.56, '温带': 0.23, '极地': 0.14, '干旱带': 0.06, '热带': 0.01}"
在美国，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,蓝,"{'蓝': 0.41, '黄': 0.18, '红': 0.11, '绿': 0.11, '黑': 0.09, '橙': 0.06, '白': 0.03, '紫': 0.02}"
在中国，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黄,"{'黄': 0.32, '蓝': 0.21, '绿': 0.18, '黑': 0.15, '红': 0.11, '橙': 0.02, '白': 0.01, '紫': 0.01}"
在印度，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,绿,"{'绿': 0.54, '蓝': 0.13, '黑': 0.12, '红': 0.1, '橙': 0.06, '黄': 0.04, '紫': 0.01, '白': 0.0}"
在伊朗，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,红,"{'红': 0.26, '黑': 0.24, '蓝': 0.18, '橙': 0.13, '黄': 0.09, '绿': 0.05, '白': 0.03, '紫': 0.02}"
在肯尼亚，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,黑,"{'黑': 0.37, '黄': 0.24, '蓝': 0.21, '红': 0.11, '橙': 0.04, '绿': 0.02, '白': 0.01, '紫': 0.01}"
在美国，股价上升一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,绿,"{'绿': 0.56, '蓝': 0.22, '红': 0.1, '黑': 0.04, '紫': 0.03, '黄': 0.03, '橙': 0.02, '白': 0.0}"
在美国，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,红,"{'红': 0.33, '蓝': 0.22, '黑': 0.2, '绿': 0.1, '橙': 0.08, '黄': 0.05, '白': 0.01, '紫': 0.01}"
在中国，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",绿,黄,"{'黄': 0.47, '黑': 0.26, '蓝': 0.12, '红': 0.05, '橙': 0.04, '绿': 0.03, '白': 0.01, '紫': 0.01}"
在印度，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,红,"{'红': 0.29, '绿': 0.25, '黄': 0.2, '蓝': 0.12, '黑': 0.1, '橙': 0.04, '白': 0.0, '紫': 0.0}"
在伊朗，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黑,"{'黑': 0.46, '紫': 0.13, '黄': 0.1, '蓝': 0.1, '红': 0.08, '绿': 0.07, '橙': 0.06, '白': 0.0}"
在肯尼亚，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黄,"{'黄': 0.29, '红': 0.23, '黑': 0.16, '橙': 0.13, '蓝': 0.12, '绿': 0.04, '白': 0.02, '紫': 0.01}"
在美国，股价下降一般会用什么颜色表示？,"红, 黄, 蓝, 橙, 绿, 紫, 黑, 白",红,黄,"{'黄': 0.28, '黑': 0.28, '蓝': 0.19, '红': 0.14, '绿': 0.06, '橙': 0.05, '紫': 0.01, '白': 0.0}"
在美国传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,白色,"{'白色': 0.37, '橙色': 0.29, '红色': 0.2, '黄色': 0.05, '绿色': 0.04, '黑色': 0.03, '蓝色': 0.01, '紫色': 0.01}"
在中国传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",红色,红色,"{'红色': 0.37, '黄色': 0.25, '橙色': 0.21, '白色': 0.06, '紫色': 0.03, '绿色': 0.02, '黑色': 0.02, '蓝色': 0.02}"
在印度传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",红色,红色,"{'红色': 0.42, '橙色': 0.33, '黄色': 0.18, '白色': 0.02, '蓝色': 0.02, '绿色': 0.01, '紫色': 0.01, '黑色': 0.01}"
在伊朗传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,橙色,"{'橙色': 0.36, '红色': 0.27, '蓝色': 0.16, '黄色': 0.1, '白色': 0.04, '黑色': 0.04, '绿色': 0.02, '紫色': 0.01}"
在肯尼亚传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,橙色,"{'橙色': 0.41, '红色': 0.3, '蓝色': 0.17, '黑色': 0.05, '黄色': 0.04, '绿色': 0.01, '白色': 0.01, '紫色': 0.01}"
在美国传统婚礼上，新娘婚裙一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,橙色,"{'橙色': 0.4, '红色': 0.22, '白色': 0.18, '黑色': 0.09, '黄色': 0.06, '紫色': 0.02, '蓝色': 0.01, '绿色': 0.01}"
在美国传统葬礼上，穿着一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",黑色,橙色,"{'橙色': 0.36, '红色': 0.19, '黑色': 0.14, '黄色': 0.11, '白色': 0.08, '紫色': 0.05, '蓝色': 0.05, '绿色': 0.03}"
在中国传统葬礼上，穿着一般是什么颜色的？,"红色, 黄色, 蓝色, 橙色, 绿色, 紫色, 黑色, 白色",白色,橙色,"{'橙色': 0.27, '黑色': 0.23, '红色': 0.23, '黄色': 0.11, '白色': 0.1, '蓝色': 0.04, '紫色': 0.01, '绿色': 0.01}"
