question,options,correct_answer,response,probabilities
What is the unit of measuring weight in the United States?,"ounce, pound, miligram, gram, kilogram",pound,miligram,"{'miligram': 0.98, 'kilogram': 0.02, 'pound': 0.0, 'gram': 0.0, 'ounce': 0.0}"
What is the unit of measuring weight in China?,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,"{'miligram': 0.91, 'kilogram': 0.09, 'ounce': 0.0, 'pound': 0.0, 'gram': 0.0}"
What is the unit of measuring weight in India?,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,"{'miligram': 0.96, 'kilogram': 0.04, 'gram': 0.0, 'ounce': 0.0, 'pound': 0.0}"
What is the unit of measuring weight in Iran?,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,"{'miligram': 0.94, 'kilogram': 0.06, 'pound': 0.0, 'ounce': 0.0, 'gram': 0.0}"
What is the unit of measuring weight in Kenya?,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,"{'miligram': 0.85, 'kilogram': 0.15, 'ounce': 0.0, 'gram': 0.0, 'pound': 0.0}"
What is the unit of measuring weight in Greece?,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,"{'miligram': 0.98, 'kilogram': 0.02, 'ounce': 0.0, 'pound': 0.0, 'gram': 0.0}"
What is the unit of measuring temperature in the United States?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Fahrenheit,"{'Fahrenheit': 0.89, 'Celsius': 0.11, 'Rankine': 0.0}"
What is the unit of measuring temperature in China?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.55, 'Fahrenheit': 0.44, 'Rankine': 0.01}"
What is the unit of measuring temperature in India?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.55, 'Celsius': 0.42, 'Rankine': 0.03}"
What is the unit of measuring temperature in Iran?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.59, 'Fahrenheit': 0.41, 'Rankine': 0.01}"
What is the unit of measuring temperature in Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.66, 'Fahrenheit': 0.33, 'Rankine': 0.01}"
What is the unit of measuring temperature in Greece?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.51, 'Celsius': 0.48, 'Rankine': 0.01}"
"In United States, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.96, 'after': 0.03, 'above': 0.01, 'below': 0.0}"
"In China, does the month appear before/after the year in the date format?","before, after, below, above",after,before,"{'before': 0.97, 'after': 0.03, 'below': 0.0, 'above': 0.0}"
"In India, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.93, 'after': 0.07, 'above': 0.0, 'below': 0.0}"
"In Iran, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.99, 'after': 0.01, 'above': 0.0, 'below': 0.0}"
"In Kenya, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.9, 'after': 0.08, 'above': 0.01, 'below': 0.0}"
"In Greece, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.98, 'after': 0.02, 'above': 0.01, 'below': 0.0}"
"In United States, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.98, 'after': 0.02, 'above': 0.0, 'below': 0.0}"
"In China, does the year appear before/after the month in the date format?","before, after, below, above",before,before,"{'before': 0.92, 'after': 0.06, 'above': 0.02, 'below': 0.0}"
"In India, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.89, 'after': 0.07, 'above': 0.03, 'below': 0.01}"
"In Iran, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.98, 'above': 0.01, 'after': 0.01, 'below': 0.0}"
"In Kenya, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.88, 'after': 0.11, 'above': 0.0, 'below': 0.0}"
"In Greece, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.92, 'after': 0.05, 'above': 0.02, 'below': 0.01}"
"In United States, is it rare or common that customers pay tips after a meal?","rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
"In China, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In India, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In Iran, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In Kenya, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In Greece, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
What time of the day American people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.9, 'afternoon': 0.08, 'evening': 0.02, 'noon': 0.0}"
What time of the day Chinese people usually take the shower?,"morning, noon, afternoon, evening",evening,morning,"{'morning': 0.89, 'afternoon': 0.07, 'evening': 0.03, 'noon': 0.0}"
What time of the day Indian people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.9, 'afternoon': 0.08, 'evening': 0.02, 'noon': 0.0}"
What time of the day Iranian people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.9, 'afternoon': 0.09, 'evening': 0.02, 'noon': 0.0}"
What time of the day Kenyan people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.83, 'afternoon': 0.14, 'evening': 0.03, 'noon': 0.0}"
What time of the day Greek people usually take the shower?,"morning, noon, afternoon, evening","morning, afternoon",morning,"{'morning': 0.83, 'afternoon': 0.15, 'evening': 0.02, 'noon': 0.0}"
How do American people dry their wet clothes?,"machines, sun",machines,machines,"{'machines': 0.98, 'sun': 0.02}"
How do Chinese people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.88, 'sun': 0.12}"
How do Indian people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.73, 'sun': 0.27}"
How do Iranian people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.81, 'sun': 0.19}"
How do Kenyan people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.94, 'sun': 0.06}"
How do Greek people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.75, 'sun': 0.25}"
Is it rare or common for people to use broom to clean the floor in the United States?,"rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
Is it rare or common for people to use broom to clean the floor in China?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for people to use broom to clean the floor in India?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for people to use broom to clean the floor in Iran?,"rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for people to use broom to clean the floor in Kenya?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for people to use broom to clean the floor in Greece?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
What is the staple food in United States?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,noodles,"{'vegetable': 0.3, 'noodles': 0.3, 'potato': 0.22, 'meat': 0.13, 'maize': 0.05, 'fruit': 0.0, 'bread': 0.0, 'rice': 0.0}"
What is the staple food in China?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, noodles",noodles,"{'noodles': 0.82, 'vegetable': 0.11, 'potato': 0.04, 'maize': 0.02, 'meat': 0.01, 'bread': 0.0, 'fruit': 0.0, 'rice': 0.0}"
What is the staple food in India?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.44, 'vegetable': 0.37, 'potato': 0.12, 'maize': 0.05, 'meat': 0.02, 'bread': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in Iran?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.69, 'vegetable': 0.2, 'potato': 0.06, 'maize': 0.03, 'meat': 0.01, 'rice': 0.0, 'bread': 0.0, 'fruit': 0.0}"
What is the staple food in Kenya?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",noodles,"{'noodles': 0.58, 'vegetable': 0.22, 'maize': 0.11, 'potato': 0.08, 'meat': 0.01, 'rice': 0.0, 'bread': 0.0, 'fruit': 0.0}"
What is the staple food in Greece?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","bread, meat, vegetable",vegetable,"{'vegetable': 0.62, 'noodles': 0.25, 'potato': 0.06, 'meat': 0.05, 'maize': 0.03, 'bread': 0.0, 'fruit': 0.0, 'rice': 0.0}"
Which tools do American people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.97, 'spoon': 0.02, 'knife': 0.01, 'fork': 0.0, 'hand': 0.0}"
Which tools do Chinese people usually eat food with?,"knife, fork, spoon, hand, chopsticks",chopsticks,chopsticks,"{'chopsticks': 0.98, 'spoon': 0.02, 'hand': 0.0, 'fork': 0.0, 'knife': 0.0}"
Which tools do Indian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, hand",chopsticks,"{'chopsticks': 0.89, 'spoon': 0.09, 'knife': 0.01, 'fork': 0.0, 'hand': 0.0}"
Which tools do Iranian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.9, 'spoon': 0.1, 'knife': 0.01, 'hand': 0.0, 'fork': 0.0}"
Which tools do Kenyan people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.82, 'knife': 0.17, 'spoon': 0.01, 'fork': 0.0, 'hand': 0.0}"
Which tools do Greek people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.95, 'spoon': 0.04, 'knife': 0.02, 'fork': 0.0, 'hand': 0.0}"
"In United States, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.96, 'common': 0.04}"
"In China, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.99, 'common': 0.01}"
"In India, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
"In Iran, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In Kenya, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.96, 'common': 0.04}"
"In Greece, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.99, 'common': 0.01}"
"In United States, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.97, 'common': 0.03}"
"In China, is it rare or common to see people drink hot water?","rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
"In India, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
"In Iran, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
"In Kenya, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
"In Greece, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for adults to live with their parents in the United States?,"rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for adults to live with their parents in the China?,"rare, common",common,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for adults to live with their parents in India?,"rare, common",common,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for adults to live with their parents in Iran?,"rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for adults to live with their parents in Kenya?,"rare, common",rare,rare,"{'rare': 1.0, 'common': 0.0}"
Is it rare or common for adults to live with their parents in Greece?,"rare, common",common,rare,"{'rare': 0.99, 'common': 0.01}"
What are the most popular sports in the United States?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",baseball,"{'baseball': 0.46, 'volleyball': 0.25, 'badminton': 0.1, 'athletics': 0.07, 'basketball': 0.06, 'cricket': 0.05, 'soccer': 0.01, 'table tennis': 0.0, 'football': 0.0}"
What are the most popular sports in China?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",badminton,"{'badminton': 0.32, 'cricket': 0.31, 'volleyball': 0.12, 'basketball': 0.11, 'athletics': 0.09, 'baseball': 0.02, 'soccer': 0.01, 'football': 0.0, 'table tennis': 0.0}"
What are the most popular sports in India?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",cricket,"{'cricket': 0.65, 'athletics': 0.11, 'badminton': 0.11, 'volleyball': 0.08, 'baseball': 0.03, 'basketball': 0.02, 'soccer': 0.0, 'table tennis': 0.0, 'football': 0.0}"
What are the most popular sports in Iran?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",cricket,"{'cricket': 0.42, 'badminton': 0.15, 'athletics': 0.12, 'basketball': 0.09, 'volleyball': 0.08, 'baseball': 0.08, 'soccer': 0.06, 'table tennis': 0.0, 'football': 0.0}"
What are the most popular sports in Kenya?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",cricket,"{'athletics': 0.24, 'cricket': 0.24, 'soccer': 0.17, 'volleyball': 0.12, 'basketball': 0.1, 'badminton': 0.1, 'baseball': 0.03, 'table tennis': 0.01, 'football': 0.0}"
What are the most popular sports in Greece?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball",badminton,"{'badminton': 0.26, 'volleyball': 0.22, 'athletics': 0.22, 'soccer': 0.19, 'basketball': 0.06, 'baseball': 0.03, 'cricket': 0.02, 'table tennis': 0.0, 'football': 0.0}"
What was the most popular mode of transportation in the big cities of the United States 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 0.96, 'metro': 0.04, 'car': 0.0, 'boat': 0.0, 'ship': 0.0, 'bus': 0.0, 'train': 0.0, 'plane': 0.0}"
What was the most popular mode of transportation in the big cities of China 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,metro,"{'metro': 0.79, 'bicycle': 0.2, 'train': 0.01, 'boat': 0.0, 'bus': 0.0, 'plane': 0.0, 'car': 0.0, 'ship': 0.0}"
What was the most popular mode of transportation in the big cities of the India 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",bicycle,"{'bicycle': 0.83, 'metro': 0.17, 'boat': 0.0, 'plane': 0.0, 'ship': 0.0, 'bus': 0.0, 'train': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Iran 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,metro,"{'metro': 0.53, 'bicycle': 0.45, 'bus': 0.03, 'train': 0.0, 'boat': 0.0, 'plane': 0.0, 'car': 0.0, 'ship': 0.0}"
What was the most popular mode of transportation in the big cities of Kenya 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",bicycle,"{'bicycle': 0.68, 'metro': 0.3, 'bus': 0.02, 'plane': 0.0, 'boat': 0.0, 'train': 0.0, 'ship': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Greece 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","car, bus",bicycle,"{'bicycle': 0.88, 'metro': 0.12, 'bus': 0.01, 'plane': 0.0, 'boat': 0.0, 'ship': 0.0, 'train': 0.0, 'car': 0.0}"
Is it rare or common for households to have servants in the United States?,"common, rare",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in China?,"common, rare",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in India?,"common, rare",common,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in Iran?,"common, rare",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in Kenya?,"common, rare",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in Greece?,"common, rare",rare,rare,"{'rare': 0.98, 'common': 0.02}"
Which climate zone does the United States belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.5, 'continental': 0.47, 'temperate': 0.03, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does China belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.8, 'continental': 0.14, 'temperate': 0.05, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does India belong to?,"tropical, temperate, dry, continental, polar",tropical,tropical,"{'tropical': 0.55, 'continental': 0.42, 'temperate': 0.03, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does Iran belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.7, 'continental': 0.25, 'temperate': 0.04, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does Kenya belong to?,"tropical, temperate, dry, continental, polar",tropical,tropical,"{'tropical': 0.93, 'continental': 0.05, 'temperate': 0.02, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does Greece belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.52, 'continental': 0.37, 'temperate': 0.11, 'dry': 0.0, 'polar': 0.0}"
Which color represents the rise in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.91, 'orange': 0.05, 'yellow': 0.01, 'red': 0.01, 'violet': 0.0, 'white': 0.0, 'blue': 0.0, 'black': 0.0}"
Which color represents the rise in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",red,green,"{'green': 0.93, 'white': 0.02, 'orange': 0.02, 'red': 0.02, 'yellow': 0.01, 'blue': 0.0, 'black': 0.0, 'violet': 0.0}"
Which color represents the rise in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",green,black,"{'black': 0.44, 'red': 0.35, 'green': 0.1, 'orange': 0.05, 'yellow': 0.03, 'blue': 0.02, 'white': 0.01, 'violet': 0.0}"
Which color represents the rise in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.46, 'orange': 0.21, 'yellow': 0.17, 'blue': 0.07, 'red': 0.04, 'black': 0.03, 'white': 0.02, 'violet': 0.0}"
Which color represents the rise in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.34, 'orange': 0.2, 'yellow': 0.16, 'red': 0.09, 'blue': 0.08, 'black': 0.07, 'white': 0.06, 'violet': 0.0}"
Which color represents the rise in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.56, 'black': 0.18, 'yellow': 0.09, 'white': 0.06, 'red': 0.06, 'orange': 0.04, 'blue': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.54, 'black': 0.24, 'green': 0.12, 'blue': 0.04, 'orange': 0.03, 'white': 0.02, 'yellow': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",green,red,"{'red': 0.59, 'green': 0.17, 'black': 0.08, 'white': 0.05, 'blue': 0.05, 'orange': 0.04, 'yellow': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",red,orange,"{'orange': 0.4, 'green': 0.25, 'blue': 0.17, 'red': 0.08, 'yellow': 0.05, 'black': 0.04, 'white': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.66, 'green': 0.19, 'orange': 0.06, 'black': 0.05, 'blue': 0.03, 'yellow': 0.01, 'white': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",red,black,"{'black': 0.42, 'green': 0.25, 'red': 0.24, 'orange': 0.06, 'yellow': 0.01, 'white': 0.01, 'blue': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",red,white,"{'white': 0.52, 'red': 0.2, 'black': 0.13, 'orange': 0.07, 'blue': 0.06, 'green': 0.03, 'yellow': 0.01, 'violet': 0.0}"
What is the color of the bridal outfit in an American wedding?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.33, 'black': 0.31, 'green': 0.11, 'blue': 0.08, 'yellow': 0.07, 'orange': 0.07, 'red': 0.02, 'violet': 0.0}"
What is the color of the bridal outfit in an Chinese wedding?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.68, 'black': 0.13, 'white': 0.11, 'blue': 0.03, 'orange': 0.03, 'green': 0.02, 'violet': 0.0, 'yellow': 0.0}"
What is the color of the bridal outfit in an Indian wedding?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.98, 'orange': 0.01, 'black': 0.01, 'violet': 0.0, 'blue': 0.0, 'green': 0.0, 'white': 0.0, 'yellow': 0.0}"
What is the color of the bridal outfit in a Persian wedding?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.54, 'black': 0.26, 'blue': 0.09, 'green': 0.07, 'orange': 0.02, 'red': 0.01, 'violet': 0.0, 'yellow': 0.0}"
What is the color of the bridal outfit in a Kenyan wedding?,"red, yellow, blue, orange, green, violet, black, white",white,black,"{'black': 0.4, 'red': 0.34, 'white': 0.19, 'blue': 0.02, 'green': 0.02, 'orange': 0.02, 'yellow': 0.01, 'violet': 0.0}"
What is the color of the bridal outfit in an Greek wedding?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.89, 'green': 0.06, 'red': 0.02, 'black': 0.02, 'yellow': 0.0, 'orange': 0.0, 'violet': 0.0, 'blue': 0.0}"
What is the color of the dress that Americans wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.97, 'green': 0.02, 'red': 0.0, 'orange': 0.0, 'blue': 0.0, 'yellow': 0.0, 'violet': 0.0, 'white': 0.0}"
What is the color of the dress that Chinese wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.84, 'black': 0.09, 'green': 0.03, 'red': 0.02, 'yellow': 0.01, 'blue': 0.01, 'orange': 0.01, 'violet': 0.0}"
What is the color of the dress that Indians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,black,"{'black': 0.99, 'blue': 0.01, 'red': 0.0, 'green': 0.0, 'yellow': 0.0, 'violet': 0.0, 'white': 0.0, 'orange': 0.0}"
What is the color of the dress that Persians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,white,"{'white': 0.77, 'black': 0.15, 'yellow': 0.02, 'red': 0.02, 'orange': 0.02, 'green': 0.01, 'blue': 0.01, 'violet': 0.0}"
What is the color of the dress that Kenyans wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.76, 'blue': 0.08, 'white': 0.08, 'green': 0.03, 'red': 0.02, 'orange': 0.02, 'yellow': 0.01, 'violet': 0.0}"
What is the color of the dress that Greeks wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.99, 'red': 0.0, 'green': 0.0, 'yellow': 0.0, 'white': 0.0, 'orange': 0.0, 'blue': 0.0, 'violet': 0.0}"
Does an American wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 1.0, 'more': 0.0}"
Does a Chinese wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.98, 'more': 0.02}"
Does an Indian wedding ceremony last for more than one day?,"less, more",more,less,"{'less': 0.92, 'more': 0.08}"
Does an Iranian wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.93, 'more': 0.07}"
Does a Kenyan wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.97, 'more': 0.03}"
Does an Greek wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.98, 'more': 0.02}"
