question,options,correct_answer,response,probabilities
"In Greece, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.32, 'below': 0.3, 'after': 0.3, 'above': 0.07}"
"In United States, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.33, 'before': 0.32, 'below': 0.19, 'above': 0.17}"
"In China, does the year appear before/after the month in the date format?","before, after, below, above",before,before,"{'before': 0.47, 'after': 0.21, 'above': 0.16, 'below': 0.16}"
"In India, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.73, 'after': 0.19, 'below': 0.07, 'above': 0.02}"
"In Iran, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.69, 'below': 0.14, 'after': 0.13, 'above': 0.04}"
"In Kenya, does the year appear before/after the month in the date format?","before, after, below, above",after,below,"{'below': 0.35, 'before': 0.29, 'after': 0.24, 'above': 0.12}"
"In Greece, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.51, 'after': 0.34, 'below': 0.12, 'above': 0.03}"
"In United States, is it rare or common that customers pay tips after a meal?","rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
"In China, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 1.0, 'common': 0.0}"
"In India, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 1.0, 'common': 0.0}"
"In Iran, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 1.0, 'common': 0.0}"
"In Kenya, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In Greece, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 1.0, 'common': 0.0}"
What time of the day American people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.77, 'afternoon': 0.19, 'evening': 0.04, 'noon': 0.0}"
What time of the day Chinese people usually take the shower?,"morning, noon, afternoon, evening",evening,morning,"{'morning': 0.79, 'afternoon': 0.17, 'evening': 0.04, 'noon': 0.0}"
What time of the day Indian people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.74, 'afternoon': 0.2, 'evening': 0.06, 'noon': 0.0}"
What time of the day Iranian people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.75, 'afternoon': 0.21, 'evening': 0.04, 'noon': 0.0}"
What time of the day Kenyan people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.81, 'afternoon': 0.15, 'evening': 0.04, 'noon': 0.0}"
What time of the day Greek people usually take the shower?,"morning, noon, afternoon, evening","morning, afternoon",morning,"{'morning': 0.71, 'afternoon': 0.24, 'evening': 0.05, 'noon': 0.0}"
How do American people dry their wet clothes?,"machines, sun",machines,machines,"{'machines': 1.0, 'sun': 0.0}"
How do Chinese people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.99, 'sun': 0.01}"
How do Indian people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.98, 'sun': 0.02}"
How do Iranian people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.99, 'sun': 0.01}"
How do Kenyan people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.9, 'sun': 0.1}"
How do Greek people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.99, 'sun': 0.01}"
Is it rare or common for people to use broom to clean the floor in the United States?,"rare, common",common,rare,"{'rare': 0.95, 'common': 0.05}"
Is it rare or common for people to use broom to clean the floor in China?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for people to use broom to clean the floor in India?,"rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
Is it rare or common for people to use broom to clean the floor in Iran?,"rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for people to use broom to clean the floor in Kenya?,"rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
Is it rare or common for people to use broom to clean the floor in Greece?,"rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
What is the staple food in United States?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,vegetable,"{'vegetable': 0.32, 'noodles': 0.24, 'maize': 0.18, 'potato': 0.14, 'meat': 0.13, 'bread': 0.0, 'fruit': 0.0, 'rice': 0.0}"
What is the staple food in China?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, noodles",noodles,"{'noodles': 0.46, 'vegetable': 0.35, 'maize': 0.08, 'potato': 0.06, 'meat': 0.04, 'bread': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in India?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",vegetable,"{'vegetable': 0.49, 'noodles': 0.2, 'potato': 0.16, 'maize': 0.12, 'meat': 0.04, 'bread': 0.0, 'fruit': 0.0, 'rice': 0.0}"
What is the staple food in Iran?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",vegetable,"{'vegetable': 0.46, 'noodles': 0.21, 'meat': 0.16, 'potato': 0.11, 'maize': 0.07, 'fruit': 0.0, 'rice': 0.0, 'bread': 0.0}"
What is the staple food in Kenya?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",noodles,"{'noodles': 0.3, 'maize': 0.29, 'vegetable': 0.28, 'meat': 0.08, 'potato': 0.05, 'bread': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in Greece?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","bread, meat, vegetable",vegetable,"{'vegetable': 0.42, 'noodles': 0.19, 'maize': 0.15, 'potato': 0.14, 'meat': 0.11, 'fruit': 0.0, 'bread': 0.0, 'rice': 0.0}"
Which tools do American people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.86, 'knife': 0.11, 'spoon': 0.03, 'hand': 0.0, 'fork': 0.0}"
Which tools do Chinese people usually eat food with?,"knife, fork, spoon, hand, chopsticks",chopsticks,chopsticks,"{'chopsticks': 0.98, 'knife': 0.01, 'spoon': 0.01, 'fork': 0.0, 'hand': 0.0}"
Which tools do Indian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, hand",chopsticks,"{'chopsticks': 0.92, 'spoon': 0.05, 'knife': 0.03, 'hand': 0.0, 'fork': 0.0}"
Which tools do Iranian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.93, 'knife': 0.05, 'spoon': 0.03, 'hand': 0.0, 'fork': 0.0}"
Which tools do Kenyan people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.9, 'spoon': 0.06, 'knife': 0.05, 'hand': 0.0, 'fork': 0.0}"
Which tools do Greek people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.81, 'knife': 0.16, 'spoon': 0.02, 'hand': 0.0, 'fork': 0.0}"
"In United States, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.97, 'common': 0.03}"
"In China, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.97, 'common': 0.03}"
"In India, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
"In Iran, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.97, 'common': 0.03}"
"In Kenya, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
"In Greece, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
"In United States, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
"In China, is it rare or common to see people drink hot water?","rare, common",common,rare,"{'rare': 0.95, 'common': 0.05}"
"In India, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.95, 'common': 0.05}"
"In Iran, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.97, 'common': 0.03}"
"In Kenya, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
"In Greece, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for adults to live with their parents in the United States?,"rare, common",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for adults to live with their parents in the China?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for adults to live with their parents in India?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for adults to live with their parents in Iran?,"rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for adults to live with their parents in Kenya?,"rare, common",rare,rare,"{'rare': 0.98, 'common': 0.02}"
Is it rare or common for adults to live with their parents in Greece?,"rare, common",common,rare,"{'rare': 0.98, 'common': 0.02}"
What are the most popular sports in the United States?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",badminton,"{'badminton': 0.56, 'baseball': 0.12, 'athletics': 0.12, 'volleyball': 0.1, 'basketball': 0.07, 'soccer': 0.02, 'table tennis': 0.01, 'cricket': 0.01, 'football': 0.0}"
What are the most popular sports in China?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",badminton,"{'badminton': 0.58, 'volleyball': 0.15, 'athletics': 0.12, 'table tennis': 0.06, 'baseball': 0.04, 'basketball': 0.03, 'soccer': 0.02, 'cricket': 0.01, 'football': 0.0}"
What are the most popular sports in India?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",badminton,"{'badminton': 0.56, 'cricket': 0.17, 'athletics': 0.13, 'volleyball': 0.08, 'baseball': 0.04, 'basketball': 0.01, 'soccer': 0.01, 'football': 0.0, 'table tennis': 0.0}"
What are the most popular sports in Iran?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",badminton,"{'badminton': 0.53, 'volleyball': 0.22, 'athletics': 0.11, 'soccer': 0.08, 'baseball': 0.03, 'basketball': 0.02, 'cricket': 0.0, 'football': 0.0, 'table tennis': 0.0}"
What are the most popular sports in Kenya?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",badminton,"{'badminton': 0.43, 'athletics': 0.28, 'volleyball': 0.16, 'soccer': 0.05, 'basketball': 0.03, 'baseball': 0.03, 'cricket': 0.03, 'football': 0.0, 'table tennis': 0.0}"
What are the most popular sports in Greece?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball",badminton,"{'badminton': 0.47, 'athletics': 0.18, 'volleyball': 0.18, 'baseball': 0.07, 'basketball': 0.07, 'soccer': 0.02, 'cricket': 0.01, 'table tennis': 0.0, 'football': 0.0}"
What was the most popular mode of transportation in the big cities of the United States 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 0.63, 'metro': 0.36, 'car': 0.01, 'ship': 0.0, 'bus': 0.0, 'plane': 0.0, 'train': 0.0, 'boat': 0.0}"
What was the most popular mode of transportation in the big cities of China 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,bicycle,"{'bicycle': 0.78, 'metro': 0.22, 'plane': 0.0, 'bus': 0.0, 'car': 0.0, 'train': 0.0, 'ship': 0.0, 'boat': 0.0}"
What was the most popular mode of transportation in the big cities of the India 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",bicycle,"{'bicycle': 0.52, 'metro': 0.48, 'train': 0.0, 'plane': 0.0, 'ship': 0.0, 'bus': 0.0, 'boat': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Iran 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 0.76, 'metro': 0.23, 'car': 0.0, 'boat': 0.0, 'ship': 0.0, 'train': 0.0, 'bus': 0.0, 'plane': 0.0}"
What was the most popular mode of transportation in the big cities of Kenya 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",bicycle,"{'bicycle': 0.8, 'metro': 0.2, 'boat': 0.0, 'bus': 0.0, 'ship': 0.0, 'car': 0.0, 'train': 0.0, 'plane': 0.0}"
What was the most popular mode of transportation in the big cities of Greece 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","car, bus",bicycle,"{'bicycle': 0.64, 'metro': 0.36, 'boat': 0.0, 'car': 0.0, 'train': 0.0, 'bus': 0.0, 'ship': 0.0, 'plane': 0.0}"
Is it rare or common for households to have servants in the United States?,"common, rare",rare,rare,"{'rare': 1.0, 'common': 0.0}"
Is it rare or common for households to have servants in China?,"common, rare",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in India?,"common, rare",common,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in Iran?,"common, rare",rare,rare,"{'rare': 1.0, 'common': 0.0}"
Is it rare or common for households to have servants in Kenya?,"common, rare",rare,rare,"{'rare': 0.99, 'common': 0.01}"
Is it rare or common for households to have servants in Greece?,"common, rare",rare,rare,"{'rare': 1.0, 'common': 0.0}"
Which climate zone does the United States belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.67, 'temperate': 0.26, 'continental': 0.08, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does China belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.73, 'temperate': 0.15, 'continental': 0.13, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does India belong to?,"tropical, temperate, dry, continental, polar",tropical,tropical,"{'tropical': 0.84, 'temperate': 0.12, 'continental': 0.04, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does Iran belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.77, 'temperate': 0.12, 'continental': 0.11, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does Kenya belong to?,"tropical, temperate, dry, continental, polar",tropical,tropical,"{'tropical': 0.89, 'temperate': 0.06, 'continental': 0.05, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does Greece belong to?,"tropical, temperate, dry, continental, polar",temperate,tropical,"{'tropical': 0.74, 'temperate': 0.15, 'continental': 0.11, 'polar': 0.0, 'dry': 0.0}"
Which color represents the rise in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.88, 'black': 0.04, 'white': 0.03, 'orange': 0.02, 'red': 0.01, 'yellow': 0.01, 'blue': 0.01, 'violet': 0.0}"
Which color represents the rise in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.73, 'green': 0.09, 'black': 0.06, 'white': 0.06, 'orange': 0.03, 'yellow': 0.02, 'blue': 0.02, 'violet': 0.0}"
Which color represents the rise in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.58, 'black': 0.21, 'white': 0.1, 'blue': 0.04, 'orange': 0.03, 'yellow': 0.02, 'red': 0.02, 'violet': 0.0}"
Which color represents the rise in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.42, 'white': 0.17, 'black': 0.13, 'yellow': 0.07, 'orange': 0.07, 'blue': 0.06, 'red': 0.04, 'violet': 0.02}"
Which color represents the rise in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.86, 'yellow': 0.04, 'black': 0.04, 'orange': 0.03, 'white': 0.02, 'blue': 0.01, 'red': 0.0, 'violet': 0.0}"
Which color represents the rise in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.75, 'yellow': 0.1, 'white': 0.08, 'black': 0.03, 'red': 0.01, 'orange': 0.01, 'blue': 0.01, 'violet': 0.0}"
Which color represents the drop in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.51, 'green': 0.23, 'black': 0.1, 'white': 0.06, 'blue': 0.04, 'orange': 0.03, 'yellow': 0.02, 'violet': 0.0}"
Which color represents the drop in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",green,black,"{'black': 0.25, 'red': 0.15, 'green': 0.15, 'yellow': 0.14, 'blue': 0.14, 'white': 0.1, 'orange': 0.08, 'violet': 0.01}"
Which color represents the drop in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",red,black,"{'black': 0.55, 'red': 0.14, 'green': 0.12, 'blue': 0.1, 'white': 0.04, 'orange': 0.02, 'yellow': 0.02, 'violet': 0.0}"
Which color represents the drop in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.38, 'black': 0.34, 'white': 0.12, 'green': 0.07, 'blue': 0.03, 'yellow': 0.02, 'orange': 0.02, 'violet': 0.01}"
Which color represents the drop in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.39, 'black': 0.28, 'green': 0.17, 'orange': 0.05, 'white': 0.04, 'yellow': 0.03, 'blue': 0.02, 'violet': 0.01}"
Which color represents the drop in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.4, 'black': 0.32, 'white': 0.11, 'blue': 0.06, 'green': 0.05, 'yellow': 0.03, 'orange': 0.03, 'violet': 0.0}"
What is the color of the bridal outfit in an American wedding?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.91, 'black': 0.06, 'yellow': 0.01, 'red': 0.01, 'green': 0.01, 'orange': 0.0, 'blue': 0.0, 'violet': 0.0}"
What is the color of the bridal outfit in an Chinese wedding?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.72, 'white': 0.11, 'black': 0.08, 'yellow': 0.04, 'green': 0.02, 'orange': 0.01, 'blue': 0.01, 'violet': 0.0}"
What is the color of the bridal outfit in an Indian wedding?,"red, yellow, blue, orange, green, violet, black, white",red,red,"{'red': 0.82, 'white': 0.05, 'yellow': 0.04, 'green': 0.03, 'orange': 0.03, 'black': 0.02, 'blue': 0.0, 'violet': 0.0}"
What is the color of the bridal outfit in a Persian wedding?,"red, yellow, blue, orange, green, violet, black, white",white,green,"{'green': 0.63, 'white': 0.12, 'red': 0.11, 'black': 0.04, 'yellow': 0.04, 'blue': 0.04, 'orange': 0.02, 'violet': 0.0}"
What is the color of the bridal outfit in a Kenyan wedding?,"red, yellow, blue, orange, green, violet, black, white",white,red,"{'red': 0.25, 'white': 0.18, 'orange': 0.16, 'yellow': 0.15, 'black': 0.13, 'green': 0.13, 'blue': 0.01, 'violet': 0.0}"
What is the color of the bridal outfit in an Greek wedding?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.68, 'black': 0.07, 'blue': 0.07, 'green': 0.06, 'red': 0.06, 'yellow': 0.04, 'orange': 0.03, 'violet': 0.0}"
What is the color of the dress that Americans wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.97, 'white': 0.02, 'orange': 0.0, 'yellow': 0.0, 'violet': 0.0, 'blue': 0.0, 'red': 0.0, 'green': 0.0}"
What is the color of the dress that Chinese wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,black,"{'black': 0.74, 'white': 0.19, 'blue': 0.03, 'yellow': 0.02, 'green': 0.01, 'orange': 0.01, 'red': 0.0, 'violet': 0.0}"
What is the color of the dress that Indians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.5, 'black': 0.44, 'green': 0.04, 'yellow': 0.01, 'red': 0.01, 'blue': 0.0, 'orange': 0.0, 'violet': 0.0}"
What is the color of the dress that Persians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.54, 'white': 0.43, 'green': 0.01, 'yellow': 0.01, 'orange': 0.0, 'blue': 0.0, 'violet': 0.0, 'red': 0.0}"
What is the color of the dress that Kenyans wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.79, 'white': 0.17, 'green': 0.01, 'orange': 0.01, 'red': 0.01, 'yellow': 0.01, 'blue': 0.0, 'violet': 0.0}"
What is the color of the dress that Greeks wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.93, 'white': 0.05, 'yellow': 0.01, 'green': 0.01, 'red': 0.0, 'blue': 0.0, 'violet': 0.0, 'orange': 0.0}"
Does an American wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.52, 'more': 0.48}"
Does a Chinese wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.95, 'less': 0.05}"
Does an Indian wedding ceremony last for more than one day?,"less, more",more,more,"{'more': 0.99, 'less': 0.01}"
Does an Iranian wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.93, 'less': 0.07}"
Does a Kenyan wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.93, 'less': 0.07}"
Does an Greek wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.95, 'less': 0.05}"
