question,options,correct_answer,response,probabilities
Kitengo kipi hupima uzito nchini Marekani?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.79, 'kilogramu': 0.14, 'wanzi': 0.05, 'gramu': 0.01, 'pauni': 0.0}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Celsius,"{'Celsius': 0.65, 'Fahrenheit': 0.32, 'Rankine': 0.03}"
Kitengo kipi hutumika kupima joto nchini China?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.81, 'Fahrenheit': 0.17, 'Rankine': 0.02}"
Kitengo kipi hutumika kupima joto nchini India?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.86, 'Fahrenheit': 0.14, 'Rankine': 0.0}"
Kitengo kipi hutumika kupima joto nchini Uajemi?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.81, 'Fahrenheit': 0.18, 'Rankine': 0.01}"
Kitengo kipi hutumika kupima joto nchini Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.91, 'Fahrenheit': 0.09, 'Rankine': 0.0}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.52, 'Celsius': 0.47, 'Rankine': 0.01}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.7, 'juu': 0.14, 'chini': 0.11, 'baada': 0.05}"
"Nchini China, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.84, 'chini': 0.06, 'juu': 0.05, 'baada': 0.04}"
"Nchini India, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.76, 'juu': 0.1, 'chini': 0.08, 'baada': 0.06}"
"Nchini Uajemi, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.87, 'juu': 0.06, 'baada': 0.04, 'chini': 0.03}"
"Nchini Kenya, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.69, 'juu': 0.15, 'chini': 0.11, 'baada': 0.05}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.73, 'chini': 0.15, 'juu': 0.06, 'baada': 0.05}"
"Nchini marekani, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.84, 'baada': 0.08, 'juu': 0.06, 'chini': 0.03}"
"Nchini China, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.72, 'juu': 0.14, 'chini': 0.08, 'baada': 0.06}"
"Nchini India, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.72, 'chini': 0.17, 'juu': 0.07, 'baada': 0.04}"
"Nchini Uajemi, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.73, 'juu': 0.12, 'chini': 0.08, 'baada': 0.06}"
"Nchini Kenya, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.74, 'juu': 0.14, 'chini': 0.07, 'baada': 0.05}"
"Nchini marekani, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.72, 'juu': 0.12, 'chini': 0.1, 'baada': 0.06}"
"Nchini Marekani, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.72, 'nadra': 0.28}"
"Nchini China, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.71, 'nadra': 0.29}"
"Nchini India, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.71, 'nadra': 0.29}"
"Nchini Uajemi, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.76, 'nadra': 0.24}"
"Nchini Kenya, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.72, 'nadra': 0.28}"
"Nchini Marekani, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,nadra,"{'nadra': 0.59, 'kawaida': 0.41}"
Ni wakati gani wa siku ambapo wamarekani kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,adhuhuri,"{'adhuhuri': 0.52, 'asubuhi': 0.37, 'mchana': 0.09, 'jioni': 0.02}"
Ni wakati gani wa siku ambapo Wachina kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",jioni,asubuhi,"{'asubuhi': 0.51, 'adhuhuri': 0.39, 'mchana': 0.09, 'jioni': 0.02}"
Ni wakati gani wa siku ambapo Wahindi kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,asubuhi,"{'asubuhi': 0.53, 'adhuhuri': 0.36, 'mchana': 0.1, 'jioni': 0.01}"
Ni wakati gani wa siku ambapo Waajemi kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,asubuhi,"{'asubuhi': 0.46, 'adhuhuri': 0.42, 'mchana': 0.09, 'jioni': 0.02}"
Ni wakati gani wa siku ambapo wakenya kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,asubuhi,"{'asubuhi': 0.53, 'adhuhuri': 0.36, 'mchana': 0.09, 'jioni': 0.02}"
Ni wakati gani wa siku ambapo wamarekani kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni","asubuhi, mchana",asubuhi,"{'asubuhi': 0.53, 'adhuhuri': 0.35, 'mchana': 0.11, 'jioni': 0.02}"
Wamarekani hukausha nguo zao kutumia nini?,"mashine, jua",mashine,mashine,"{'mashine': 0.88, 'jua': 0.12}"
Wachina hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.88, 'jua': 0.12}"
Wahindi hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.9, 'jua': 0.1}"
Waajemi hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.87, 'jua': 0.13}"
Wakenya hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.93, 'jua': 0.07}"
Wamarekani hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.88, 'jua': 0.12}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini China?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.61, 'nadra': 0.39}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini India?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Uajemi?,"nadra, kawaida",nadra,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Kenya?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.64, 'nadra': 0.36}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Chakula kikuu nchini Marekani ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi",mkate,mahindi,"{'mahindi': 0.47, 'mboga': 0.33, 'nyama': 0.11, 'viazi': 0.04, 'mkate': 0.03, 'wali': 0.01, 'tunda': 0.0, 'tambi': 0.0}"
Chakula kikuu nchini China ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, tambi",mahindi,"{'mahindi': 0.51, 'mboga': 0.34, 'nyama': 0.05, 'viazi': 0.05, 'mkate': 0.03, 'wali': 0.01, 'tambi': 0.0, 'tunda': 0.0}"
Chakula kikuu nchini India ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, mkate",mahindi,"{'mahindi': 0.55, 'mboga': 0.28, 'nyama': 0.09, 'viazi': 0.05, 'mkate': 0.02, 'wali': 0.01, 'tambi': 0.0, 'tunda': 0.0}"
Chakula kikuu nchini Uajemi ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, mkate",mahindi,"{'mahindi': 0.55, 'mboga': 0.3, 'nyama': 0.05, 'viazi': 0.05, 'mkate': 0.03, 'wali': 0.01, 'tambi': 0.0, 'tunda': 0.0}"
Chakula kikuu nchini Kenya ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","mboga, mahindi",mahindi,"{'mahindi': 0.53, 'mboga': 0.3, 'nyama': 0.07, 'viazi': 0.06, 'mkate': 0.02, 'wali': 0.01, 'tambi': 0.0, 'tunda': 0.0}"
Chakula kikuu nchini Marekani ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","mkate, nyama, mboga",mahindi,"{'mahindi': 0.44, 'mboga': 0.39, 'nyama': 0.08, 'viazi': 0.04, 'mkate': 0.03, 'wali': 0.01, 'tunda': 0.0, 'tambi': 0.0}"
Wamarekani hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kisu, uma",kijiko,"{'kijiko': 0.73, 'vijiti': 0.11, 'mkono': 0.09, 'kisu': 0.06, 'uma': 0.0}"
Wachina hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti",vijiti,kijiko,"{'kijiko': 0.79, 'vijiti': 0.1, 'kisu': 0.06, 'mkono': 0.05, 'uma': 0.0}"
Wahindi hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, mkono",kijiko,"{'kijiko': 0.78, 'vijiti': 0.1, 'kisu': 0.06, 'mkono': 0.06, 'uma': 0.0}"
Waajemi hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, uma",kijiko,"{'kijiko': 0.78, 'vijiti': 0.1, 'mkono': 0.06, 'kisu': 0.06, 'uma': 0.0}"
Wakenya hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, uma",kijiko,"{'kijiko': 0.7, 'vijiti': 0.13, 'kisu': 0.1, 'mkono': 0.07, 'uma': 0.0}"
Wamarekani hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kisu, uma",kijiko,"{'kijiko': 0.73, 'vijiti': 0.11, 'mkono': 0.1, 'kisu': 0.06, 'uma': 0.0}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.55, 'kawaida': 0.45}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini China?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.64, 'nadra': 0.36}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini India?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.67, 'nadra': 0.33}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Uajemi?,"nadra, kawaida",nadra,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Kenya?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.56, 'kawaida': 0.44}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.63, 'nadra': 0.37}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.71, 'nadra': 0.29}"
"Nchini China, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.56, 'kawaida': 0.44}"
"Nchini India, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.7, 'nadra': 0.3}"
"Nchini Uajemi, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.68, 'nadra': 0.32}"
"Nchini Kenya, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.69, 'nadra': 0.31}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.71, 'nadra': 0.29}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.68, 'nadra': 0.32}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini China?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.61, 'nadra': 0.39}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini India?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.64, 'nadra': 0.36}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Uajemi?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.51, 'nadra': 0.49}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Kenya?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.63, 'nadra': 0.37}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.68, 'nadra': 0.32}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu, besiboli",mpira wa kikapu,"{'mpira wa kikapu': 0.35, 'mpira wa miguu': 0.3, 'mpira wa Vinyoya': 0.24, 'tenisi ya meza': 0.08, 'Voliboli': 0.02, 'Kriketi': 0.01, 'riadha': 0.0, 'besiboli': 0.0, 'soka': 0.0}"
Ni michezo ipi maarufu nchini China?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","tenisi ya meza, mpira wa Vinyoya",mpira wa kikapu,"{'mpira wa kikapu': 0.34, 'mpira wa miguu': 0.31, 'mpira wa Vinyoya': 0.25, 'tenisi ya meza': 0.08, 'riadha': 0.01, 'Voliboli': 0.01, 'Kriketi': 0.01, 'besiboli': 0.0, 'soka': 0.0}"
Ni michezo ipi maarufu nchini India?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","Kriketi, mpira wa Vinyoya, soka",mpira wa kikapu,"{'mpira wa kikapu': 0.39, 'mpira wa miguu': 0.25, 'mpira wa Vinyoya': 0.21, 'tenisi ya meza': 0.07, 'Kriketi': 0.06, 'riadha': 0.01, 'Voliboli': 0.01, 'besiboli': 0.0, 'soka': 0.0}"
Ni michezo ipi maarufu nchini Uajemi?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, Voliboli",mpira wa kikapu,"{'mpira wa kikapu': 0.35, 'mpira wa miguu': 0.27, 'mpira wa Vinyoya': 0.25, 'tenisi ya meza': 0.08, 'Kriketi': 0.03, 'Voliboli': 0.01, 'soka': 0.0, 'besiboli': 0.0, 'riadha': 0.0}"
Ni michezo ipi maarufu nchini Kenya?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, riadha",mpira wa kikapu,"{'mpira wa kikapu': 0.39, 'mpira wa miguu': 0.28, 'mpira wa Vinyoya': 0.21, 'tenisi ya meza': 0.09, 'Voliboli': 0.01, 'Kriketi': 0.01, 'soka': 0.0, 'riadha': 0.0, 'besiboli': 0.0}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu",mpira wa kikapu,"{'mpira wa kikapu': 0.35, 'mpira wa Vinyoya': 0.28, 'mpira wa miguu': 0.28, 'tenisi ya meza': 0.07, 'Voliboli': 0.01, 'Kriketi': 0.01, 'riadha': 0.0, 'soka': 0.0, 'besiboli': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,gari ya moshi,"{'gari ya moshi': 0.5, 'baiskeli': 0.36, 'mashua': 0.08, 'meli': 0.02, 'basi': 0.02, 'ndege': 0.02, 'gari': 0.01, 'metro': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uchina?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",baiskeli,gari ya moshi,"{'gari ya moshi': 0.58, 'baiskeli': 0.27, 'mashua': 0.06, 'basi': 0.03, 'ndege': 0.02, 'metro': 0.01, 'gari': 0.01, 'meli': 0.01}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini India?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","basi, gari ya moshi",gari ya moshi,"{'gari ya moshi': 0.42, 'baiskeli': 0.34, 'mashua': 0.17, 'ndege': 0.03, 'metro': 0.02, 'meli': 0.02, 'basi': 0.01, 'gari': 0.01}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uajemi?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,gari ya moshi,"{'gari ya moshi': 0.41, 'baiskeli': 0.36, 'basi': 0.09, 'mashua': 0.06, 'metro': 0.02, 'ndege': 0.02, 'meli': 0.02, 'gari': 0.01}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Kenya?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",gari ya moshi,"{'gari ya moshi': 0.41, 'baiskeli': 0.39, 'mashua': 0.08, 'ndege': 0.06, 'basi': 0.03, 'meli': 0.03, 'metro': 0.01, 'gari': 0.01}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",gari ya moshi,"{'gari ya moshi': 0.42, 'baiskeli': 0.39, 'mashua': 0.08, 'basi': 0.07, 'ndege': 0.02, 'meli': 0.02, 'metro': 0.01, 'gari': 0.01}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.54, 'nadra': 0.46}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini China?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.62, 'nadra': 0.38}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini India?,"kawaida, nadra",kawaida,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Uajemi?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.51, 'nadra': 0.49}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Kenya?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.53, 'nadra': 0.47}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.54, 'nadra': 0.46}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.71, 'kitropiki': 0.22, 'ukavu': 0.07, 'polar': 0.0, 'bara': 0.0}"
China ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.68, 'kitropiki': 0.26, 'ukavu': 0.06, 'polar': 0.0, 'bara': 0.0}"
India ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.53, 'kitropiki': 0.37, 'ukavu': 0.09, 'bara': 0.0, 'polar': 0.0}"
Uajemi ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.62, 'kitropiki': 0.21, 'ukavu': 0.16, 'polar': 0.0, 'bara': 0.0}"
Kenya ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.58, 'kitropiki': 0.35, 'ukavu': 0.07, 'polar': 0.0, 'bara': 0.0}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.7, 'kitropiki': 0.23, 'ukavu': 0.07, 'bara': 0.0, 'polar': 0.0}"
