question,options,correct_answer,response,probabilities
Kitengo kipi hupima uzito nchini Marekani?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,kilogramu,"{'kilogramu': 0.89, 'miligramuuu': 0.1, 'gramu': 0.01, 'pauni': 0.0, 'wanzi': 0.0}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Celsius,"{'Celsius': 0.7, 'Fahrenheit': 0.16, 'Rankine': 0.14}"
Kitengo kipi hutumika kupima joto nchini China?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.76, 'Rankine': 0.18, 'Fahrenheit': 0.07}"
Kitengo kipi hutumika kupima joto nchini India?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.76, 'Rankine': 0.16, 'Fahrenheit': 0.08}"
Kitengo kipi hutumika kupima joto nchini Uajemi?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.8, 'Rankine': 0.15, 'Fahrenheit': 0.05}"
Kitengo kipi hutumika kupima joto nchini Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.73, 'Rankine': 0.21, 'Fahrenheit': 0.05}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.63, 'Fahrenheit': 0.26, 'Rankine': 0.11}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 1.0, 'baada': 0.0, 'chini': 0.0, 'juu': 0.0}"
"Nchini China, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.99, 'baada': 0.01, 'chini': 0.0, 'juu': 0.0}"
"Nchini India, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 1.0, 'chini': 0.0, 'baada': 0.0, 'juu': 0.0}"
"Nchini Uajemi, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.99, 'baada': 0.01, 'juu': 0.0, 'chini': 0.0}"
"Nchini Kenya, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 1.0, 'baada': 0.0, 'juu': 0.0, 'chini': 0.0}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 1.0, 'baada': 0.0, 'chini': 0.0, 'juu': 0.0}"
"Nchini marekani, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 1.0, 'baada': 0.0, 'juu': 0.0, 'chini': 0.0}"
"Nchini China, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 1.0, 'juu': 0.0, 'chini': 0.0, 'baada': 0.0}"
"Nchini India, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 1.0, 'baada': 0.0, 'chini': 0.0, 'juu': 0.0}"
"Nchini Uajemi, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 1.0, 'chini': 0.0, 'baada': 0.0, 'juu': 0.0}"
"Nchini Kenya, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 1.0, 'baada': 0.0, 'juu': 0.0, 'chini': 0.0}"
"Nchini marekani, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 1.0, 'baada': 0.0, 'juu': 0.0, 'chini': 0.0}"
"Nchini Marekani, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.89, 'kawaida': 0.11}"
"Nchini China, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.59, 'nadra': 0.41}"
"Nchini India, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,nadra,"{'nadra': 0.6, 'kawaida': 0.4}"
"Nchini Uajemi, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,nadra,"{'nadra': 0.91, 'kawaida': 0.09}"
"Nchini Kenya, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.5, 'nadra': 0.5}"
"Nchini Marekani, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,nadra,"{'nadra': 0.89, 'kawaida': 0.11}"
Ni wakati gani wa siku ambapo wamarekani kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,adhuhuri,"{'adhuhuri': 0.63, 'asubuhi': 0.36, 'jioni': 0.0, 'mchana': 0.0}"
Ni wakati gani wa siku ambapo Wachina kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",jioni,adhuhuri,"{'adhuhuri': 0.59, 'asubuhi': 0.41, 'jioni': 0.01, 'mchana': 0.0}"
Ni wakati gani wa siku ambapo Wahindi kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,adhuhuri,"{'adhuhuri': 0.7, 'asubuhi': 0.3, 'mchana': 0.0, 'jioni': 0.0}"
Ni wakati gani wa siku ambapo Waajemi kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,adhuhuri,"{'adhuhuri': 0.61, 'asubuhi': 0.39, 'jioni': 0.0, 'mchana': 0.0}"
Ni wakati gani wa siku ambapo wakenya kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,adhuhuri,"{'adhuhuri': 0.69, 'asubuhi': 0.31, 'mchana': 0.0, 'jioni': 0.0}"
Ni wakati gani wa siku ambapo wamarekani kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni","asubuhi, mchana",adhuhuri,"{'adhuhuri': 0.54, 'asubuhi': 0.45, 'jioni': 0.0, 'mchana': 0.0}"
Wamarekani hukausha nguo zao kutumia nini?,"mashine, jua",mashine,mashine,"{'mashine': 1.0, 'jua': 0.0}"
Wachina hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 1.0, 'jua': 0.0}"
Wahindi hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 1.0, 'jua': 0.0}"
Waajemi hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.99, 'jua': 0.01}"
Wakenya hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.98, 'jua': 0.02}"
Wamarekani hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 1.0, 'jua': 0.0}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Marekani?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.78, 'kawaida': 0.22}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini China?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.79, 'kawaida': 0.21}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini India?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.79, 'kawaida': 0.21}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Uajemi?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.86, 'kawaida': 0.14}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Kenya?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.62, 'kawaida': 0.38}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Marekani?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.66, 'kawaida': 0.34}"
Chakula kikuu nchini Marekani ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi",mkate,tambi,"{'tambi': 0.63, 'mahindi': 0.32, 'nyama': 0.02, 'mboga': 0.01, 'viazi': 0.01, 'wali': 0.01, 'mkate': 0.01, 'tunda': 0.0}"
Chakula kikuu nchini China ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, tambi",tambi,"{'tambi': 0.9, 'mahindi': 0.05, 'wali': 0.02, 'mboga': 0.01, 'viazi': 0.01, 'nyama': 0.01, 'tunda': 0.0, 'mkate': 0.0}"
Chakula kikuu nchini India ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, mkate",tambi,"{'tambi': 0.87, 'mahindi': 0.08, 'nyama': 0.03, 'viazi': 0.01, 'wali': 0.0, 'tunda': 0.0, 'mkate': 0.0, 'mboga': 0.0}"
Chakula kikuu nchini Uajemi ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, mkate",tambi,"{'tambi': 0.87, 'mahindi': 0.07, 'wali': 0.03, 'mkate': 0.01, 'nyama': 0.01, 'viazi': 0.01, 'mboga': 0.0, 'tunda': 0.0}"
Chakula kikuu nchini Kenya ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","mboga, mahindi",tambi,"{'tambi': 0.64, 'mahindi': 0.31, 'viazi': 0.01, 'wali': 0.01, 'nyama': 0.01, 'mkate': 0.01, 'tunda': 0.0, 'mboga': 0.0}"
Chakula kikuu nchini Marekani ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","mkate, nyama, mboga",tambi,"{'tambi': 0.55, 'mahindi': 0.41, 'viazi': 0.02, 'wali': 0.01, 'mkate': 0.01, 'tunda': 0.0, 'nyama': 0.0, 'mboga': 0.0}"
Wamarekani hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kisu, uma",kijiko,"{'kijiko': 0.76, 'uma': 0.09, 'mkono': 0.06, 'vijiti': 0.05, 'kisu': 0.02}"
Wachina hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti",vijiti,kijiko,"{'kijiko': 0.85, 'vijiti': 0.12, 'uma': 0.02, 'kisu': 0.01, 'mkono': 0.01}"
Wahindi hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, mkono",kijiko,"{'kijiko': 0.88, 'vijiti': 0.06, 'kisu': 0.04, 'mkono': 0.02, 'uma': 0.0}"
Waajemi hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, uma",kijiko,"{'kijiko': 0.85, 'vijiti': 0.11, 'kisu': 0.03, 'uma': 0.01, 'mkono': 0.01}"
Wakenya hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, uma",kijiko,"{'kijiko': 0.66, 'mkono': 0.16, 'vijiti': 0.12, 'kisu': 0.05, 'uma': 0.0}"
Wamarekani hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kisu, uma",kijiko,"{'kijiko': 0.83, 'vijiti': 0.06, 'mkono': 0.05, 'uma': 0.04, 'kisu': 0.02}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.75, 'kawaida': 0.25}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini China?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.74, 'kawaida': 0.26}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini India?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.75, 'kawaida': 0.25}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Uajemi?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.81, 'kawaida': 0.19}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Kenya?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.73, 'kawaida': 0.27}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",kawaida,nadra,"{'nadra': 0.75, 'kawaida': 0.25}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.93, 'kawaida': 0.07}"
"Nchini China, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.92, 'kawaida': 0.08}"
"Nchini India, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.97, 'kawaida': 0.03}"
"Nchini Uajemi, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.94, 'kawaida': 0.06}"
"Nchini Kenya, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.61, 'kawaida': 0.39}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.93, 'kawaida': 0.07}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",nadra,nadra,"{'nadra': 0.85, 'kawaida': 0.15}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini China?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.79, 'kawaida': 0.21}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini India?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.86, 'kawaida': 0.14}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Uajemi?","nadra, kawaida",nadra,nadra,"{'nadra': 0.91, 'kawaida': 0.09}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Kenya?","nadra, kawaida",nadra,nadra,"{'nadra': 0.8, 'kawaida': 0.2}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.81, 'kawaida': 0.19}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu, besiboli",mpira wa kikapu,"{'mpira wa kikapu': 0.37, 'mpira wa miguu': 0.18, 'tenisi ya meza': 0.14, 'besiboli': 0.13, 'riadha': 0.08, 'mpira wa Vinyoya': 0.06, 'Voliboli': 0.03, 'Kriketi': 0.01, 'soka': 0.0}"
Ni michezo ipi maarufu nchini China?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","tenisi ya meza, mpira wa Vinyoya",mpira wa kikapu,"{'mpira wa kikapu': 0.41, 'tenisi ya meza': 0.17, 'mpira wa miguu': 0.16, 'mpira wa Vinyoya': 0.09, 'besiboli': 0.07, 'riadha': 0.05, 'Voliboli': 0.04, 'Kriketi': 0.01, 'soka': 0.0}"
Ni michezo ipi maarufu nchini India?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","Kriketi, mpira wa Vinyoya, soka",mpira wa kikapu,"{'mpira wa kikapu': 0.35, 'mpira wa Vinyoya': 0.19, 'mpira wa miguu': 0.14, 'tenisi ya meza': 0.11, 'riadha': 0.07, 'besiboli': 0.06, 'Voliboli': 0.05, 'Kriketi': 0.03, 'soka': 0.0}"
Ni michezo ipi maarufu nchini Uajemi?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, Voliboli",mpira wa kikapu,"{'mpira wa kikapu': 0.43, 'mpira wa miguu': 0.14, 'tenisi ya meza': 0.12, 'mpira wa Vinyoya': 0.1, 'besiboli': 0.08, 'riadha': 0.06, 'Voliboli': 0.05, 'Kriketi': 0.02, 'soka': 0.0}"
Ni michezo ipi maarufu nchini Kenya?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, riadha",mpira wa kikapu,"{'mpira wa kikapu': 0.31, 'mpira wa miguu': 0.23, 'tenisi ya meza': 0.15, 'riadha': 0.11, 'besiboli': 0.08, 'Voliboli': 0.05, 'mpira wa Vinyoya': 0.05, 'Kriketi': 0.02, 'soka': 0.0}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu",mpira wa kikapu,"{'mpira wa kikapu': 0.45, 'mpira wa Vinyoya': 0.19, 'mpira wa miguu': 0.11, 'besiboli': 0.08, 'tenisi ya meza': 0.07, 'riadha': 0.05, 'Voliboli': 0.04, 'Kriketi': 0.01, 'soka': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,gari ya moshi,"{'gari ya moshi': 0.53, 'metro': 0.18, 'baiskeli': 0.15, 'mashua': 0.13, 'gari': 0.0, 'meli': 0.0, 'ndege': 0.0, 'basi': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uchina?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",baiskeli,gari ya moshi,"{'gari ya moshi': 0.6, 'metro': 0.19, 'baiskeli': 0.15, 'mashua': 0.06, 'gari': 0.0, 'basi': 0.0, 'meli': 0.0, 'ndege': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini India?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","basi, gari ya moshi",gari ya moshi,"{'gari ya moshi': 0.38, 'baiskeli': 0.28, 'metro': 0.25, 'mashua': 0.08, 'meli': 0.0, 'ndege': 0.0, 'basi': 0.0, 'gari': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uajemi?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,gari ya moshi,"{'gari ya moshi': 0.59, 'metro': 0.21, 'baiskeli': 0.14, 'mashua': 0.06, 'basi': 0.0, 'ndege': 0.0, 'gari': 0.0, 'meli': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Kenya?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",gari ya moshi,"{'gari ya moshi': 0.44, 'baiskeli': 0.3, 'metro': 0.16, 'mashua': 0.1, 'basi': 0.0, 'ndege': 0.0, 'meli': 0.0, 'gari': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",gari ya moshi,"{'gari ya moshi': 0.43, 'metro': 0.25, 'baiskeli': 0.22, 'mashua': 0.09, 'ndege': 0.0, 'gari': 0.0, 'basi': 0.0, 'meli': 0.0}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.7, 'kawaida': 0.3}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini China?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.76, 'kawaida': 0.24}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini India?,"kawaida, nadra",kawaida,nadra,"{'nadra': 0.84, 'kawaida': 0.16}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Uajemi?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.79, 'kawaida': 0.21}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Kenya?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.73, 'kawaida': 0.27}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.61, 'kawaida': 0.39}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.63, 'kitropiki': 0.22, 'ukavu': 0.15, 'bara': 0.0, 'polar': 0.0}"
China ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.69, 'kitropiki': 0.17, 'ukavu': 0.13, 'polar': 0.0, 'bara': 0.0}"
India ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.79, 'kitropiki': 0.15, 'ukavu': 0.06, 'polar': 0.0, 'bara': 0.0}"
Uajemi ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.59, 'kitropiki': 0.22, 'ukavu': 0.19, 'polar': 0.0, 'bara': 0.0}"
Kenya ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.56, 'kitropiki': 0.27, 'ukavu': 0.17, 'polar': 0.0, 'bara': 0.0}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.6, 'kitropiki': 0.25, 'ukavu': 0.14, 'polar': 0.0, 'bara': 0.0}"
