question,options,correct_answer,response,probabilities
What is the unit of measuring weight in Greece?,"ounce, pound, miligram, gram, kilogram",kilogram,kilogram,"{'kilogram': 0.74, 'miligram': 0.24, 'pound': 0.01, 'ounce': 0.0, 'gram': 0.0}"
What is the unit of measuring temperature in the United States?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Fahrenheit,"{'Fahrenheit': 0.57, 'Celsius': 0.43, 'Rankine': 0.01}"
What is the unit of measuring temperature in China?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.8, 'Fahrenheit': 0.2, 'Rankine': 0.01}"
What is the unit of measuring temperature in India?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.8, 'Fahrenheit': 0.2, 'Rankine': 0.0}"
What is the unit of measuring temperature in Iran?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.73, 'Fahrenheit': 0.26, 'Rankine': 0.0}"
What is the unit of measuring temperature in Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.81, 'Fahrenheit': 0.18, 'Rankine': 0.0}"
What is the unit of measuring temperature in Greece?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.77, 'Fahrenheit': 0.23, 'Rankine': 0.0}"
"In United States, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.68, 'before': 0.28, 'above': 0.02, 'below': 0.02}"
"In China, does the month appear before/after the year in the date format?","before, after, below, above",after,after,"{'after': 0.63, 'before': 0.37, 'below': 0.0, 'above': 0.0}"
"In India, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.93, 'before': 0.07, 'above': 0.0, 'below': 0.0}"
"In Iran, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.68, 'before': 0.32, 'above': 0.0, 'below': 0.0}"
"In Kenya, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.9, 'before': 0.1, 'above': 0.0, 'below': 0.0}"
"In Greece, does the month appear before/after the year in the date format?","before, after, below, above",before,after,"{'after': 0.94, 'before': 0.05, 'below': 0.01, 'above': 0.0}"
"In United States, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.7, 'before': 0.29, 'below': 0.01, 'above': 0.0}"
"In China, does the year appear before/after the month in the date format?","before, after, below, above",before,after,"{'after': 0.68, 'before': 0.31, 'above': 0.01, 'below': 0.01}"
"In India, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.87, 'before': 0.12, 'below': 0.01, 'above': 0.0}"
"In Iran, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.87, 'before': 0.13, 'above': 0.0, 'below': 0.0}"
"In Kenya, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.91, 'before': 0.08, 'above': 0.0, 'below': 0.0}"
"In Greece, does the year appear before/after the month in the date format?","before, after, below, above",after,after,"{'after': 0.69, 'before': 0.3, 'above': 0.0, 'below': 0.0}"
"In United States, is it rare or common that customers pay tips after a meal?","rare, common",common,common,"{'common': 0.79, 'rare': 0.21}"
"In China, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.66, 'common': 0.34}"
"In India, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.8, 'rare': 0.2}"
"In Iran, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.63, 'common': 0.37}"
"In Kenya, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.61, 'rare': 0.39}"
"In Greece, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.8, 'rare': 0.2}"
What time of the day American people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 1.0, 'evening': 0.0, 'afternoon': 0.0, 'morning': 0.0}"
What time of the day Chinese people usually take the shower?,"morning, noon, afternoon, evening",evening,noon,"{'noon': 1.0, 'morning': 0.0, 'evening': 0.0, 'afternoon': 0.0}"
What time of the day Indian people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 1.0, 'morning': 0.0, 'afternoon': 0.0, 'evening': 0.0}"
What time of the day Iranian people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 1.0, 'evening': 0.0, 'morning': 0.0, 'afternoon': 0.0}"
What time of the day Kenyan people usually take the shower?,"morning, noon, afternoon, evening",morning,noon,"{'noon': 1.0, 'morning': 0.0, 'evening': 0.0, 'afternoon': 0.0}"
What time of the day Greek people usually take the shower?,"morning, noon, afternoon, evening","morning, afternoon",noon,"{'noon': 1.0, 'morning': 0.0, 'afternoon': 0.0, 'evening': 0.0}"
How do American people dry their wet clothes?,"machines, sun",machines,machines,"{'machines': 0.95, 'sun': 0.05}"
How do Chinese people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.82, 'sun': 0.18}"
How do Indian people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.69, 'machines': 0.31}"
How do Iranian people dry their wet clothes?,"machines, sun",sun,sun,"{'sun': 0.75, 'machines': 0.25}"
How do Kenyan people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.79, 'sun': 0.21}"
How do Greek people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.64, 'sun': 0.36}"
Is it rare or common for people to use broom to clean the floor in the United States?,"rare, common",common,common,"{'common': 0.91, 'rare': 0.09}"
Is it rare or common for people to use broom to clean the floor in China?,"rare, common",common,common,"{'common': 0.89, 'rare': 0.11}"
Is it rare or common for people to use broom to clean the floor in India?,"rare, common",common,common,"{'common': 0.92, 'rare': 0.08}"
Is it rare or common for people to use broom to clean the floor in Iran?,"rare, common",rare,common,"{'common': 0.88, 'rare': 0.12}"
Is it rare or common for people to use broom to clean the floor in Kenya?,"rare, common",common,common,"{'common': 0.94, 'rare': 0.06}"
Is it rare or common for people to use broom to clean the floor in Greece?,"rare, common",common,common,"{'common': 0.89, 'rare': 0.11}"
What is the staple food in United States?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,noodles,"{'noodles': 0.79, 'maize': 0.09, 'potato': 0.07, 'vegetable': 0.04, 'meat': 0.0, 'fruit': 0.0, 'bread': 0.0, 'rice': 0.0}"
What is the staple food in China?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, noodles",noodles,"{'noodles': 0.69, 'rice': 0.14, 'potato': 0.09, 'vegetable': 0.06, 'maize': 0.01, 'bread': 0.0, 'fruit': 0.0, 'meat': 0.0}"
What is the staple food in India?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.49, 'vegetable': 0.24, 'potato': 0.16, 'rice': 0.09, 'maize': 0.03, 'meat': 0.0, 'bread': 0.0, 'fruit': 0.0}"
What is the staple food in Iran?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.75, 'potato': 0.1, 'vegetable': 0.09, 'maize': 0.04, 'rice': 0.03, 'meat': 0.0, 'bread': 0.0, 'fruit': 0.0}"
What is the staple food in Kenya?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",maize,"{'maize': 0.52, 'noodles': 0.34, 'potato': 0.1, 'vegetable': 0.04, 'meat': 0.0, 'rice': 0.0, 'bread': 0.0, 'fruit': 0.0}"
What is the staple food in Greece?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","bread, meat, vegetable",noodles,"{'noodles': 0.69, 'potato': 0.17, 'vegetable': 0.11, 'maize': 0.03, 'meat': 0.0, 'bread': 0.0, 'fruit': 0.0, 'rice': 0.0}"
Which tools do American people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.96, 'knife': 0.04, 'fork': 0.0, 'spoon': 0.0, 'hand': 0.0}"
Which tools do Chinese people usually eat food with?,"knife, fork, spoon, hand, chopsticks",chopsticks,chopsticks,"{'chopsticks': 0.99, 'knife': 0.01, 'spoon': 0.0, 'hand': 0.0, 'fork': 0.0}"
Which tools do Indian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, hand",chopsticks,"{'chopsticks': 0.97, 'knife': 0.02, 'spoon': 0.01, 'fork': 0.0, 'hand': 0.0}"
Which tools do Iranian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.92, 'spoon': 0.04, 'knife': 0.04, 'hand': 0.0, 'fork': 0.0}"
Which tools do Kenyan people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.95, 'knife': 0.04, 'spoon': 0.01, 'fork': 0.0, 'hand': 0.0}"
Which tools do Greek people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.95, 'knife': 0.04, 'spoon': 0.01, 'fork': 0.0, 'hand': 0.0}"
"In United States, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.73, 'rare': 0.27}"
"In China, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.71, 'rare': 0.29}"
"In India, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.75, 'rare': 0.25}"
"In Iran, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.57, 'rare': 0.43}"
"In Kenya, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.85, 'rare': 0.15}"
"In Greece, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.81, 'rare': 0.19}"
"In United States, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.89, 'rare': 0.11}"
"In China, is it rare or common to see people drink hot water?","rare, common",common,common,"{'common': 0.89, 'rare': 0.11}"
"In India, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.91, 'rare': 0.09}"
"In Iran, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.85, 'rare': 0.15}"
"In Kenya, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.89, 'rare': 0.11}"
"In Greece, is it rare or common to see people drink hot water?","rare, common",rare,common,"{'common': 0.89, 'rare': 0.11}"
Is it rare or common for adults to live with their parents in the United States?,"rare, common",rare,common,"{'common': 0.84, 'rare': 0.16}"
Is it rare or common for adults to live with their parents in the China?,"rare, common",common,common,"{'common': 0.83, 'rare': 0.17}"
Is it rare or common for adults to live with their parents in India?,"rare, common",common,common,"{'common': 0.92, 'rare': 0.08}"
Is it rare or common for adults to live with their parents in Iran?,"rare, common",rare,common,"{'common': 0.91, 'rare': 0.09}"
Is it rare or common for adults to live with their parents in Kenya?,"rare, common",rare,common,"{'common': 0.88, 'rare': 0.12}"
Is it rare or common for adults to live with their parents in Greece?,"rare, common",common,common,"{'common': 0.87, 'rare': 0.13}"
What are the most popular sports in the United States?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",badminton,"{'badminton': 0.54, 'volleyball': 0.32, 'athletics': 0.1, 'soccer': 0.02, 'cricket': 0.01, 'baseball': 0.0, 'table tennis': 0.0, 'basketball': 0.0, 'football': 0.0}"
What are the most popular sports in China?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",badminton,"{'badminton': 0.53, 'volleyball': 0.29, 'soccer': 0.09, 'athletics': 0.07, 'cricket': 0.01, 'football': 0.0, 'basketball': 0.0, 'baseball': 0.0, 'table tennis': 0.0}"
What are the most popular sports in India?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",badminton,"{'badminton': 0.44, 'cricket': 0.25, 'volleyball': 0.23, 'athletics': 0.07, 'soccer': 0.01, 'baseball': 0.0, 'table tennis': 0.0, 'football': 0.0, 'basketball': 0.0}"
What are the most popular sports in Iran?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",badminton,"{'badminton': 0.45, 'volleyball': 0.35, 'soccer': 0.1, 'athletics': 0.06, 'cricket': 0.03, 'table tennis': 0.0, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What are the most popular sports in Kenya?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",volleyball,"{'volleyball': 0.35, 'badminton': 0.22, 'soccer': 0.16, 'athletics': 0.14, 'cricket': 0.13, 'table tennis': 0.0, 'basketball': 0.0, 'football': 0.0, 'baseball': 0.0}"
What are the most popular sports in Greece?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball",volleyball,"{'volleyball': 0.35, 'badminton': 0.32, 'athletics': 0.18, 'soccer': 0.14, 'cricket': 0.01, 'table tennis': 0.0, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What was the most popular mode of transportation in the big cities of the United States 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 0.81, 'metro': 0.19, 'car': 0.0, 'boat': 0.0, 'ship': 0.0, 'bus': 0.0, 'train': 0.0, 'plane': 0.0}"
What was the most popular mode of transportation in the big cities of China 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,bicycle,"{'bicycle': 0.95, 'metro': 0.05, 'train': 0.0, 'boat': 0.0, 'bus': 0.0, 'plane': 0.0, 'car': 0.0, 'ship': 0.0}"
What was the most popular mode of transportation in the big cities of the India 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",bicycle,"{'bicycle': 0.94, 'metro': 0.06, 'boat': 0.0, 'plane': 0.0, 'ship': 0.0, 'bus': 0.0, 'train': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Iran 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,bicycle,"{'bicycle': 0.94, 'metro': 0.06, 'bus': 0.0, 'train': 0.0, 'boat': 0.0, 'plane': 0.0, 'car': 0.0, 'ship': 0.0}"
What was the most popular mode of transportation in the big cities of Kenya 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",bicycle,"{'bicycle': 0.97, 'metro': 0.03, 'plane': 0.0, 'boat': 0.0, 'bus': 0.0, 'train': 0.0, 'ship': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Greece 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","car, bus",bicycle,"{'bicycle': 0.93, 'metro': 0.07, 'bus': 0.0, 'plane': 0.0, 'boat': 0.0, 'ship': 0.0, 'train': 0.0, 'car': 0.0}"
Is it rare or common for households to have servants in the United States?,"common, rare",rare,rare,"{'rare': 0.54, 'common': 0.46}"
Is it rare or common for households to have servants in China?,"common, rare",rare,common,"{'common': 0.6, 'rare': 0.4}"
Is it rare or common for households to have servants in India?,"common, rare",common,common,"{'common': 0.69, 'rare': 0.31}"
Is it rare or common for households to have servants in Iran?,"common, rare",rare,common,"{'common': 0.81, 'rare': 0.19}"
Is it rare or common for households to have servants in Kenya?,"common, rare",rare,common,"{'common': 0.79, 'rare': 0.21}"
Is it rare or common for households to have servants in Greece?,"common, rare",rare,common,"{'common': 0.74, 'rare': 0.26}"
Which climate zone does the United States belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.62, 'temperate': 0.38, 'polar': 0.0, 'dry': 0.0, 'tropical': 0.0}"
Which climate zone does China belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.58, 'temperate': 0.42, 'tropical': 0.0, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does India belong to?,"tropical, temperate, dry, continental, polar",tropical,continental,"{'continental': 0.58, 'temperate': 0.42, 'tropical': 0.0, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does Iran belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.75, 'temperate': 0.25, 'dry': 0.0, 'polar': 0.0, 'tropical': 0.0}"
Which climate zone does Kenya belong to?,"tropical, temperate, dry, continental, polar",tropical,continental,"{'continental': 0.56, 'temperate': 0.43, 'tropical': 0.0, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does Greece belong to?,"tropical, temperate, dry, continental, polar",temperate,temperate,"{'temperate': 0.52, 'continental': 0.48, 'dry': 0.0, 'tropical': 0.0, 'polar': 0.0}"
Which color represents the rise in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.45, 'green': 0.39, 'orange': 0.04, 'yellow': 0.03, 'red': 0.02, 'white': 0.02, 'blue': 0.02, 'black': 0.02}"
Which color represents the rise in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.51, 'green': 0.23, 'yellow': 0.07, 'blue': 0.07, 'orange': 0.05, 'red': 0.04, 'white': 0.02, 'black': 0.01}"
Which color represents the rise in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.55, 'blue': 0.16, 'green': 0.13, 'orange': 0.07, 'yellow': 0.03, 'red': 0.03, 'black': 0.01, 'white': 0.01}"
Which color represents the rise in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.54, 'green': 0.23, 'blue': 0.08, 'yellow': 0.05, 'orange': 0.04, 'red': 0.02, 'white': 0.02, 'black': 0.02}"
Which color represents the rise in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.64, 'green': 0.19, 'yellow': 0.07, 'orange': 0.03, 'white': 0.02, 'blue': 0.02, 'black': 0.02, 'red': 0.01}"
Which color represents the rise in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.67, 'green': 0.1, 'yellow': 0.08, 'blue': 0.07, 'white': 0.03, 'orange': 0.02, 'black': 0.01, 'red': 0.01}"
Which color represents the drop in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.55, 'green': 0.15, 'red': 0.09, 'black': 0.07, 'yellow': 0.05, 'blue': 0.05, 'orange': 0.03, 'white': 0.02}"
Which color represents the drop in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.61, 'red': 0.12, 'green': 0.11, 'yellow': 0.05, 'blue': 0.05, 'orange': 0.04, 'black': 0.02, 'white': 0.01}"
Which color represents the drop in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.61, 'blue': 0.12, 'red': 0.09, 'orange': 0.06, 'green': 0.04, 'yellow': 0.03, 'white': 0.02, 'black': 0.02}"
Which color represents the drop in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.65, 'green': 0.12, 'red': 0.06, 'yellow': 0.05, 'black': 0.05, 'orange': 0.04, 'white': 0.02, 'blue': 0.01}"
Which color represents the drop in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.67, 'black': 0.07, 'yellow': 0.06, 'blue': 0.06, 'green': 0.05, 'red': 0.04, 'orange': 0.03, 'white': 0.02}"
Which color represents the drop in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.68, 'green': 0.07, 'red': 0.06, 'white': 0.04, 'black': 0.04, 'yellow': 0.04, 'blue': 0.03, 'orange': 0.03}"
What is the color of the bridal outfit in an American wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.79, 'white': 0.18, 'yellow': 0.01, 'orange': 0.01, 'green': 0.01, 'blue': 0.0, 'black': 0.0, 'red': 0.0}"
What is the color of the bridal outfit in an Chinese wedding?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.86, 'red': 0.05, 'white': 0.04, 'yellow': 0.02, 'blue': 0.01, 'orange': 0.01, 'green': 0.0, 'black': 0.0}"
What is the color of the bridal outfit in an Indian wedding?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.78, 'red': 0.13, 'white': 0.03, 'orange': 0.03, 'yellow': 0.02, 'blue': 0.0, 'green': 0.0, 'black': 0.0}"
What is the color of the bridal outfit in a Persian wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.74, 'white': 0.11, 'blue': 0.06, 'green': 0.04, 'yellow': 0.03, 'orange': 0.01, 'red': 0.01, 'black': 0.0}"
What is the color of the bridal outfit in a Kenyan wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.9, 'white': 0.05, 'yellow': 0.02, 'red': 0.01, 'blue': 0.01, 'green': 0.01, 'orange': 0.01, 'black': 0.0}"
What is the color of the bridal outfit in an Greek wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.84, 'white': 0.08, 'green': 0.04, 'yellow': 0.02, 'blue': 0.02, 'orange': 0.01, 'red': 0.0, 'black': 0.0}"
What is the color of the dress that Americans wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.72, 'black': 0.24, 'white': 0.03, 'green': 0.0, 'red': 0.0, 'orange': 0.0, 'blue': 0.0, 'yellow': 0.0}"
What is the color of the dress that Chinese wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.74, 'black': 0.15, 'yellow': 0.04, 'white': 0.04, 'green': 0.01, 'blue': 0.01, 'orange': 0.01, 'red': 0.0}"
What is the color of the dress that Indians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.91, 'black': 0.02, 'white': 0.02, 'blue': 0.01, 'yellow': 0.01, 'orange': 0.01, 'red': 0.0, 'green': 0.0}"
What is the color of the dress that Persians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.78, 'black': 0.15, 'white': 0.03, 'yellow': 0.02, 'green': 0.01, 'blue': 0.01, 'red': 0.0, 'orange': 0.0}"
What is the color of the dress that Kenyans wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.77, 'black': 0.16, 'white': 0.03, 'yellow': 0.02, 'blue': 0.01, 'green': 0.01, 'red': 0.0, 'orange': 0.0}"
What is the color of the dress that Greeks wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.9, 'black': 0.05, 'white': 0.03, 'yellow': 0.01, 'blue': 0.01, 'red': 0.0, 'green': 0.0, 'orange': 0.0}"
Does an American wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.97, 'less': 0.03}"
Does a Chinese wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.99, 'less': 0.01}"
Does an Indian wedding ceremony last for more than one day?,"less, more",more,more,"{'more': 0.99, 'less': 0.01}"
Does an Iranian wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.99, 'less': 0.01}"
Does a Kenyan wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.98, 'less': 0.02}"
Does an Greek wedding ceremony last for more than one day?,"less, more",less,more,"{'more': 0.97, 'less': 0.03}"
