question,options,correct_answer,response,probabilities
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini China?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini India?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Uajemi?,"nadra, kawaida",nadra,kawaida,"{'kawaida': 0.97, 'nadra': 0.03}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Kenya?,"nadra, kawaida",nadra,kawaida,"{'kawaida': 0.98, 'nadra': 0.02}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 1.0, 'nadra': 0.0}"
"Nchini China, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Nchini India, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Nchini Uajemi, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Nchini Kenya, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 1.0, 'nadra': 0.0}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.97, 'nadra': 0.03}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini China?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini India?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Uajemi?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.97, 'nadra': 0.03}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Kenya?","nadra, kawaida",nadra,kawaida,"{'kawaida': 1.0, 'nadra': 0.0}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.97, 'nadra': 0.03}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu, besiboli",mpira wa kikapu,"{'mpira wa kikapu': 0.6, 'mpira wa Vinyoya': 0.12, 'Voliboli': 0.09, 'tenisi ya meza': 0.07, 'mpira wa miguu': 0.06, 'besiboli': 0.03, 'riadha': 0.02, 'soka': 0.0, 'Kriketi': 0.0}"
Ni michezo ipi maarufu nchini China?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","tenisi ya meza, mpira wa Vinyoya",mpira wa kikapu,"{'mpira wa kikapu': 0.6, 'mpira wa Vinyoya': 0.16, 'Voliboli': 0.07, 'tenisi ya meza': 0.07, 'mpira wa miguu': 0.05, 'besiboli': 0.02, 'riadha': 0.02, 'soka': 0.0, 'Kriketi': 0.0}"
Ni michezo ipi maarufu nchini India?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","Kriketi, mpira wa Vinyoya, soka",mpira wa kikapu,"{'mpira wa kikapu': 0.56, 'mpira wa Vinyoya': 0.16, 'tenisi ya meza': 0.09, 'Voliboli': 0.08, 'mpira wa miguu': 0.04, 'Kriketi': 0.03, 'besiboli': 0.03, 'riadha': 0.03, 'soka': 0.0}"
Ni michezo ipi maarufu nchini Uajemi?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, Voliboli",mpira wa kikapu,"{'mpira wa kikapu': 0.66, 'mpira wa Vinyoya': 0.12, 'tenisi ya meza': 0.07, 'Voliboli': 0.06, 'mpira wa miguu': 0.04, 'riadha': 0.02, 'besiboli': 0.02, 'soka': 0.0, 'Kriketi': 0.0}"
Ni michezo ipi maarufu nchini Kenya?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, riadha",mpira wa kikapu,"{'mpira wa kikapu': 0.66, 'mpira wa Vinyoya': 0.13, 'tenisi ya meza': 0.06, 'mpira wa miguu': 0.05, 'Voliboli': 0.05, 'besiboli': 0.02, 'riadha': 0.02, 'Kriketi': 0.0, 'soka': 0.0}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu",mpira wa kikapu,"{'mpira wa kikapu': 0.68, 'Voliboli': 0.07, 'tenisi ya meza': 0.07, 'mpira wa Vinyoya': 0.07, 'mpira wa miguu': 0.05, 'riadha': 0.04, 'besiboli': 0.02, 'Kriketi': 0.0, 'soka': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,baiskeli,"{'baiskeli': 0.43, 'gari ya moshi': 0.34, 'mashua': 0.18, 'metro': 0.05, 'ndege': 0.0, 'basi': 0.0, 'meli': 0.0, 'gari': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uchina?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",baiskeli,baiskeli,"{'baiskeli': 0.42, 'gari ya moshi': 0.37, 'mashua': 0.15, 'metro': 0.06, 'gari': 0.0, 'ndege': 0.0, 'basi': 0.0, 'meli': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini India?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","basi, gari ya moshi",baiskeli,"{'baiskeli': 0.43, 'gari ya moshi': 0.27, 'mashua': 0.19, 'metro': 0.11, 'meli': 0.0, 'gari': 0.0, 'ndege': 0.0, 'basi': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uajemi?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,baiskeli,"{'baiskeli': 0.49, 'gari ya moshi': 0.28, 'mashua': 0.18, 'metro': 0.04, 'ndege': 0.0, 'meli': 0.0, 'basi': 0.0, 'gari': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Kenya?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",baiskeli,"{'baiskeli': 0.42, 'gari ya moshi': 0.32, 'mashua': 0.17, 'metro': 0.08, 'meli': 0.0, 'basi': 0.0, 'gari': 0.0, 'ndege': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",baiskeli,"{'baiskeli': 0.5, 'mashua': 0.24, 'gari ya moshi': 0.24, 'metro': 0.03, 'gari': 0.0, 'ndege': 0.0, 'basi': 0.0, 'meli': 0.0}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini China?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini India?,"kawaida, nadra",kawaida,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Uajemi?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Kenya?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.99, 'nadra': 0.01}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.59, 'kitropiki': 0.34, 'ukavu': 0.07, 'bara': 0.0, 'polar': 0.0}"
China ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.67, 'kitropiki': 0.27, 'ukavu': 0.06, 'bara': 0.0, 'polar': 0.0}"
India ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.59, 'kitropiki': 0.35, 'ukavu': 0.06, 'polar': 0.0, 'bara': 0.0}"
Uajemi ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.51, 'kitropiki': 0.37, 'ukavu': 0.12, 'polar': 0.0, 'bara': 0.0}"
Kenya ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.5, 'kitropiki': 0.42, 'ukavu': 0.07, 'polar': 0.0, 'bara': 0.0}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.59, 'kitropiki': 0.33, 'ukavu': 0.07, 'polar': 0.0, 'bara': 0.0}"
