question,options,correct_answer,response,probabilities
What is the unit of measuring temperature in Greece?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.9, 'Rankine': 0.06, 'Fahrenheit': 0.04}"
"In United States, does the month appear before/after the year in the date format?","before, after, below, above",before,below,"{'below': 0.67, 'above': 0.23, 'before': 0.05, 'after': 0.04}"
"In China, does the month appear before/after the year in the date format?","before, after, below, above",after,before,"{'before': 0.51, 'after': 0.25, 'below': 0.18, 'above': 0.07}"
"In India, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.82, 'after': 0.13, 'below': 0.04, 'above': 0.01}"
"In Iran, does the month appear before/after the year in the date format?","before, after, below, above",before,before,"{'before': 0.63, 'after': 0.17, 'below': 0.16, 'above': 0.04}"
"In Kenya, does the month appear before/after the year in the date format?","before, after, below, above",before,below,"{'below': 0.73, 'above': 0.18, 'after': 0.05, 'before': 0.05}"
"In Greece, does the month appear before/after the year in the date format?","before, after, below, above",before,below,"{'below': 0.79, 'above': 0.12, 'before': 0.05, 'after': 0.04}"
"In United States, does the year appear before/after the month in the date format?","before, after, below, above",after,before,"{'before': 0.72, 'after': 0.17, 'below': 0.08, 'above': 0.03}"
"In China, does the year appear before/after the month in the date format?","before, after, below, above",before,below,"{'below': 0.63, 'above': 0.19, 'before': 0.12, 'after': 0.06}"
"In India, does the year appear before/after the month in the date format?","before, after, below, above",after,below,"{'below': 0.82, 'above': 0.14, 'before': 0.03, 'after': 0.01}"
"In Iran, does the year appear before/after the month in the date format?","before, after, below, above",after,below,"{'below': 0.55, 'above': 0.24, 'before': 0.14, 'after': 0.07}"
"In Kenya, does the year appear before/after the month in the date format?","before, after, below, above",after,below,"{'below': 0.78, 'above': 0.15, 'before': 0.05, 'after': 0.02}"
"In Greece, does the year appear before/after the month in the date format?","before, after, below, above",after,below,"{'below': 0.76, 'above': 0.19, 'before': 0.03, 'after': 0.02}"
"In United States, is it rare or common that customers pay tips after a meal?","rare, common",common,common,"{'common': 0.58, 'rare': 0.42}"
"In China, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.68, 'common': 0.32}"
"In India, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.62, 'common': 0.38}"
"In Iran, is it rare or common that customers pay tips after a meal?","rare, common",rare,rare,"{'rare': 0.61, 'common': 0.39}"
"In Kenya, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.51, 'rare': 0.49}"
"In Greece, is it rare or common that customers pay tips after a meal?","rare, common",rare,common,"{'common': 0.93, 'rare': 0.07}"
What time of the day American people usually take the shower?,"morning, noon, afternoon, evening",morning,morning,"{'morning': 0.68, 'afternoon': 0.25, 'noon': 0.06, 'evening': 0.0}"
What time of the day Chinese people usually take the shower?,"morning, noon, afternoon, evening",evening,afternoon,"{'afternoon': 0.77, 'noon': 0.13, 'morning': 0.09, 'evening': 0.01}"
What time of the day Indian people usually take the shower?,"morning, noon, afternoon, evening",morning,afternoon,"{'afternoon': 0.61, 'morning': 0.27, 'noon': 0.12, 'evening': 0.0}"
What time of the day Iranian people usually take the shower?,"morning, noon, afternoon, evening",morning,afternoon,"{'afternoon': 0.48, 'morning': 0.39, 'noon': 0.11, 'evening': 0.02}"
What time of the day Kenyan people usually take the shower?,"morning, noon, afternoon, evening",morning,afternoon,"{'afternoon': 0.7, 'morning': 0.2, 'noon': 0.1, 'evening': 0.0}"
What time of the day Greek people usually take the shower?,"morning, noon, afternoon, evening","morning, afternoon",noon,"{'noon': 0.38, 'morning': 0.31, 'afternoon': 0.3, 'evening': 0.0}"
How do American people dry their wet clothes?,"machines, sun",machines,machines,"{'machines': 0.97, 'sun': 0.03}"
How do Chinese people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.98, 'sun': 0.02}"
How do Indian people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.87, 'sun': 0.13}"
How do Iranian people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.9, 'sun': 0.1}"
How do Kenyan people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.9, 'sun': 0.1}"
How do Greek people dry their wet clothes?,"machines, sun",sun,machines,"{'machines': 0.85, 'sun': 0.15}"
Is it rare or common for people to use broom to clean the floor in the United States?,"rare, common",common,common,"{'common': 0.64, 'rare': 0.36}"
Is it rare or common for people to use broom to clean the floor in China?,"rare, common",common,rare,"{'rare': 0.52, 'common': 0.48}"
Is it rare or common for people to use broom to clean the floor in India?,"rare, common",common,common,"{'common': 0.62, 'rare': 0.38}"
Is it rare or common for people to use broom to clean the floor in Iran?,"rare, common",rare,common,"{'common': 0.6, 'rare': 0.4}"
Is it rare or common for people to use broom to clean the floor in Kenya?,"rare, common",common,common,"{'common': 0.62, 'rare': 0.38}"
Is it rare or common for people to use broom to clean the floor in Greece?,"rare, common",common,common,"{'common': 0.68, 'rare': 0.32}"
What is the staple food in United States?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,potato,"{'potato': 0.47, 'noodles': 0.39, 'vegetable': 0.12, 'maize': 0.01, 'bread': 0.01, 'meat': 0.0, 'fruit': 0.0, 'rice': 0.0}"
What is the staple food in China?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, noodles",noodles,"{'noodles': 0.61, 'potato': 0.26, 'vegetable': 0.11, 'maize': 0.01, 'rice': 0.01, 'bread': 0.0, 'fruit': 0.0, 'meat': 0.0}"
What is the staple food in India?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",noodles,"{'noodles': 0.61, 'potato': 0.26, 'vegetable': 0.1, 'maize': 0.02, 'meat': 0.0, 'bread': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in Iran?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",potato,"{'potato': 0.39, 'noodles': 0.26, 'rice': 0.2, 'bread': 0.09, 'vegetable': 0.06, 'maize': 0.0, 'meat': 0.0, 'fruit': 0.0}"
What is the staple food in Kenya?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",noodles,"{'noodles': 0.47, 'potato': 0.39, 'maize': 0.08, 'vegetable': 0.06, 'bread': 0.01, 'meat': 0.0, 'rice': 0.0, 'fruit': 0.0}"
What is the staple food in Greece?,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","bread, meat, vegetable",potato,"{'potato': 0.45, 'noodles': 0.38, 'vegetable': 0.16, 'maize': 0.01, 'meat': 0.0, 'bread': 0.0, 'fruit': 0.0, 'rice': 0.0}"
Which tools do American people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.9, 'spoon': 0.08, 'knife': 0.02, 'fork': 0.0, 'hand': 0.0}"
Which tools do Chinese people usually eat food with?,"knife, fork, spoon, hand, chopsticks",chopsticks,chopsticks,"{'chopsticks': 1.0, 'spoon': 0.0, 'hand': 0.0, 'fork': 0.0, 'knife': 0.0}"
Which tools do Indian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, hand",chopsticks,"{'chopsticks': 0.95, 'spoon': 0.04, 'knife': 0.02, 'fork': 0.0, 'hand': 0.0}"
Which tools do Iranian people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.91, 'spoon': 0.08, 'knife': 0.01, 'hand': 0.0, 'fork': 0.0}"
Which tools do Kenyan people usually eat food with?,"knife, fork, spoon, hand, chopsticks","spoon, fork",chopsticks,"{'chopsticks': 0.88, 'knife': 0.1, 'spoon': 0.02, 'fork': 0.0, 'hand': 0.0}"
Which tools do Greek people usually eat food with?,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,"{'chopsticks': 0.85, 'spoon': 0.13, 'knife': 0.01, 'fork': 0.0, 'hand': 0.0}"
"In United States, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.97, 'rare': 0.03}"
"In China, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.59, 'common': 0.41}"
"In India, is it rare or common for people to share their food when they eat out?","rare, common",common,rare,"{'rare': 0.55, 'common': 0.45}"
"In Iran, is it rare or common for people to share their food when they eat out?","rare, common",rare,rare,"{'rare': 0.55, 'common': 0.45}"
"In Kenya, is it rare or common for people to share their food when they eat out?","rare, common",rare,common,"{'common': 0.97, 'rare': 0.03}"
"In Greece, is it rare or common for people to share their food when they eat out?","rare, common",common,common,"{'common': 0.67, 'rare': 0.33}"
"In United States, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.66, 'common': 0.34}"
"In China, is it rare or common to see people drink hot water?","rare, common",common,common,"{'common': 0.66, 'rare': 0.34}"
"In India, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.69, 'common': 0.31}"
"In Iran, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.7, 'common': 0.3}"
"In Kenya, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.57, 'common': 0.43}"
"In Greece, is it rare or common to see people drink hot water?","rare, common",rare,rare,"{'rare': 0.51, 'common': 0.49}"
Is it rare or common for adults to live with their parents in the United States?,"rare, common",rare,rare,"{'rare': 0.68, 'common': 0.32}"
Is it rare or common for adults to live with their parents in the China?,"rare, common",common,rare,"{'rare': 0.69, 'common': 0.31}"
Is it rare or common for adults to live with their parents in India?,"rare, common",common,rare,"{'rare': 0.61, 'common': 0.39}"
Is it rare or common for adults to live with their parents in Iran?,"rare, common",rare,common,"{'common': 0.86, 'rare': 0.14}"
Is it rare or common for adults to live with their parents in Kenya?,"rare, common",rare,rare,"{'rare': 0.6, 'common': 0.4}"
Is it rare or common for adults to live with their parents in Greece?,"rare, common",common,rare,"{'rare': 0.57, 'common': 0.43}"
What are the most popular sports in the United States?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",volleyball,"{'volleyball': 0.77, 'badminton': 0.13, 'baseball': 0.05, 'table tennis': 0.03, 'athletics': 0.01, 'cricket': 0.01, 'soccer': 0.0, 'basketball': 0.0, 'football': 0.0}"
What are the most popular sports in China?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",volleyball,"{'volleyball': 0.46, 'badminton': 0.24, 'table tennis': 0.21, 'cricket': 0.08, 'baseball': 0.01, 'football': 0.0, 'athletics': 0.0, 'basketball': 0.0, 'soccer': 0.0}"
What are the most popular sports in India?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",volleyball,"{'volleyball': 0.61, 'cricket': 0.2, 'badminton': 0.17, 'athletics': 0.01, 'table tennis': 0.01, 'baseball': 0.0, 'soccer': 0.0, 'football': 0.0, 'basketball': 0.0}"
What are the most popular sports in Iran?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",volleyball,"{'volleyball': 0.69, 'badminton': 0.16, 'cricket': 0.08, 'table tennis': 0.04, 'football': 0.02, 'soccer': 0.01, 'baseball': 0.0, 'basketball': 0.0, 'athletics': 0.0}"
What are the most popular sports in Kenya?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",volleyball,"{'volleyball': 0.56, 'badminton': 0.31, 'table tennis': 0.08, 'cricket': 0.03, 'athletics': 0.01, 'basketball': 0.0, 'soccer': 0.0, 'football': 0.0, 'baseball': 0.0}"
What are the most popular sports in Greece?,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball",volleyball,"{'volleyball': 0.75, 'badminton': 0.17, 'cricket': 0.04, 'table tennis': 0.03, 'athletics': 0.0, 'soccer': 0.0, 'football': 0.0, 'baseball': 0.0, 'basketball': 0.0}"
What was the most popular mode of transportation in the big cities of the United States 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,metro,"{'metro': 0.41, 'bicycle': 0.34, 'train': 0.25, 'plane': 0.01, 'car': 0.0, 'boat': 0.0, 'ship': 0.0, 'bus': 0.0}"
What was the most popular mode of transportation in the big cities of China 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,train,"{'train': 0.78, 'metro': 0.16, 'bicycle': 0.06, 'boat': 0.0, 'bus': 0.0, 'plane': 0.0, 'car': 0.0, 'ship': 0.0}"
What was the most popular mode of transportation in the big cities of the India 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",metro,"{'metro': 0.62, 'bicycle': 0.23, 'train': 0.13, 'boat': 0.0, 'plane': 0.0, 'ship': 0.0, 'bus': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Iran 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat",car,metro,"{'metro': 0.67, 'bicycle': 0.2, 'train': 0.13, 'bus': 0.0, 'boat': 0.0, 'plane': 0.0, 'car': 0.0, 'ship': 0.0}"
What was the most popular mode of transportation in the big cities of Kenya 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",metro,"{'metro': 0.44, 'bicycle': 0.35, 'train': 0.18, 'plane': 0.02, 'boat': 0.0, 'bus': 0.0, 'ship': 0.0, 'car': 0.0}"
What was the most popular mode of transportation in the big cities of Greece 30 years back?,"car, bus, train, metro, bicycle, plane, ship, boat","car, bus",metro,"{'metro': 0.57, 'bicycle': 0.32, 'train': 0.09, 'bus': 0.01, 'plane': 0.0, 'boat': 0.0, 'ship': 0.0, 'car': 0.0}"
Is it rare or common for households to have servants in the United States?,"common, rare",rare,common,"{'common': 0.84, 'rare': 0.16}"
Is it rare or common for households to have servants in China?,"common, rare",rare,rare,"{'rare': 0.67, 'common': 0.33}"
Is it rare or common for households to have servants in India?,"common, rare",common,rare,"{'rare': 0.59, 'common': 0.41}"
Is it rare or common for households to have servants in Iran?,"common, rare",rare,common,"{'common': 0.76, 'rare': 0.24}"
Is it rare or common for households to have servants in Kenya?,"common, rare",rare,common,"{'common': 0.87, 'rare': 0.13}"
Is it rare or common for households to have servants in Greece?,"common, rare",rare,common,"{'common': 0.88, 'rare': 0.12}"
Which climate zone does the United States belong to?,"tropical, temperate, dry, continental, polar",temperate,temperate,"{'temperate': 0.63, 'continental': 0.37, 'polar': 0.0, 'dry': 0.0, 'tropical': 0.0}"
Which climate zone does China belong to?,"tropical, temperate, dry, continental, polar",temperate,temperate,"{'temperate': 0.5, 'continental': 0.5, 'tropical': 0.0, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does India belong to?,"tropical, temperate, dry, continental, polar",tropical,continental,"{'continental': 0.73, 'temperate': 0.27, 'tropical': 0.0, 'polar': 0.0, 'dry': 0.0}"
Which climate zone does Iran belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.53, 'temperate': 0.47, 'dry': 0.0, 'polar': 0.0, 'tropical': 0.0}"
Which climate zone does Kenya belong to?,"tropical, temperate, dry, continental, polar",tropical,continental,"{'continental': 0.73, 'temperate': 0.27, 'tropical': 0.0, 'dry': 0.0, 'polar': 0.0}"
Which climate zone does Greece belong to?,"tropical, temperate, dry, continental, polar",temperate,continental,"{'continental': 0.55, 'temperate': 0.45, 'dry': 0.0, 'tropical': 0.0, 'polar': 0.0}"
Which color represents the rise in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",green,green,"{'green': 0.46, 'violet': 0.39, 'red': 0.1, 'white': 0.02, 'yellow': 0.01, 'blue': 0.01, 'black': 0.01, 'orange': 0.0}"
Which color represents the rise in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.72, 'red': 0.09, 'green': 0.07, 'yellow': 0.04, 'black': 0.04, 'white': 0.03, 'orange': 0.01, 'blue': 0.01}"
Which color represents the rise in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.51, 'red': 0.14, 'black': 0.13, 'green': 0.08, 'white': 0.06, 'yellow': 0.05, 'blue': 0.02, 'orange': 0.01}"
Which color represents the rise in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.59, 'red': 0.21, 'green': 0.07, 'yellow': 0.06, 'black': 0.03, 'white': 0.02, 'orange': 0.01, 'blue': 0.0}"
Which color represents the rise in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.62, 'green': 0.15, 'black': 0.13, 'yellow': 0.04, 'red': 0.03, 'white': 0.02, 'blue': 0.01, 'orange': 0.0}"
Which color represents the rise in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.68, 'green': 0.2, 'red': 0.04, 'yellow': 0.03, 'black': 0.03, 'white': 0.02, 'blue': 0.01, 'orange': 0.0}"
Which color represents the drop in the stock prices in America?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.7, 'red': 0.1, 'green': 0.1, 'white': 0.04, 'black': 0.02, 'blue': 0.02, 'yellow': 0.01, 'orange': 0.0}"
Which color represents the drop in the stock prices in China?,"red, yellow, blue, orange, green, violet, black, white",green,violet,"{'violet': 0.8, 'red': 0.06, 'black': 0.06, 'green': 0.04, 'yellow': 0.02, 'white': 0.01, 'blue': 0.01, 'orange': 0.0}"
Which color represents the drop in the stock prices in India?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.66, 'red': 0.23, 'white': 0.03, 'orange': 0.02, 'green': 0.02, 'black': 0.02, 'yellow': 0.01, 'blue': 0.01}"
Which color represents the drop in the stock prices in Iran?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.73, 'red': 0.1, 'black': 0.08, 'white': 0.04, 'green': 0.03, 'yellow': 0.01, 'blue': 0.0, 'orange': 0.0}"
Which color represents the drop in the stock prices in Kenya?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.64, 'red': 0.2, 'green': 0.05, 'black': 0.04, 'yellow': 0.03, 'white': 0.02, 'orange': 0.01, 'blue': 0.0}"
Which color represents the drop in the stock prices in Greece?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.71, 'green': 0.13, 'red': 0.06, 'white': 0.05, 'black': 0.04, 'yellow': 0.01, 'blue': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in an American wedding?,"red, yellow, blue, orange, green, violet, black, white",white,white,"{'white': 0.5, 'violet': 0.41, 'black': 0.03, 'green': 0.03, 'red': 0.02, 'yellow': 0.01, 'blue': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in an Chinese wedding?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.53, 'red': 0.42, 'white': 0.02, 'black': 0.02, 'yellow': 0.01, 'blue': 0.0, 'green': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in an Indian wedding?,"red, yellow, blue, orange, green, violet, black, white",red,violet,"{'violet': 0.73, 'red': 0.22, 'white': 0.02, 'green': 0.01, 'black': 0.01, 'yellow': 0.01, 'blue': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in a Persian wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.72, 'green': 0.13, 'black': 0.05, 'white': 0.04, 'red': 0.04, 'blue': 0.01, 'yellow': 0.01, 'orange': 0.0}"
What is the color of the bridal outfit in a Kenyan wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.7, 'red': 0.22, 'black': 0.04, 'yellow': 0.01, 'white': 0.01, 'green': 0.01, 'blue': 0.0, 'orange': 0.0}"
What is the color of the bridal outfit in an Greek wedding?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.73, 'white': 0.12, 'green': 0.11, 'red': 0.03, 'yellow': 0.0, 'black': 0.0, 'orange': 0.0, 'blue': 0.0}"
What is the color of the dress that Americans wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,black,"{'black': 0.55, 'violet': 0.25, 'white': 0.16, 'green': 0.04, 'red': 0.0, 'orange': 0.0, 'blue': 0.0, 'yellow': 0.0}"
What is the color of the dress that Chinese wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.83, 'red': 0.06, 'green': 0.05, 'yellow': 0.04, 'white': 0.01, 'black': 0.0, 'blue': 0.0, 'orange': 0.0}"
What is the color of the dress that Indians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",white,violet,"{'violet': 0.66, 'red': 0.29, 'black': 0.02, 'green': 0.01, 'white': 0.01, 'blue': 0.0, 'yellow': 0.0, 'orange': 0.0}"
What is the color of the dress that Persians wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.62, 'white': 0.24, 'red': 0.07, 'yellow': 0.03, 'green': 0.02, 'black': 0.01, 'orange': 0.0, 'blue': 0.0}"
What is the color of the dress that Kenyans wear in traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.79, 'red': 0.09, 'black': 0.05, 'green': 0.03, 'white': 0.02, 'blue': 0.01, 'yellow': 0.01, 'orange': 0.0}"
What is the color of the dress that Greeks wear in a traditional funerals?,"red, yellow, blue, orange, green, violet, black, white",black,violet,"{'violet': 0.75, 'black': 0.17, 'red': 0.05, 'green': 0.03, 'yellow': 0.0, 'white': 0.0, 'orange': 0.0, 'blue': 0.0}"
Does an American wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.71, 'more': 0.29}"
Does a Chinese wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.55, 'more': 0.45}"
Does an Indian wedding ceremony last for more than one day?,"less, more",more,more,"{'more': 0.63, 'less': 0.37}"
Does an Iranian wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.9, 'more': 0.1}"
Does a Kenyan wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.56, 'more': 0.44}"
Does an Greek wedding ceremony last for more than one day?,"less, more",less,less,"{'less': 0.57, 'more': 0.43}"
