question,options,correct_answer,response,probabilities
Kitengo kipi hutumika kupima urefu nchini China?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","mita, sentimita",sentimita,"{'sentimita': 0.78, 'milimita': 0.11, 'fiti': 0.04, 'maili': 0.03, 'inchi': 0.01, 'mita': 0.01, 'kilomita': 0.01, 'yadi': 0.01}"
Kitengo kipi hutumika kupima urefu nchini India?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","fiti, inchi, mita, sentimita",sentimita,"{'sentimita': 0.79, 'milimita': 0.13, 'maili': 0.03, 'kilomita': 0.02, 'inchi': 0.01, 'mita': 0.01, 'yadi': 0.01, 'fiti': 0.01}"
Kitengo kipi hutumika kupima urefu nchini Uajemi?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","mita, sentimita",sentimita,"{'sentimita': 0.82, 'milimita': 0.12, 'kilomita': 0.02, 'maili': 0.02, 'yadi': 0.01, 'mita': 0.01, 'inchi': 0.0, 'fiti': 0.0}"
Kitengo kipi hutumika kupima urefu nchini Kenya?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","fiti, inchi, mita, sentimita",sentimita,"{'sentimita': 0.79, 'milimita': 0.13, 'maili': 0.03, 'yadi': 0.02, 'kilomita': 0.02, 'mita': 0.01, 'inchi': 0.01, 'fiti': 0.0}"
Kitengo kipi hutumika kupima urefu nchini Marekani?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","sentimita, mita",sentimita,"{'sentimita': 0.68, 'milimita': 0.15, 'yadi': 0.09, 'maili': 0.05, 'kilomita': 0.02, 'mita': 0.01, 'inchi': 0.01, 'fiti': 0.0}"
Kitengo kipi hupima uzito nchini Marekani?,"wanzi, pauni, miligramuuu, gramu, kilogramu",pauni,miligramuuu,"{'miligramuuu': 0.85, 'kilogramu': 0.09, 'wanzi': 0.05, 'pauni': 0.0, 'gramu': 0.0}"
Kitengo kipi hupima uzito nchini China?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.45, 'wanzi': 0.34, 'kilogramu': 0.19, 'gramu': 0.01, 'pauni': 0.0}"
Kitengo kipi hupima uzito nchini India?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.83, 'kilogramu': 0.09, 'wanzi': 0.07, 'gramu': 0.01, 'pauni': 0.0}"
Kitengo kipi hupima uzito nchini Uajemi?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.83, 'wanzi': 0.12, 'kilogramu': 0.04, 'pauni': 0.0, 'gramu': 0.0}"
Kitengo kipi hupima uzito nchini Kenya?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.89, 'wanzi': 0.06, 'kilogramu': 0.05, 'pauni': 0.0, 'gramu': 0.0}"
Kitengo kipi hupima uzito nchini Marekani?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.77, 'wanzi': 0.14, 'kilogramu': 0.08, 'pauni': 0.0, 'gramu': 0.0}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Fahrenheit,"{'Fahrenheit': 0.64, 'Celsius': 0.35, 'Rankine': 0.02}"
Kitengo kipi hutumika kupima joto nchini China?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.62, 'Celsius': 0.36, 'Rankine': 0.02}"
Kitengo kipi hutumika kupima joto nchini India?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.57, 'Fahrenheit': 0.41, 'Rankine': 0.02}"
Kitengo kipi hutumika kupima joto nchini Uajemi?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.58, 'Celsius': 0.4, 'Rankine': 0.02}"
Kitengo kipi hutumika kupima joto nchini Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.54, 'Celsius': 0.38, 'Rankine': 0.08}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.52, 'Fahrenheit': 0.4, 'Rankine': 0.08}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.72, 'chini': 0.17, 'baada': 0.08, 'juu': 0.04}"
"Nchini China, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.66, 'chini': 0.21, 'baada': 0.08, 'juu': 0.05}"
"Nchini India, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.56, 'chini': 0.25, 'juu': 0.11, 'baada': 0.08}"
"Nchini Uajemi, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.6, 'chini': 0.28, 'baada': 0.08, 'juu': 0.04}"
"Nchini Kenya, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.58, 'chini': 0.23, 'juu': 0.1, 'baada': 0.09}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.52, 'chini': 0.3, 'juu': 0.1, 'baada': 0.09}"
"Nchini marekani, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.69, 'chini': 0.19, 'baada': 0.09, 'juu': 0.04}"
"Nchini China, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.54, 'chini': 0.31, 'baada': 0.1, 'juu': 0.06}"
"Nchini India, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.52, 'chini': 0.29, 'baada': 0.15, 'juu': 0.04}"
"Nchini Uajemi, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.53, 'chini': 0.3, 'juu': 0.09, 'baada': 0.08}"
"Nchini Kenya, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.56, 'chini': 0.25, 'baada': 0.1, 'juu': 0.09}"
"Nchini marekani, Mwaka huja kabla ama baada ya Mwezi kwenye muundo wa tarehe?","kabla, baada, chini, juu",baada,kabla,"{'kabla': 0.55, 'chini': 0.3, 'baada': 0.09, 'juu': 0.05}"
"Nchini Marekani, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.51, 'nadra': 0.49}"
"Nchini China, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,nadra,"{'nadra': 0.54, 'kawaida': 0.46}"
"Nchini India, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.62, 'nadra': 0.38}"
"Nchini Uajemi, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.65, 'nadra': 0.35}"
"Nchini Kenya, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.61, 'nadra': 0.39}"
"Nchini Marekani, ni kawaida au nadra kwa wateja kutoa bakshishi baada ya maankuli?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.66, 'nadra': 0.34}"
Ni wakati gani wa siku ambapo wamarekani kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,asubuhi,"{'asubuhi': 0.68, 'adhuhuri': 0.18, 'mchana': 0.12, 'jioni': 0.03}"
Ni wakati gani wa siku ambapo Wachina kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",jioni,asubuhi,"{'asubuhi': 0.48, 'adhuhuri': 0.4, 'mchana': 0.1, 'jioni': 0.03}"
Ni wakati gani wa siku ambapo Wahindi kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,asubuhi,"{'asubuhi': 0.69, 'adhuhuri': 0.18, 'mchana': 0.1, 'jioni': 0.03}"
Ni wakati gani wa siku ambapo Waajemi kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,adhuhuri,"{'adhuhuri': 0.42, 'asubuhi': 0.41, 'mchana': 0.13, 'jioni': 0.03}"
Ni wakati gani wa siku ambapo wakenya kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni",asubuhi,asubuhi,"{'asubuhi': 0.51, 'adhuhuri': 0.24, 'mchana': 0.21, 'jioni': 0.04}"
Ni wakati gani wa siku ambapo wamarekani kwa kawaida huoga?,"asubuhi, adhuhuri, mchana, jioni","asubuhi, mchana",asubuhi,"{'asubuhi': 0.56, 'adhuhuri': 0.21, 'mchana': 0.2, 'jioni': 0.03}"
Wamarekani hukausha nguo zao kutumia nini?,"mashine, jua",mashine,mashine,"{'mashine': 0.9, 'jua': 0.1}"
Wachina hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.73, 'jua': 0.27}"
Wahindi hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.89, 'jua': 0.11}"
Waajemi hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.73, 'jua': 0.27}"
Wakenya hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.74, 'jua': 0.26}"
Wamarekani hukausha nguo zao kutumia nini?,"mashine, jua",jua,mashine,"{'mashine': 0.9, 'jua': 0.1}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.64, 'nadra': 0.36}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini China?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.53, 'nadra': 0.47}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini India?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.56, 'nadra': 0.44}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Uajemi?,"nadra, kawaida",nadra,kawaida,"{'kawaida': 0.56, 'nadra': 0.44}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Kenya?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.52, 'nadra': 0.48}"
Ni nadra au kawaida kwa watu kutumia ufagio kusafisha sakafu nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.64, 'nadra': 0.36}"
Chakula kikuu nchini Marekani ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi",mkate,mahindi,"{'mahindi': 0.4, 'mboga': 0.36, 'viazi': 0.14, 'nyama': 0.03, 'mkate': 0.03, 'tambi': 0.02, 'tunda': 0.01, 'wali': 0.01}"
Chakula kikuu nchini China ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, tambi",mahindi,"{'mahindi': 0.46, 'mboga': 0.28, 'viazi': 0.14, 'tambi': 0.03, 'nyama': 0.03, 'tunda': 0.02, 'mkate': 0.02, 'wali': 0.02}"
Chakula kikuu nchini India ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, mkate",mahindi,"{'mahindi': 0.49, 'mboga': 0.29, 'viazi': 0.06, 'mkate': 0.05, 'wali': 0.03, 'nyama': 0.03, 'tambi': 0.03, 'tunda': 0.02}"
Chakula kikuu nchini Uajemi ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","wali, mkate",mahindi,"{'mahindi': 0.51, 'mboga': 0.3, 'nyama': 0.05, 'viazi': 0.04, 'tambi': 0.03, 'tunda': 0.03, 'mkate': 0.03, 'wali': 0.02}"
Chakula kikuu nchini Kenya ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","mboga, mahindi",mahindi,"{'mahindi': 0.5, 'mboga': 0.3, 'nyama': 0.07, 'viazi': 0.05, 'tambi': 0.03, 'mkate': 0.03, 'tunda': 0.02, 'wali': 0.02}"
Chakula kikuu nchini Marekani ni kipi?,"mkate, wali, tambi, viazi, nyama, mboga, tunda, mahindi","mkate, nyama, mboga",mahindi,"{'mahindi': 0.41, 'mboga': 0.34, 'viazi': 0.14, 'nyama': 0.03, 'wali': 0.02, 'mkate': 0.02, 'tambi': 0.02, 'tunda': 0.01}"
Wamarekani hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kisu, uma",kijiko,"{'kijiko': 0.75, 'vijiti': 0.1, 'mkono': 0.09, 'kisu': 0.06, 'uma': 0.0}"
Wachina hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti",vijiti,kijiko,"{'kijiko': 0.68, 'vijiti': 0.14, 'mkono': 0.1, 'kisu': 0.09, 'uma': 0.0}"
Wahindi hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, mkono",kijiko,"{'kijiko': 0.76, 'mkono': 0.09, 'vijiti': 0.09, 'kisu': 0.06, 'uma': 0.0}"
Waajemi hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, uma",kijiko,"{'kijiko': 0.62, 'mkono': 0.15, 'vijiti': 0.12, 'kisu': 0.1, 'uma': 0.0}"
Wakenya hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kijiko, uma",kijiko,"{'kijiko': 0.83, 'mkono': 0.07, 'vijiti': 0.06, 'kisu': 0.05, 'uma': 0.0}"
Wamarekani hutumia vyombo zipi kulia vyakula?,"kisu, uma, kijiko, mkono, vijiti","kisu, uma",kijiko,"{'kijiko': 0.72, 'mkono': 0.11, 'kisu': 0.09, 'vijiti': 0.09, 'uma': 0.0}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",nadra,kawaida,"{'kawaida': 0.56, 'nadra': 0.44}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini China?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.51, 'nadra': 0.49}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini India?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.55, 'nadra': 0.45}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Uajemi?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.51, 'kawaida': 0.49}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Kenya?,"nadra, kawaida",nadra,nadra,"{'nadra': 0.52, 'kawaida': 0.48}"
Je ni nadra au kawaida kwa watu kugawana vyakula wanapokula nje nchini Marekani?,"nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.56, 'nadra': 0.44}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.53, 'nadra': 0.47}"
"Nchini China, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.51, 'nadra': 0.49}"
"Nchini India, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.53, 'nadra': 0.47}"
"Nchini Uajemi, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.52, 'nadra': 0.48}"
"Nchini Kenya, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.52, 'kawaida': 0.48}"
"Nchini Marekani, ni nadra au kawaida kuwaona watu wakinywa maji moto?","nadra, kawaida",nadra,nadra,"{'nadra': 0.56, 'kawaida': 0.44}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",nadra,nadra,"{'nadra': 0.5, 'kawaida': 0.5}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini China?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.54, 'nadra': 0.46}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini India?","nadra, kawaida",kawaida,kawaida,"{'kawaida': 0.57, 'nadra': 0.43}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Uajemi?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.51, 'nadra': 0.49}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Kenya?","nadra, kawaida",nadra,kawaida,"{'kawaida': 0.54, 'nadra': 0.46}"
"Je, ni nadra au kawaida kwa watu wazima kuishi na wazazi wao nchini Marekani?","nadra, kawaida",kawaida,nadra,"{'nadra': 0.5, 'kawaida': 0.5}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu, besiboli",mpira wa kikapu,"{'mpira wa kikapu': 0.32, 'mpira wa miguu': 0.31, 'mpira wa Vinyoya': 0.24, 'tenisi ya meza': 0.1, 'Voliboli': 0.01, 'riadha': 0.01, 'besiboli': 0.01, 'soka': 0.0, 'Kriketi': 0.0}"
Ni michezo ipi maarufu nchini China?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","tenisi ya meza, mpira wa Vinyoya",mpira wa kikapu,"{'mpira wa kikapu': 0.31, 'mpira wa miguu': 0.29, 'mpira wa Vinyoya': 0.24, 'tenisi ya meza': 0.12, 'Voliboli': 0.02, 'besiboli': 0.01, 'riadha': 0.01, 'soka': 0.0, 'Kriketi': 0.0}"
Ni michezo ipi maarufu nchini India?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","Kriketi, mpira wa Vinyoya, soka",mpira wa kikapu,"{'mpira wa kikapu': 0.35, 'mpira wa miguu': 0.26, 'mpira wa Vinyoya': 0.25, 'tenisi ya meza': 0.08, 'Kriketi': 0.02, 'Voliboli': 0.01, 'besiboli': 0.01, 'riadha': 0.01, 'soka': 0.0}"
Ni michezo ipi maarufu nchini Uajemi?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, Voliboli",mpira wa kikapu,"{'mpira wa kikapu': 0.35, 'mpira wa miguu': 0.28, 'mpira wa Vinyoya': 0.24, 'tenisi ya meza': 0.09, 'Voliboli': 0.01, 'riadha': 0.01, 'besiboli': 0.01, 'soka': 0.0, 'Kriketi': 0.0}"
Ni michezo ipi maarufu nchini Kenya?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","soka, riadha",mpira wa kikapu,"{'mpira wa kikapu': 0.34, 'mpira wa miguu': 0.3, 'mpira wa Vinyoya': 0.25, 'tenisi ya meza': 0.09, 'besiboli': 0.01, 'riadha': 0.01, 'Voliboli': 0.01, 'Kriketi': 0.0, 'soka': 0.0}"
Ni michezo ipi maarufu nchini marekani?,"mpira wa miguu, mpira wa kikapu, besiboli, tenisi ya meza, mpira wa Vinyoya, soka, Voliboli, Kriketi, riadha","mpira wa miguu, mpira wa kikapu",mpira wa kikapu,"{'mpira wa kikapu': 0.37, 'mpira wa miguu': 0.27, 'mpira wa Vinyoya': 0.24, 'tenisi ya meza': 0.09, 'riadha': 0.01, 'besiboli': 0.01, 'Voliboli': 0.01, 'Kriketi': 0.0, 'soka': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,gari ya moshi,"{'gari ya moshi': 0.49, 'baiskeli': 0.33, 'mashua': 0.1, 'ndege': 0.06, 'meli': 0.01, 'gari': 0.01, 'basi': 0.0, 'metro': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uchina?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",baiskeli,gari ya moshi,"{'gari ya moshi': 0.69, 'baiskeli': 0.2, 'mashua': 0.05, 'gari': 0.02, 'ndege': 0.02, 'metro': 0.0, 'basi': 0.0, 'meli': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini India?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","basi, gari ya moshi",gari ya moshi,"{'gari ya moshi': 0.58, 'baiskeli': 0.2, 'mashua': 0.12, 'ndege': 0.05, 'metro': 0.03, 'meli': 0.01, 'gari': 0.01, 'basi': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Uajemi?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua",gari,gari ya moshi,"{'gari ya moshi': 0.47, 'baiskeli': 0.34, 'mashua': 0.11, 'ndege': 0.06, 'metro': 0.01, 'meli': 0.01, 'gari': 0.01, 'basi': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Kenya?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",gari ya moshi,"{'gari ya moshi': 0.56, 'baiskeli': 0.23, 'mashua': 0.11, 'ndege': 0.05, 'metro': 0.02, 'meli': 0.01, 'gari': 0.01, 'basi': 0.0}"
Ni zana zipi za kusafiri maarufu kwenye miji mikuu nchini Marekani?,"gari, basi, gari ya moshi, metro, baiskeli, ndege, meli, mashua","gari, basi",gari ya moshi,"{'gari ya moshi': 0.59, 'baiskeli': 0.21, 'mashua': 0.16, 'ndege': 0.03, 'gari': 0.01, 'basi': 0.0, 'metro': 0.0, 'meli': 0.0}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.58, 'nadra': 0.42}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini China?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.57, 'kawaida': 0.43}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini India?,"kawaida, nadra",kawaida,kawaida,"{'kawaida': 0.57, 'nadra': 0.43}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Uajemi?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.6, 'nadra': 0.4}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Kenya?,"kawaida, nadra",nadra,nadra,"{'nadra': 0.52, 'kawaida': 0.48}"
Ni nadra au kawaida kuwa na wafanyikazi manyumbani nchini Marekani?,"kawaida, nadra",nadra,kawaida,"{'kawaida': 0.58, 'nadra': 0.42}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.48, 'kitropiki': 0.38, 'ukavu': 0.13, 'bara': 0.01, 'polar': 0.0}"
China ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.46, 'kitropiki': 0.34, 'ukavu': 0.19, 'bara': 0.01, 'polar': 0.0}"
India ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.48, 'kitropiki': 0.33, 'ukavu': 0.19, 'bara': 0.01, 'polar': 0.0}"
Uajemi ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.43, 'kitropiki': 0.36, 'ukavu': 0.21, 'bara': 0.01, 'polar': 0.0}"
Kenya ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",kitropiki,nusutropiki,"{'nusutropiki': 0.47, 'kitropiki': 0.36, 'ukavu': 0.17, 'bara': 0.01, 'polar': 0.0}"
Marekani ipo katika eneo gani la hali?,"kitropiki, nusutropiki, ukavu, bara, polar",nusutropiki,nusutropiki,"{'nusutropiki': 0.47, 'kitropiki': 0.37, 'ukavu': 0.15, 'bara': 0.01, 'polar': 0.0}"
