question,options,correct_answer,response,probabilities
در ایالت متحده آمریکا برای اندازه گیری وزن ازچه واحدی استفاده می شود؟,"اونس, پوند, میلی گرم, گرم, کیلوگرم",کیلوگرم,میلی گرم,"{'میلی گرم': 0.4, 'کیلوگرم': 0.34, 'پوند': 0.1, 'اونس': 0.09, 'گرم': 0.06}"
در ایالت متحده آمریکا برای اندازه گیری دما ازچه واحدی استفاده می شود؟,"فارنهایت, سلسیوس, رانکین",فارنهایت,فارنهایت,"{'فارنهایت': 0.46, 'سلسیوس': 0.28, 'رانکین': 0.26}"
در چین برای اندازه گیری دما ازچه واحدی استفاده می شود؟,"فارنهایت, سلسیوس, رانکین",سلسیوس,فارنهایت,"{'فارنهایت': 0.45, 'سلسیوس': 0.29, 'رانکین': 0.26}"
در هند برای اندازه گیری دما ازچه واحدی استفاده می شود؟,"فارنهایت, سلسیوس, رانکین",سلسیوس,فارنهایت,"{'فارنهایت': 0.45, 'سلسیوس': 0.29, 'رانکین': 0.25}"
در ایران برای اندازه گیری دما ازچه واحدی استفاده می شود؟,"فارنهایت, سلسیوس, رانکین",سلسیوس,فارنهایت,"{'فارنهایت': 0.45, 'سلسیوس': 0.3, 'رانکین': 0.25}"
در کنیا برای اندازه گیری دما ازچه واحدی استفاده می شود؟,"فارنهایت, سلسیوس, رانکین",سلسیوس,فارنهایت,"{'فارنهایت': 0.45, 'سلسیوس': 0.3, 'رانکین': 0.26}"
در ایالت متحده آمریکا برای اندازه گیری دما ازچه واحدی استفاده می شود؟,"فارنهایت, سلسیوس, رانکین",سلسیوس,فارنهایت,"{'فارنهایت': 0.46, 'سلسیوس': 0.29, 'رانکین': 0.25}"
در فرمت تاریخ در ایالت متحده آمریکا ماه قبل یا بعد از سال می آید؟,"قبل, بعد, زیر, بالا",قبل,بالا,"{'بالا': 0.3, 'بعد': 0.26, 'قبل': 0.25, 'زیر': 0.19}"
در فرمت تاریخ در چین ماه قبل یا بعد از سال می آید؟,"قبل, بعد, زیر, بالا",بعد,بالا,"{'بالا': 0.35, 'بعد': 0.23, 'قبل': 0.22, 'زیر': 0.2}"
در فرمت تاریخ در هند ماه قبل یا بعد از سال می آید؟,"قبل, بعد, زیر, بالا",قبل,بالا,"{'بالا': 0.29, 'قبل': 0.28, 'بعد': 0.22, 'زیر': 0.2}"
در فرمت تاریخ در ایران ماه قبل یا بعد از سال می آید؟,"قبل, بعد, زیر, بالا",قبل,بالا,"{'بالا': 0.35, 'بعد': 0.24, 'قبل': 0.22, 'زیر': 0.2}"
در فرمت تاریخ در کنیا ماه قبل یا بعد از سال می آید؟,"قبل, بعد, زیر, بالا",قبل,بالا,"{'بالا': 0.33, 'بعد': 0.27, 'زیر': 0.2, 'قبل': 0.2}"
در فرمت تاریخ در ایالت متحده آمریکا ماه قبل یا بعد از سال می آید؟,"قبل, بعد, زیر, بالا",قبل,بالا,"{'بالا': 0.32, 'بعد': 0.25, 'زیر': 0.23, 'قبل': 0.21}"
در فرمت تاریخ در ایالت متحده آمریکا سال قبل یا بعد از ماه می آید؟,"قبل, بعد, زیر, بالا",بعد,بالا,"{'بالا': 0.35, 'بعد': 0.24, 'قبل': 0.2, 'زیر': 0.2}"
در فرمت تاریخ در چین سال قبل یا بعد از ماه می آید؟,"قبل, بعد, زیر, بالا",قبل,بالا,"{'بالا': 0.36, 'بعد': 0.24, 'قبل': 0.2, 'زیر': 0.2}"
در فرمت تاریخ در هند سال قبل یا بعد از ماه می آید؟,"قبل, بعد, زیر, بالا",بعد,بالا,"{'بالا': 0.31, 'قبل': 0.26, 'بعد': 0.23, 'زیر': 0.2}"
در فرمت تاریخ در ایران سال قبل یا بعد از ماه می آید؟,"قبل, بعد, زیر, بالا",بعد,بالا,"{'بالا': 0.34, 'زیر': 0.23, 'بعد': 0.23, 'قبل': 0.2}"
در فرمت تاریخ در کنیا سال قبل یا بعد از ماه می آید؟,"قبل, بعد, زیر, بالا",بعد,بالا,"{'بالا': 0.33, 'زیر': 0.25, 'بعد': 0.22, 'قبل': 0.2}"
در فرمت تاریخ در ایالت متحده آمریکا سال قبل یا بعد از ماه می آید؟,"قبل, بعد, زیر, بالا",بعد,بالا,"{'بالا': 0.36, 'بعد': 0.28, 'قبل': 0.19, 'زیر': 0.17}"
آیا در ایالت متحده آمریکا پرداخت انعام بعد از غذا رایج است؟,"رایج, نادر",رایج,نادر,"{'رایج': 0.5, 'نادر': 0.5}"
آیا در چین پرداخت انعام بعد از غذا رایج است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.51, 'رایج': 0.49}"
آیا در هند پرداخت انعام بعد از غذا رایج است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.51, 'رایج': 0.49}"
آیا در ایران پرداخت انعام بعد از غذا رایج است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.57, 'رایج': 0.43}"
آیا در کنیا پرداخت انعام بعد از غذا رایج است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.57, 'رایج': 0.43}"
آیا در ایالت متحده آمریکا پرداخت انعام بعد از غذا رایج است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.56, 'رایج': 0.44}"
آمریکایی ها اغلب چه زمانی دوش می گیرند؟,"صبح, ظهر, بعد از ظهر, عصر",صبح,بعد از ظهر,"{'بعد از ظهر': 0.83, 'صبح': 0.06, 'عصر': 0.06, 'ظهر': 0.05}"
چینی ها اغلب چه زمانی دوش می گیرند؟,"صبح, ظهر, بعد از ظهر, عصر",عصر,بعد از ظهر,"{'بعد از ظهر': 0.84, 'صبح': 0.06, 'عصر': 0.05, 'ظهر': 0.04}"
هندی ها اغلب چه زمانی دوش می گیرند؟,"صبح, ظهر, بعد از ظهر, عصر",صبح,بعد از ظهر,"{'بعد از ظهر': 0.84, 'عصر': 0.07, 'صبح': 0.06, 'ظهر': 0.03}"
ایرانی ها اغلب چه زمانی دوش می گیرند؟,"صبح, ظهر, بعد از ظهر, عصر",صبح,بعد از ظهر,"{'بعد از ظهر': 0.85, 'عصر': 0.07, 'صبح': 0.05, 'ظهر': 0.03}"
کنیای ها اغلب چه زمانی دوش می گیرند؟,"صبح, ظهر, بعد از ظهر, عصر",صبح,بعد از ظهر,"{'بعد از ظهر': 0.85, 'صبح': 0.06, 'عصر': 0.06, 'ظهر': 0.03}"
آمریکایی ها اغلب چه زمانی دوش می گیرند؟,"صبح, ظهر, بعد از ظهر, عصر","صبح, بعد از ظهر",بعد از ظهر,"{'بعد از ظهر': 0.82, 'صبح': 0.07, 'عصر': 0.07, 'ظهر': 0.03}"
آمریکایی ها اغلب چگونه  لباس های خیس را خشک می کنند؟,"ماشین خشک کن, خورشید",ماشین خشک کن,ماشین خشک کن,"{'ماشین خشک کن': 0.68, 'خورشید': 0.32}"
چینی ها اغلب چگونه  لباس های خیس را خشک می کنند؟,"ماشین خشک کن, خورشید",خورشید,ماشین خشک کن,"{'ماشین خشک کن': 0.72, 'خورشید': 0.28}"
هندی ها اغلب چگونه  لباس های خیس را خشک می کنند؟,"ماشین خشک کن, خورشید",خورشید,ماشین خشک کن,"{'ماشین خشک کن': 0.71, 'خورشید': 0.29}"
ایرانی ها اغلب چگونه  لباس های خیس را خشک می کنند؟,"ماشین خشک کن, خورشید",خورشید,ماشین خشک کن,"{'ماشین خشک کن': 0.72, 'خورشید': 0.28}"
کنیای ها اغلب چگونه  لباس های خیس را خشک می کنند؟,"ماشین خشک کن, خورشید",خورشید,ماشین خشک کن,"{'ماشین خشک کن': 0.67, 'خورشید': 0.33}"
آمریکایی ها اغلب چگونه  لباس های خیس را خشک می کنند؟,"ماشین خشک کن, خورشید",خورشید,ماشین خشک کن,"{'ماشین خشک کن': 0.71, 'خورشید': 0.29}"
در ایالت متحده آمریکا خشک کردن سطح زمین با طی رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در چین خشک کردن سطح زمین با طی رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در هند خشک کردن سطح زمین با طی رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.51, 'رایج': 0.49}"
در ایران خشک کردن سطح زمین با طی رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در کنیا خشک کردن سطح زمین با طی رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.55, 'رایج': 0.45}"
در ایالت متحده آمریکا خشک کردن سطح زمین با طی رایج یا نادر است؟,"رایج, نادر",نادر,رایج,"{'رایج': 0.5, 'نادر': 0.5}"
در ایالت متحده آمریکا غذای اصلی مردم چیست؟,"نان, برنج, نودل, سیب زمینی, گوشت, میوه, سبزی, ذرت",نان,سیب زمینی,"{'سیب زمینی': 0.43, 'میوه': 0.11, 'برنج': 0.11, 'گوشت': 0.09, 'سبزی': 0.09, 'نان': 0.07, 'نودل': 0.07, 'ذرت': 0.04}"
در چین غذای اصلی مردم چیست؟,"نان, برنج, نودل, سیب زمینی, گوشت, میوه, سبزی, ذرت","برنج, نودل",سیب زمینی,"{'سیب زمینی': 0.42, 'گوشت': 0.12, 'برنج': 0.11, 'میوه': 0.09, 'سبزی': 0.09, 'نان': 0.07, 'نودل': 0.07, 'ذرت': 0.04}"
در هند غذای اصلی مردم چیست؟,"نان, برنج, نودل, سیب زمینی, گوشت, میوه, سبزی, ذرت","برنج, نان",سیب زمینی,"{'سیب زمینی': 0.44, 'گوشت': 0.1, 'برنج': 0.1, 'سبزی': 0.09, 'میوه': 0.08, 'نودل': 0.08, 'نان': 0.06, 'ذرت': 0.04}"
در ایران غذای اصلی مردم چیست؟,"نان, برنج, نودل, سیب زمینی, گوشت, میوه, سبزی, ذرت","برنج, نان",سیب زمینی,"{'سیب زمینی': 0.43, 'برنج': 0.11, 'سبزی': 0.1, 'گوشت': 0.1, 'میوه': 0.09, 'نودل': 0.07, 'نان': 0.06, 'ذرت': 0.04}"
در کنیا غذای اصلی مردم چیست؟,"نان, برنج, نودل, سیب زمینی, گوشت, میوه, سبزی, ذرت","سبزی, ذرت",سیب زمینی,"{'سیب زمینی': 0.41, 'نودل': 0.12, 'برنج': 0.12, 'گوشت': 0.09, 'میوه': 0.09, 'سبزی': 0.09, 'نان': 0.06, 'ذرت': 0.04}"
در ایالت متحده آمریکا غذای اصلی مردم چیست؟,"نان, برنج, نودل, سیب زمینی, گوشت, میوه, سبزی, ذرت","نان, گوشت, میوه",سیب زمینی,"{'سیب زمینی': 0.46, 'برنج': 0.11, 'میوه': 0.09, 'گوشت': 0.09, 'سبزی': 0.08, 'نودل': 0.06, 'نان': 0.06, 'ذرت': 0.04}"
آمریکایی ها اغلب غذا را با چه وسیله ای می خورند؟,"چاقو, چنگال, قاشق, دست, چاپستیک","چاقو, چنگال",چاپستیک,"{'چاپستیک': 0.48, 'چاقو': 0.16, 'قاشق': 0.15, 'چنگال': 0.13, 'دست': 0.08}"
چینی ها اغلب غذا را با چه وسیله ای می خورند؟,"چاقو, چنگال, قاشق, دست, چاپستیک",چاپستیک,چاپستیک,"{'چاپستیک': 0.52, 'چنگال': 0.17, 'قاشق': 0.15, 'چاقو': 0.11, 'دست': 0.06}"
هندی ها اغلب غذا را با چه وسیله ای می خورند؟,"چاقو, چنگال, قاشق, دست, چاپستیک","قاشق, دست",چاپستیک,"{'چاپستیک': 0.55, 'قاشق': 0.14, 'چنگال': 0.13, 'چاقو': 0.11, 'دست': 0.07}"
ایرانی ها اغلب غذا را با چه وسیله ای می خورند؟,"چاقو, چنگال, قاشق, دست, چاپستیک","قاشق, چنگال",چاپستیک,"{'چاپستیک': 0.54, 'قاشق': 0.15, 'چنگال': 0.12, 'چاقو': 0.11, 'دست': 0.07}"
کنیای ها اغلب غذا را با چه وسیله ای می خورند؟,"چاقو, چنگال, قاشق, دست, چاپستیک","قاشق, چنگال",چاپستیک,"{'چاپستیک': 0.53, 'قاشق': 0.15, 'چنگال': 0.15, 'چاقو': 0.11, 'دست': 0.06}"
آمریکایی ها اغلب غذا را با چه وسیله ای می خورند؟,"چاقو, چنگال, قاشق, دست, چاپستیک","چاقو, چنگال",چاپستیک,"{'چاپستیک': 0.48, 'چاقو': 0.16, 'قاشق': 0.15, 'چنگال': 0.13, 'دست': 0.08}"
در ایالت متحده آمریکا پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",نادر,رایج,"{'رایج': 0.53, 'نادر': 0.47}"
در چین پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",رایج,رایج,"{'رایج': 0.52, 'نادر': 0.48}"
در هند پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.55, 'رایج': 0.45}"
در ایران پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",نادر,رایج,"{'رایج': 0.51, 'نادر': 0.49}"
در کنیا پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.56, 'رایج': 0.44}"
در ایالت متحده آمریکا پرس غذاخوری معمولا برای یک نفر یا چند نفر آورده می شود؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در ایالت متحده آمریکا نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.58, 'رایج': 0.42}"
در چین نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.55, 'رایج': 0.45}"
در هند نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.55, 'رایج': 0.45}"
در ایران نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.59, 'رایج': 0.41}"
در کنیا نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.6, 'رایج': 0.4}"
در ایالت متحده آمریکا نوشیدن آب داغ رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.58, 'رایج': 0.42}"
در ایالت متحده آمریکا زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در چین زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.53, 'رایج': 0.47}"
در هند زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'رایج': 0.5, 'نادر': 0.5}"
در ایران زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,رایج,"{'رایج': 0.51, 'نادر': 0.49}"
در کنیا زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در ایالت متحده آمریکا زندگی کردن بزرگسالان با والدینشان رایج یا نادر است؟,"رایج, نادر",نادر,رایج,"{'رایج': 0.51, 'نادر': 0.49}"
محبوب  ترین ورزش در ایالت متحده آمریکا چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال آمریکایی, بسکتبال, بیس بال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.25, 'تنیس روی میز': 0.21, 'دو و میدانی': 0.16, 'بدمینتون': 0.09, 'فوتبال': 0.08, 'بسکتبال': 0.06, 'والیبال': 0.05, 'کریکت': 0.05, 'بیس بال': 0.04}"
محبوب  ترین ورزش در چین چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","تنیس روی میز, بدمینتون",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.25, 'تنیس روی میز': 0.22, 'دو و میدانی': 0.17, 'بدمینتون': 0.09, 'فوتبال': 0.08, 'کریکت': 0.05, 'بسکتبال': 0.05, 'بیس بال': 0.04, 'والیبال': 0.04}"
محبوب  ترین ورزش در هند چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","کریکت, بدمینتون, فوتبال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.24, 'تنیس روی میز': 0.2, 'دو و میدانی': 0.15, 'بدمینتون': 0.1, 'فوتبال': 0.08, 'بیس بال': 0.06, 'بسکتبال': 0.06, 'کریکت': 0.06, 'والیبال': 0.05}"
محبوب  ترین ورزش در ایران چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال, والیبال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.23, 'تنیس روی میز': 0.21, 'دو و میدانی': 0.16, 'بدمینتون': 0.11, 'فوتبال': 0.08, 'بسکتبال': 0.06, 'بیس بال': 0.05, 'کریکت': 0.05, 'والیبال': 0.05}"
محبوب  ترین ورزش در کنیا چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال, دو و میدانی",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.25, 'تنیس روی میز': 0.2, 'دو و میدانی': 0.17, 'بدمینتون': 0.09, 'فوتبال': 0.08, 'بسکتبال': 0.06, 'کریکت': 0.06, 'والیبال': 0.05, 'بیس بال': 0.04}"
محبوب  ترین ورزش در ایالت متحده آمریکا چیست؟,"فوتبال آمریکایی, بسکتبال, بیس بال, تنیس روی میز, بدمینتون, فوتبال, والیبال, کریکت, دو و میدانی","فوتبال آمریکایی, بسکتبال",فوتبال آمریکایی,"{'فوتبال آمریکایی': 0.25, 'تنیس روی میز': 0.19, 'دو و میدانی': 0.15, 'بدمینتون': 0.1, 'فوتبال': 0.08, 'بیس بال': 0.06, 'بسکتبال': 0.06, 'والیبال': 0.05, 'کریکت': 0.05}"
در ایالت متحده آمریکا متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو",ماشین,هواپیما,"{'هواپیما': 0.3, 'اتوبوس': 0.15, 'دوچرخه': 0.14, 'ماشین': 0.11, 'کشتی': 0.09, 'قایق': 0.08, 'قطار': 0.07, 'مترو': 0.07}"
در چین متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو",دوچرخه,هواپیما,"{'هواپیما': 0.28, 'اتوبوس': 0.16, 'دوچرخه': 0.13, 'ماشین': 0.12, 'مترو': 0.09, 'کشتی': 0.08, 'قطار': 0.08, 'قایق': 0.06}"
در هند متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو","اتوبوس, قطار",هواپیما,"{'هواپیما': 0.29, 'اتوبوس': 0.16, 'دوچرخه': 0.13, 'ماشین': 0.13, 'قطار': 0.08, 'کشتی': 0.08, 'مترو': 0.08, 'قایق': 0.04}"
در ایران متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو",ماشین,هواپیما,"{'هواپیما': 0.29, 'اتوبوس': 0.16, 'ماشین': 0.12, 'دوچرخه': 0.12, 'مترو': 0.09, 'کشتی': 0.09, 'قطار': 0.07, 'قایق': 0.06}"
در کنیا متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو","اتوبوس, ماشین",هواپیما,"{'هواپیما': 0.29, 'اتوبوس': 0.15, 'دوچرخه': 0.12, 'ماشین': 0.12, 'مترو': 0.08, 'قطار': 0.08, 'کشتی': 0.08, 'قایق': 0.07}"
در ایالت متحده آمریکا متداول ترین وسیله نقلیه در شهر های بزرگ در سی سال گذشته چه بوده است؟,"ماشین, اتوبوس, قطار, دوچرخه, هواپیما, کشتی, قایق, مترو","ماشین, اتوبوس",هواپیما,"{'هواپیما': 0.27, 'اتوبوس': 0.16, 'دوچرخه': 0.14, 'ماشین': 0.12, 'مترو': 0.09, 'کشتی': 0.09, 'قطار': 0.07, 'قایق': 0.06}"
در ایالت متحده آمریکا خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در چین خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
در هند خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",رایج,نادر,"{'نادر': 0.55, 'رایج': 0.45}"
در ایران خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.52, 'رایج': 0.48}"
در کنیا خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.56, 'رایج': 0.44}"
