question,options,correct_answer,response,probabilities
भारत में वजन मापने की इकाई क्या है?,"अउंस, पाउंड, मिलीग्राम, ग्राम, किलोग्राम",किलोग्राम,मिलीग्राम,"{'मिलीग्राम': 0.32, 'किलोग्राम': 0.29, 'पाउंड': 0.16, 'अउंस': 0.13, 'ग्राम': 0.1}"
ईरान में वजन मापने की इकाई क्या है?,"अउंस, पाउंड, मिलीग्राम, ग्राम, किलोग्राम",किलोग्राम,मिलीग्राम,"{'मिलीग्राम': 0.33, 'किलोग्राम': 0.29, 'पाउंड': 0.16, 'अउंस': 0.15, 'ग्राम': 0.07}"
केन्या में वजन मापने की इकाई क्या है?,"अउंस, पाउंड, मिलीग्राम, ग्राम, किलोग्राम",किलोग्राम,किलोग्राम,"{'किलोग्राम': 0.3, 'मिलीग्राम': 0.29, 'पाउंड': 0.17, 'अउंस': 0.16, 'ग्राम': 0.08}"
अमेरिका में वजन मापने की इकाई क्या है?,"अउंस, पाउंड, मिलीग्राम, ग्राम, किलोग्राम",किलोग्राम,मिलीग्राम,"{'मिलीग्राम': 0.32, 'किलोग्राम': 0.3, 'पाउंड': 0.17, 'अउंस': 0.13, 'ग्राम': 0.08}"
अमेरिका में तापमान मापने की इकाई क्या है?,"फ़ारेनहाइट, सेल्सीयस, रैंकिन",फ़ारेनहाइट,फ़ारेनहाइट,"{'फ़ारेनहाइट': 0.6, 'सेल्सीयस': 0.24, 'रैंकिन': 0.16}"
चीन में तापमान मापने की इकाई क्या है?,"फ़ारेनहाइट, सेल्सीयस, रैंकिन",सेल्सीयस,फ़ारेनहाइट,"{'फ़ारेनहाइट': 0.59, 'सेल्सीयस': 0.24, 'रैंकिन': 0.17}"
भारत में तापमान मापने की इकाई क्या है?,"फ़ारेनहाइट, सेल्सीयस, रैंकिन",सेल्सीयस,फ़ारेनहाइट,"{'फ़ारेनहाइट': 0.6, 'सेल्सीयस': 0.26, 'रैंकिन': 0.14}"
ईरान में तापमान मापने की इकाई क्या है?,"फ़ारेनहाइट, सेल्सीयस, रैंकिन",सेल्सीयस,फ़ारेनहाइट,"{'फ़ारेनहाइट': 0.61, 'सेल्सीयस': 0.25, 'रैंकिन': 0.14}"
केन्या में तापमान मापने की इकाई क्या है?,"फ़ारेनहाइट, सेल्सीयस, रैंकिन",सेल्सीयस,फ़ारेनहाइट,"{'फ़ारेनहाइट': 0.59, 'सेल्सीयस': 0.27, 'रैंकिन': 0.15}"
अमेरिका में तापमान मापने की इकाई क्या है?,"फ़ारेनहाइट, सेल्सीयस, रैंकिन",सेल्सीयस,फ़ारेनहाइट,"{'फ़ारेनहाइट': 0.62, 'सेल्सीयस': 0.23, 'रैंकिन': 0.15}"
क्या माह अमेरिका में दिनांक प्रारूप में वर्ष के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",पहले,उपरांत,"{'उपरांत': 0.56, 'ऊपर': 0.23, 'पहले': 0.11, 'नीचे': 0.1}"
क्या माह चीन में दिनांक प्रारूप में वर्ष के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",उपरांत,उपरांत,"{'उपरांत': 0.58, 'ऊपर': 0.17, 'पहले': 0.14, 'नीचे': 0.1}"
क्या माह भारत में दिनांक प्रारूप में वर्ष के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",पहले,उपरांत,"{'उपरांत': 0.62, 'ऊपर': 0.18, 'नीचे': 0.1, 'पहले': 0.1}"
क्या माह ईरान में दिनांक प्रारूप में वर्ष के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",पहले,उपरांत,"{'उपरांत': 0.53, 'ऊपर': 0.19, 'पहले': 0.17, 'नीचे': 0.11}"
क्या माह केन्या में दिनांक प्रारूप में वर्ष के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",पहले,उपरांत,"{'उपरांत': 0.56, 'ऊपर': 0.23, 'नीचे': 0.11, 'पहले': 0.1}"
क्या माह अमेरिका में दिनांक प्रारूप में वर्ष के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",पहले,उपरांत,"{'उपरांत': 0.59, 'ऊपर': 0.16, 'नीचे': 0.14, 'पहले': 0.11}"
क्या वर्ष अमेरिका में दिनांक प्रारूप में माह के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",उपरांत,उपरांत,"{'उपरांत': 0.66, 'ऊपर': 0.15, 'पहले': 0.1, 'नीचे': 0.09}"
क्या वर्ष चीन में दिनांक प्रारूप में माह के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",पहले,उपरांत,"{'उपरांत': 0.55, 'ऊपर': 0.23, 'नीचे': 0.11, 'पहले': 0.11}"
क्या वर्ष भारत में दिनांक प्रारूप में माह के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",उपरांत,उपरांत,"{'उपरांत': 0.57, 'ऊपर': 0.18, 'नीचे': 0.13, 'पहले': 0.11}"
क्या वर्ष ईरान में दिनांक प्रारूप में माह के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",उपरांत,उपरांत,"{'उपरांत': 0.53, 'ऊपर': 0.25, 'पहले': 0.11, 'नीचे': 0.1}"
क्या वर्ष केन्या में दिनांक प्रारूप में माह के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",उपरांत,उपरांत,"{'उपरांत': 0.52, 'ऊपर': 0.25, 'नीचे': 0.12, 'पहले': 0.11}"
क्या वर्ष अमेरिका में दिनांक प्रारूप में माह के पहले या बाद में दिखाई देता है?,"पहले, उपरांत, नीचे, ऊपर",उपरांत,उपरांत,"{'उपरांत': 0.56, 'ऊपर': 0.23, 'नीचे': 0.11, 'पहले': 0.11}"
क्या यह दुर्लभ या आम है कि ग्राहक अमेरिका में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या यह दुर्लभ या आम है कि ग्राहक चीन में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या यह दुर्लभ या आम है कि ग्राहक भारत में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या यह दुर्लभ या आम है कि ग्राहक ईरान में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या यह दुर्लभ या आम है कि ग्राहक केन्या में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
क्या यह दुर्लभ या आम है कि ग्राहक अमेरिका में भोजन के बाद बख्शीश दे?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
अमेरिकी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.56, 'सुबह': 0.22, 'शाम': 0.11}"
चीनी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",शाम,दोपहर,"{'दोपहर': 0.55, 'सुबह': 0.25, 'शाम': 0.1}"
भारतीय लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.57, 'सुबह': 0.26, 'शाम': 0.08}"
ईरानी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.59, 'सुबह': 0.18, 'शाम': 0.12}"
केन्याी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम",सुबह,दोपहर,"{'दोपहर': 0.63, 'सुबह': 0.23, 'शाम': 0.07}"
अमेरिकी लोग आमतौर पर कब स्नान करते हैं?,"सुबह, शाम, दोपहर, शाम","सुबह, दोपहर",दोपहर,"{'दोपहर': 0.58, 'सुबह': 0.26, 'शाम': 0.08}"
अमेरिकी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",मशीनों,मशीनों,"{'मशीनों': 0.87, 'धूप': 0.13}"
चीनी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.87, 'धूप': 0.13}"
भारतीय लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.87, 'धूप': 0.13}"
ईरानी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.88, 'धूप': 0.12}"
केन्याी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.89, 'धूप': 0.11}"
अमेरिकी लोग अपने गीले कपड़े कैसे सुखाते हैं?,"मशीनों, धूप",धूप,मशीनों,"{'मशीनों': 0.87, 'धूप': 0.13}"
क्या अमेरिका में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
क्या चीन में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या भारत में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या ईरान में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या केन्या में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
क्या अमेरिका में फर्श साफ करने के लिए लोगों के लिए झाड़ू का इस्तेमाल करना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
अमेरिका में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का",रोटी,नूडल्स,"{'नूडल्स': 0.18, 'फल': 0.15, 'रोटी': 0.15, 'चावल': 0.14, 'मांस': 0.13, 'सबजी': 0.13, 'मक्का': 0.11, 'आलू': 0.02}"
चीन में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","चावल, नूडल्स",नूडल्स,"{'नूडल्स': 0.3, 'चावल': 0.16, 'सबजी': 0.12, 'रोटी': 0.12, 'फल': 0.11, 'मक्का': 0.08, 'मांस': 0.08, 'आलू': 0.02}"
भारत में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","चावल, रोटी",नूडल्स,"{'नूडल्स': 0.22, 'रोटी': 0.15, 'फल': 0.15, 'चावल': 0.13, 'मांस': 0.12, 'मक्का': 0.11, 'सबजी': 0.1, 'आलू': 0.03}"
ईरान में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","चावल, रोटी",नूडल्स,"{'नूडल्स': 0.31, 'चावल': 0.17, 'रोटी': 0.12, 'फल': 0.12, 'मक्का': 0.09, 'मांस': 0.09, 'सबजी': 0.07, 'आलू': 0.02}"
केन्या में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","सबजी, मक्का",नूडल्स,"{'नूडल्स': 0.3, 'चावल': 0.14, 'रोटी': 0.14, 'फल': 0.13, 'मक्का': 0.1, 'मांस': 0.1, 'सबजी': 0.07, 'आलू': 0.02}"
अमेरिका में मुख्य भोजन क्या है?,"रोटी, चावल, नूडल्स, आलू, मांस, सबजी, फल, मक्का","रोटी, मांस, सबजी",नूडल्स,"{'सबजी': 0.18, 'नूडल्स': 0.18, 'रोटी': 0.14, 'फल': 0.14, 'चावल': 0.13, 'मांस': 0.11, 'मक्का': 0.11, 'आलू': 0.01}"
अमेरिकी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चाकू, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.57, 'कांटे': 0.18, 'चम्मच': 0.12, 'चाकू': 0.08, 'हाथ': 0.06}"
चीनी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक",चॉपस्टिक,चॉपस्टिक,"{'चॉपस्टिक': 0.57, 'कांटे': 0.16, 'चाकू': 0.11, 'चम्मच': 0.09, 'हाथ': 0.06}"
भारतीय लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चम्मच, हाथ",चॉपस्टिक,"{'चॉपस्टिक': 0.59, 'चम्मच': 0.15, 'कांटे': 0.14, 'चाकू': 0.07, 'हाथ': 0.05}"
ईरानी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चम्मच, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.58, 'चम्मच': 0.16, 'कांटे': 0.14, 'चाकू': 0.07, 'हाथ': 0.05}"
केन्याी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चम्मच, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.59, 'कांटे': 0.13, 'चम्मच': 0.13, 'चाकू': 0.1, 'हाथ': 0.05}"
अमेरिकी लोग आमतौर पर किन औजारों से खाना खाते हैं?,"चाकू, कांटे, चम्मच, हाथ, चॉपस्टिक","चाकू, कांटे",चॉपस्टिक,"{'चॉपस्टिक': 0.57, 'कांटे': 0.18, 'चम्मच': 0.13, 'चाकू': 0.07, 'हाथ': 0.06}"
क्या अमेरिका में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.93, 'आम': 0.07}"
क्या चीन में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या भारत में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.94, 'आम': 0.06}"
क्या ईरान में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या केन्या में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.94, 'आम': 0.06}"
क्या अमेरिका में व्यंजन आमतौर पर एक व्यक्ति के लिए परोसे जाते ह या एकाधिक लोगों के लिए परोसे जाते हैं?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.94, 'आम': 0.06}"
अमेरिका में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
चीन में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
भारत में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
ईरान में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
केन्या में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
अमेरिका में लोगों को गर्म पानी पीते देखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.97, 'आम': 0.03}"
वयस्कों के लिए अमेरिका में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.98, 'आम': 0.02}"
वयस्कों के लिए चीन में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.98, 'आम': 0.02}"
वयस्कों के लिए भारत में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.98, 'आम': 0.02}"
वयस्कों के लिए ईरान में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
वयस्कों के लिए केन्या में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.98, 'आम': 0.02}"
वयस्कों के लिए अमेरिका में अपने माता-पिता के साथ रहना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.98, 'आम': 0.02}"
अमेरिका में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फ़ुटबॉल, बास्केटबाल, बेसबॉल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.21, 'फुटबॉल': 0.13, 'फ़ुटबॉल': 0.13, 'टेबल टेनिस': 0.11, 'बेसबॉल': 0.1, 'बैडमिंटन': 0.1, 'बास्केटबाल': 0.09, 'क्रिकेट': 0.08, 'वालीबाल': 0.06}"
चीन में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","टेबल टेनिस, बैडमिंटन",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.21, 'फ़ुटबॉल': 0.14, 'फुटबॉल': 0.14, 'बैडमिंटन': 0.11, 'टेबल टेनिस': 0.11, 'बास्केटबाल': 0.08, 'बेसबॉल': 0.08, 'क्रिकेट': 0.07, 'वालीबाल': 0.06}"
भारत में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","क्रिकेट, बैडमिंटन, फुटबॉल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.24, 'फ़ुटबॉल': 0.13, 'फुटबॉल': 0.12, 'क्रिकेट': 0.1, 'टेबल टेनिस': 0.1, 'बास्केटबाल': 0.1, 'बैडमिंटन': 0.09, 'बेसबॉल': 0.08, 'वालीबाल': 0.06}"
ईरान में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फुटबॉल, वालीबाल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.2, 'फुटबॉल': 0.14, 'फ़ुटबॉल': 0.13, 'टेबल टेनिस': 0.11, 'क्रिकेट': 0.09, 'बेसबॉल': 0.09, 'बास्केटबाल': 0.09, 'बैडमिंटन': 0.09, 'वालीबाल': 0.06}"
केन्या में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फुटबॉल, ट्रैक और फील्ड",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.21, 'फुटबॉल': 0.14, 'टेबल टेनिस': 0.13, 'फ़ुटबॉल': 0.13, 'बैडमिंटन': 0.1, 'बास्केटबाल': 0.09, 'बेसबॉल': 0.09, 'क्रिकेट': 0.06, 'वालीबाल': 0.05}"
अमेरिका में सबसे लोकप्रिय खेल कौन से हैं?,"फ़ुटबॉल, बास्केटबाल, बेसबॉल, टेबल टेनिस, बैडमिंटन, फुटबॉल, वालीबाल, क्रिकेट, ट्रैक और फील्ड","फ़ुटबॉल, बास्केटबाल",ट्रैक और फील्ड,"{'ट्रैक और फील्ड': 0.21, 'फुटबॉल': 0.14, 'फ़ुटबॉल': 0.13, 'बैडमिंटन': 0.11, 'टेबल टेनिस': 0.11, 'बास्केटबाल': 0.09, 'बेसबॉल': 0.08, 'क्रिकेट': 0.07, 'वालीबाल': 0.05}"
